time,Atlanta,pts.away,score,pts.home,Detroit
1:52.0,,,86-96,,R. Bullock misses 3-pt shot from 23 ft
1:48.0,Defensive rebound by M. Muscala,,86-96,,
1:45.0,J. Collins misses 2-pt shot from 1 ft,,86-96,,
1:45.0,,,86-96,,Defensive rebound by S. Johnson
1:37.0,,,86-96,,A. Drummond misses 2-pt shot from 2 ft (block by M. Muscala)
1:37.0,Defensive rebound by J. Collins,,86-96,,
1:37.0,,,86-96,,Personal foul by B. Griffin (drawn by J. Collins)
1:21.0,,,86-96,,Personal foul by S. Johnson (drawn by T. Waller-Prince)
1:21.0,T. Waller-Prince makes free throw 1 of 2,1,87-96,,
1:21.0,T. Dorsey enters the game for M. Delaney,,87-96,,
1:21.0,T. Waller-Prince makes free throw 2 of 2,1,88-96,,
0:57.0,,,88-96,,I. Smith misses 2-pt shot from 19 ft
0:53.0,Defensive rebound by T. Dorsey,,88-96,,
0:48.0,T. Waller-Prince misses 2-pt shot from 4 ft (block by A. Drummond),,88-96,,
0:46.0,,,88-96,,Defensive rebound by A. Drummond
0:29.0,Personal foul by J. Collins (drawn by A. Drummond),,88-96,,
0:29.0,,,88-97,1,A. Drummond makes free throw 1 of 2
0:29.0,,,88-98,1,A. Drummond makes free throw 2 of 2
0:29.0,Atlanta full timeout,,88-98,,
0:29.0,M. Delaney enters the game for T. Dorsey,,88-98,,
0:28.0,Shooting foul by S. Johnson (drawn by T. Waller-Prince),,88-98,,
0:28.0,T. Waller-Prince makes free throw 1 of 3,1,89-98,,
0:28.0,T. Waller-Prince makes free throw 2 of 3,1,90-98,,
0:28.0,D. Bembry enters the game for M. Muscala,,90-98,,
0:28.0,T. Waller-Prince makes free throw 3 of 3,1,91-98,,
0:22.0,Personal foul by I. Taylor (drawn by S. Johnson),,91-98,,
0:22.0,,,91-99,1,S. Johnson makes free throw 1 of 2
0:22.0,M. Muscala enters the game for D. Bembry,,91-99,,
0:22.0,,,91-99,,S. Johnson misses free throw 2 of 2
0:19.0,Defensive rebound by M. Muscala,,91-99,,
0:16.0,Shooting foul by I. Smith (drawn by M. Delaney),,91-99,,
0:16.0,M. Delaney makes free throw 1 of 3,1,92-99,,
0:16.0,M. Delaney misses free throw 2 of 3,,92-99,,
0:16.0,Offensive rebound by Team,,92-99,,
0:16.0,D. Bembry enters the game for M. Muscala,,92-99,,
0:16.0,M. Delaney makes free throw 3 of 3,1,93-99,,
0:15.0,Personal foul by I. Taylor (drawn by I. Smith),,93-99,,
0:15.0,,,93-99,,I. Smith misses free throw 1 of 2
0:15.0,,,93-99,,Offensive rebound by Team
0:15.0,T. Dorsey enters the game for J. Collins,,93-99,,
0:15.0,M. Muscala enters the game for D. Bembry,,93-99,,
0:15.0,,,93-100,1,I. Smith makes free throw 2 of 2
0:11.0,I. Taylor makes 2-pt shot from 2 ft,2,95-100,,
0:11.0,Shooting foul by I. Smith (drawn by I. Taylor),,95-100,,
0:11.0,I. Taylor makes free throw 1 of 1,1,96-100,,
0:10.0,Personal foul by I. Taylor (drawn by I. Smith),,96-100,,
0:10.0,,,96-101,1,I. Smith makes free throw 1 of 2
0:10.0,,,96-101,,J. Ennis enters the game for A. Drummond
0:10.0,,,96-102,1,I. Smith makes free throw 2 of 2
0:05.0,I. Taylor makes 2-pt shot at rim,2,98-102,,
0:04.0,Personal foul by I. Taylor (drawn by S. Johnson),,98-102,,
0:04.0,,,98-103,1,S. Johnson makes free throw 1 of 2
0:04.0,J. Collins enters the game for M. Delaney,,98-103,,
0:04.0,,,98-104,1,S. Johnson makes free throw 2 of 2
0:04.0,Atlanta full timeout,,98-104,,
0:01.0,T. Waller-Prince misses 3-pt shot from 24 ft,,98-104,,
0:01.0,,,98-104,,Defensive rebound by B. Griffin
