time,Utah,pts.away,score,pts.home,Portland
3:45.0,,,97-83,2,E. Davis makes 2-pt shot at rim
3:22.0,J. Ingles misses 3-pt shot from 25 ft,,97-83,,
3:17.0,Offensive rebound by D. Mitchell,,97-83,,
3:04.0,J. Ingles makes 3-pt shot from 24 ft (assist by D. Mitchell),3,100-83,,
2:53.0,,,100-83,,Shooting foul by R. Gobert (drawn by C. McCollum)
2:53.0,Technical foul by R. Gobert,,100-83,,
2:53.0,,,100-84,1,D. Lillard makes technical free throw
2:53.0,,,100-85,1,C. McCollum makes free throw 1 of 2
2:53.0,,,100-86,1,C. McCollum makes free throw 2 of 2
2:42.0,Turnover by R. O'Neale (bad pass; steal by P. Connaughton),,100-86,,
2:37.0,,,100-88,2,C. McCollum makes 2-pt shot from 1 ft
2:37.0,,,100-88,,Shooting foul by R. O'Neale (drawn by C. McCollum)
2:37.0,Utah full timeout,,100-88,,
2:37.0,D. Favors enters the game for R. Gobert,,100-88,,
2:37.0,,,100-88,,C. McCollum misses free throw 1 of 1
2:35.0,Defensive rebound by J. Crowder,,100-88,,
2:17.0,D. Mitchell makes 2-pt shot from 20 ft,2,102-88,,
2:05.0,,,102-88,,Shooting foul by R. O'Neale (drawn by D. Lillard)
2:05.0,,,102-89,1,D. Lillard makes free throw 1 of 2
2:05.0,,,102-90,1,D. Lillard makes free throw 2 of 2
1:52.0,D. Mitchell makes 2-pt shot from 1 ft,2,104-90,,
1:52.0,Shooting foul by M. Harkless (drawn by D. Mitchell),,104-90,,
1:52.0,,,104-90,,M. Leonard enters the game for E. Davis
1:52.0,D. Mitchell makes free throw 1 of 1,1,105-90,,
1:42.0,,,105-92,2,C. McCollum makes 2-pt shot from 1 ft
1:39.0,,,105-92,,Personal block foul by C. McCollum (drawn by D. Mitchell)
1:39.0,D. Mitchell makes free throw 1 of 2,1,106-92,,
1:39.0,D. Mitchell makes free throw 2 of 2,1,107-92,,
1:34.0,,,107-94,2,D. Lillard makes 2-pt shot from 18 ft
1:13.0,J. Ingles makes 3-pt shot from 23 ft (assist by J. Crowder),3,110-94,,
1:07.0,,,110-96,2,C. McCollum makes 2-pt shot from 1 ft
1:07.0,,,110-96,,Shooting foul by J. Crowder (drawn by C. McCollum)
1:07.0,,,110-96,,Z. Collins enters the game for D. Lillard
1:07.0,,,110-96,,J. Layman enters the game for M. Harkless
1:07.0,,,110-96,,C. McCollum misses free throw 1 of 1
1:05.0,Defensive rebound by J. Crowder,,110-96,,
0:50.0,D. Mitchell makes 3-pt shot from 25 ft,3,113-96,,
0:44.0,,,113-96,,C. McCollum misses 2-pt shot at rim
0:42.0,Defensive rebound by R. O'Neale,,113-96,,
0:25.0,D. Favors makes 2-pt shot from 1 ft (assist by R. O'Neale),2,115-96,,
0:20.0,,,115-96,,Turnover by M. Leonard (bad pass)
