time,Indiana,pts.away,score,pts.home,Cleveland
2:53.0,V. Oladipo misses 3-pt shot from 31 ft,,90-78,,
2:50.0,,,90-78,,Defensive rebound by K. Love
2:45.0,,,90-78,,R. Hood misses 3-pt shot from 24 ft
2:42.0,Defensive rebound by B. Bogdanovic,,90-78,,
2:26.0,V. Oladipo makes 2-pt shot at rim,2,92-78,,
2:17.0,,,92-78,,J. Smith misses 3-pt shot from 30 ft
2:14.0,Defensive rebound by M. Turner,,92-78,,
1:59.0,V. Oladipo makes 3-pt shot from 25 ft,3,95-78,,
1:59.0,,,95-78,,Cleveland full timeout
1:59.0,,,95-78,,C. Osman enters the game for K. Love
1:59.0,,,95-78,,T. Thompson enters the game for R. Hood
1:59.0,,,95-78,,J. Green enters the game for J. Smith
1:59.0,,,95-78,,J. Calderon enters the game for L. Nance
1:59.0,,,95-78,,J. Clarkson enters the game for L. James
1:41.0,,,95-78,,J. Clarkson misses 2-pt shot from 19 ft
1:38.0,Defensive rebound by M. Turner,,95-78,,
1:23.0,Shooting foul by C. Osman (drawn by T. Young),,95-78,,
1:23.0,T. Young makes free throw 1 of 2,1,96-78,,
1:23.0,C. Joseph enters the game for V. Oladipo,,96-78,,
1:23.0,T. Young misses free throw 2 of 2,,96-78,,
1:20.0,,,96-78,,Defensive rebound by T. Thompson
1:09.0,,,96-80,2,J. Clarkson makes 2-pt shot from 1 ft (assist by J. Green)
0:52.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by C. Joseph),2,98-80,,
0:46.0,,,98-80,,C. Osman misses 2-pt shot from 16 ft
0:44.0,Defensive rebound by D. Collison,,98-80,,
0:25.0,D. Collison misses 3-pt shot from 26 ft,,98-80,,
0:22.0,,,98-80,,Defensive rebound by C. Osman
0:15.0,,,98-80,,J. Green misses 3-pt shot from 25 ft
0:11.0,Defensive rebound by C. Joseph,,98-80,,
