time,New Orleans,pts.away,score,pts.home,Portland
1:15.0,,,93-89,,Defensive rebound by J. Nurkic
1:05.0,,,93-89,,E. Turner misses 3-pt shot from 22 ft
1:02.0,,,93-89,,Offensive rebound by E. Turner
0:59.0,,,93-92,3,C. McCollum makes 3-pt shot from 23 ft (assist by D. Lillard)
0:59.0,New Orleans full timeout,,93-92,,
0:49.0,Turnover by I. Clark (lost ball; steal by E. Turner),,93-92,,
0:44.0,,,93-92,,Turnover by C. McCollum (bad pass; steal by J. Holiday)
0:43.0,,,93-92,,Personal foul by J. Nurkic (drawn by J. Holiday)
0:28.0,A. Davis misses 3-pt shot from 25 ft,,93-92,,
0:26.0,,,93-92,,Defensive rebound by J. Nurkic
0:25.0,,,93-92,,Portland full timeout
0:15.0,,,93-92,,D. Lillard misses 2-pt shot from 4 ft
0:12.0,Defensive rebound by A. Davis,,93-92,,
0:12.0,,,93-92,,Personal foul by E. Turner (drawn by A. Davis)
0:12.0,A. Davis makes free throw 1 of 2,1,94-92,,
0:12.0,A. Davis makes free throw 2 of 2,1,95-92,,
0:12.0,,,95-92,,Portland full timeout
0:12.0,,,95-92,,P. Connaughton enters the game for A. Aminu
0:12.0,,,95-92,,M. Leonard enters the game for J. Nurkic
0:06.0,,,95-92,,P. Connaughton misses 2-pt shot at rim (block by J. Holiday)
0:04.0,Defensive rebound by A. Davis,,95-92,,
0:04.0,,,95-92,,Personal foul by P. Connaughton (drawn by A. Davis)
0:04.0,A. Davis makes free throw 1 of 2,1,96-92,,
0:04.0,A. Davis makes free throw 2 of 2,1,97-92,,
0:00.0,,,97-95,3,C. McCollum makes 3-pt shot from 25 ft
