time,Minnesota,pts.away,score,pts.home,Oklahoma City
4:26.0,Shooting foul by A. Abrines (drawn by J. Teague),,100-97,,
4:26.0,,,100-97,,Oklahoma City full timeout
4:26.0,,,100-97,,C. Anthony enters the game for A. Abrines
4:26.0,,,100-97,,R. Felton enters the game for J. Grant
4:26.0,J. Teague makes free throw 1 of 2,1,101-97,,
4:26.0,J. Teague makes free throw 2 of 2,1,102-97,,
4:19.0,,,102-99,2,R. Westbrook makes 2-pt shot from 1 ft
4:04.0,A. Wiggins makes 2-pt shot from 1 ft (assist by J. Teague),2,104-99,,
3:46.0,,,104-102,3,R. Westbrook makes 3-pt shot from 25 ft
3:24.0,Shooting foul by R. Felton (drawn by J. Teague),,104-102,,
3:24.0,J. Teague makes free throw 1 of 2,1,105-102,,
3:24.0,J. Teague makes free throw 2 of 2,1,106-102,,
3:12.0,,,106-102,,Offensive foul by S. Adams (drawn by J. Butler)
3:12.0,,,106-102,,Turnover by S. Adams (offensive foul)
2:59.0,J. Butler misses 2-pt shot from 16 ft,,106-102,,
2:56.0,,,106-102,,Defensive rebound by R. Westbrook
2:51.0,,,106-102,,P. George misses 3-pt shot from 25 ft
2:48.0,Defensive rebound by T. Gibson,,106-102,,
2:36.0,Turnover by T. Gibson (traveling),,106-102,,
2:27.0,,,106-102,,R. Westbrook misses 3-pt shot from 24 ft
2:24.0,Defensive rebound by T. Gibson,,106-102,,
2:01.0,J. Butler misses 3-pt shot from 22 ft,,106-102,,
1:59.0,,,106-102,,Defensive rebound by C. Anthony
1:52.0,,,106-102,,R. Felton misses 3-pt shot from 22 ft
1:50.0,,,106-102,,Offensive rebound by S. Adams
1:50.0,,,106-104,2,S. Adams makes 2-pt shot at rim
1:50.0,,,106-104,,Shooting foul by K. Towns (drawn by S. Adams)
1:50.0,,,106-105,1,S. Adams makes free throw 1 of 1
1:50.0,Minnesota full timeout,,106-105,,
1:43.0,A. Wiggins makes 2-pt shot from 1 ft,2,108-105,,
1:24.0,,,108-105,,P. George misses 3-pt shot from 25 ft
1:21.0,Defensive rebound by J. Butler,,108-105,,
1:01.0,A. Wiggins misses 2-pt shot from 15 ft,,108-105,,
0:59.0,Turnover by Team (shot clock),,108-105,,
0:59.0,,,108-105,,Oklahoma City full timeout
0:58.0,Defensive rebound by K. Towns,,108-105,,
0:51.0,,,108-107,2,R. Westbrook makes 2-pt shot from 1 ft
0:39.0,T. Gibson misses 2-pt shot from 19 ft,,108-107,,
0:37.0,Offensive rebound by A. Wiggins,,108-107,,
0:37.0,A. Wiggins makes 2-pt shot at rim,2,110-107,,
0:30.0,,,110-110,3,R. Westbrook makes 3-pt shot from 24 ft
0:29.0,Minnesota full timeout,,110-110,,
0:29.0,,,110-110,,A. Roberson enters the game for R. Felton
0:29.0,J. Crawford enters the game for T. Gibson,,110-110,,
0:09.0,K. Towns makes 2-pt shot from 8 ft (assist by J. Butler),2,112-110,,
0:08.0,,,112-110,,Oklahoma City full timeout
0:08.0,,,112-110,,A. Abrines enters the game for A. Roberson
0:08.0,T. Gibson enters the game for J. Crawford,,112-110,,
0:05.0,,,112-113,3,C. Anthony makes 3-pt shot from 23 ft (assist by R. Westbrook)
0:00.0,A. Wiggins makes 3-pt shot from 29 ft,3,115-113,,
