time,Cleveland,pts.away,score,pts.home,New York
4:35.0,K. Korver makes 3-pt shot from 25 ft (assist by L. James),3,86-90,,
4:17.0,,,86-90,,Shooting foul by C. Frye (drawn by T. Hardaway)
4:17.0,,,86-91,1,T. Hardaway makes free throw 1 of 2
4:17.0,,,86-92,1,T. Hardaway makes free throw 2 of 2
4:07.0,J. Smith makes 3-pt shot from 22 ft (assist by L. James),3,89-92,,
3:48.0,,,89-94,2,T. Hardaway makes 2-pt shot from 11 ft
3:34.0,K. Korver makes 3-pt shot from 24 ft (assist by L. James),3,92-94,,
3:25.0,,,92-94,,New York full timeout
3:18.0,,,92-94,,Shooting foul by D. Wade (drawn by K. Porzingis)
3:18.0,,,92-94,,L. Thomas enters the game for E. Kanter
3:18.0,,,92-94,,K. Porzingis misses free throw 1 of 2
3:18.0,,,92-94,,Offensive rebound by Team
3:18.0,,,92-95,1,K. Porzingis makes free throw 2 of 2
3:00.0,C. Frye misses 3-pt shot from 25 ft,,92-95,,
2:59.0,,,92-95,,Defensive rebound by F. Ntilikina
2:59.0,Personal foul by D. Wade (drawn by F. Ntilikina),,92-95,,
2:59.0,,,92-96,1,F. Ntilikina makes free throw 1 of 2
2:59.0,,,92-97,1,F. Ntilikina makes free throw 2 of 2
2:59.0,Cleveland full timeout,,92-97,,
2:40.0,D. Wade makes 2-pt shot at rim (assist by J. Smith),2,94-97,,
2:27.0,Personal foul by D. Wade (drawn by K. Porzingis),,94-97,,
2:27.0,,,94-97,,K. Porzingis misses free throw 1 of 2
2:27.0,,,94-97,,Offensive rebound by Team
2:27.0,,,94-97,,K. Porzingis misses free throw 2 of 2
2:24.0,Defensive rebound by L. James,,94-97,,
2:16.0,C. Frye makes 3-pt shot from 25 ft (assist by L. James),3,97-97,,
1:52.0,,,97-97,,Turnover by F. Ntilikina (lost ball; steal by D. Wade)
1:47.0,J. Smith misses 3-pt shot from 22 ft,,97-97,,
1:43.0,Offensive rebound by D. Wade,,97-97,,
1:23.0,L. James makes 3-pt shot from 26 ft,3,100-97,,
1:23.0,,,100-97,,New York full timeout
1:05.0,,,100-97,,T. Hardaway misses 2-pt shot from 17 ft
1:03.0,Defensive rebound by Team,,100-97,,
0:49.0,,,100-97,,Personal foul by C. Lee (drawn by K. Korver)
0:49.0,K. Korver makes free throw 1 of 2,1,101-97,,
0:49.0,K. Korver makes free throw 2 of 2,1,102-97,,
0:37.0,,,102-99,2,K. Porzingis makes 2-pt shot from 7 ft
0:14.0,L. James misses 2-pt shot from 8 ft,,102-99,,
0:12.0,Offensive rebound by D. Wade,,102-99,,
0:10.0,,,102-99,,Personal take foul by C. Lee (drawn by K. Korver)
0:10.0,J. Green enters the game for C. Frye,,102-99,,
0:10.0,K. Korver makes free throw 1 of 2,1,103-99,,
0:10.0,K. Korver makes free throw 2 of 2,1,104-99,,
0:10.0,,,104-99,,New York full timeout
0:05.0,,,104-101,2,T. Hardaway makes 2-pt shot from 1 ft
0:04.0,,,104-101,,Personal take foul by L. Thomas (drawn by L. James)
0:04.0,L. James misses free throw 1 of 2,,104-101,,
0:04.0,Offensive rebound by Team,,104-101,,
0:04.0,L. James misses free throw 2 of 2,,104-101,,
0:01.0,L. James misses 2-pt shot from 18 ft,,104-101,,
0:01.0,Offensive rebound by Team,,104-101,,
0:00.0,Offensive rebound by J. Green,,104-101,,
