time,Chicago,pts.away,score,pts.home,Boston
4:05.0,Offensive rebound by Team,,85-109,,
4:05.0,P. Zipser enters the game for L. Markkanen,,85-109,,
4:05.0,J. Grant makes free throw 2 of 2,1,86-109,,
3:57.0,,,86-109,,M. Smart misses 3-pt shot from 26 ft
3:53.0,Defensive rebound by D. Valentine,,86-109,,
3:40.0,Turnover by D. Valentine (lost ball; steal by M. Smart),,86-109,,
3:36.0,,,86-109,,J. Tatum misses 2-pt shot from 2 ft
3:33.0,Defensive rebound by C. Felicio,,86-109,,
3:21.0,J. Grant makes 3-pt shot from 22 ft (assist by P. Zipser),3,89-109,,
2:55.0,,,89-111,2,J. Tatum makes 2-pt shot from 2 ft
2:49.0,Q. Pondexter misses 2-pt shot from 2 ft (block by M. Smart),,89-111,,
2:49.0,Offensive rebound by Team,,89-111,,
2:49.0,,,89-111,,G. Yabusele enters the game for J. Tatum
2:49.0,,,89-111,,K. Allen enters the game for M. Smart
2:45.0,Turnover by J. Grant (bad pass; steal by D. Theis),,89-111,,
2:39.0,,,89-113,2,T. Rozier makes 2-pt shot from 1 ft (assist by D. Theis)
2:21.0,Shooting foul by D. Theis (drawn by P. Zipser),,89-113,,
2:21.0,P. Zipser misses free throw 1 of 2,,89-113,,
2:21.0,Offensive rebound by Team,,89-113,,
2:21.0,P. Zipser makes free throw 2 of 2,1,90-113,,
2:05.0,Personal foul by D. Valentine (drawn by K. Allen),,90-113,,
2:05.0,,,90-114,1,K. Allen makes free throw 1 of 2
2:05.0,,,90-115,1,K. Allen makes free throw 2 of 2
1:52.0,Turnover by J. Grant (bad pass; steal by D. Theis),,90-115,,
1:40.0,,,90-115,,K. Allen misses 3-pt shot from 26 ft
1:36.0,Defensive rebound by Q. Pondexter,,90-115,,
1:29.0,P. Zipser makes 2-pt shot from 1 ft (assist by C. Felicio),2,92-115,,
1:08.0,,,92-117,2,T. Rozier makes 2-pt shot from 2 ft
0:57.0,J. Grant misses 3-pt shot from 26 ft,,92-117,,
0:53.0,,,92-117,,Defensive rebound by D. Theis
0:41.0,,,92-117,,G. Yabusele misses 3-pt shot from 26 ft
0:37.0,Defensive rebound by Q. Pondexter,,92-117,,
0:27.0,D. Valentine misses 3-pt shot from 23 ft,,92-117,,
0:24.0,,,92-117,,Defensive rebound by T. Rozier
0:01.0,,,92-117,,Turnover by Team (shot clock)
