time,Philadelphia,pts.away,score,pts.home,Toronto
10:40.0,,,73-102,,Offensive rebound by J. Poeltl
10:37.0,,,73-104,2,J. Poeltl makes 2-pt shot at rim
10:27.0,Shooting foul by C. Miles (drawn by J. Okafor),,73-104,,
10:27.0,J. Okafor makes free throw 1 of 2,1,74-104,,
10:27.0,J. Okafor misses free throw 2 of 2,,74-104,,
10:25.0,,,74-104,,Defensive rebound by C. Miles
10:13.0,,,74-104,,C. Miles misses 3-pt shot from 25 ft
10:11.0,Defensive rebound by Team,,74-104,,
10:02.0,Shooting foul by O. Anunoby (drawn by B. Simmons),,74-104,,
10:02.0,B. Simmons makes free throw 1 of 2,1,75-104,,
10:02.0,B. Simmons makes free throw 2 of 2,1,76-104,,
9:48.0,,,76-104,,Turnover by J. Poeltl (bad pass; steal by J. Redick)
9:43.0,J. Redick misses 3-pt shot from 28 ft,,76-104,,
9:39.0,,,76-104,,Defensive rebound by O. Anunoby
9:30.0,,,76-106,2,C. Miles makes 2-pt shot at rim (assist by F. VanVleet)
9:15.0,J. Redick makes 2-pt shot from 15 ft,2,78-106,,
8:53.0,,,78-109,3,C. Miles makes 3-pt shot from 28 ft (assist by F. VanVleet)
8:40.0,J. Anderson makes 3-pt shot from 26 ft (assist by B. Simmons),3,81-109,,
8:24.0,,,81-111,2,J. Poeltl makes 2-pt shot from 2 ft (assist by F. VanVleet)
8:24.0,Philadelphia full timeout,,81-111,,
8:24.0,,,81-111,,P. Siakam enters the game for C. Miles
8:24.0,,,81-111,,L. Nogueira enters the game for J. Poeltl
8:24.0,N. Stauskas enters the game for J. Anderson,,81-111,,
8:24.0,M. Fultz enters the game for J. Bayless,,81-111,,
8:24.0,D. Saric enters the game for J. Redick,,81-111,,
8:03.0,J. Okafor makes 2-pt shot from 13 ft,2,83-111,,
7:42.0,,,83-111,,D. Wright misses 3-pt shot from 26 ft
7:42.0,Defensive rebound by Team,,83-111,,
7:42.0,,,83-111,,Loose ball foul by L. Nogueira (drawn by D. Saric)
7:27.0,Shooting foul by F. VanVleet (drawn by M. Fultz),,83-111,,
7:27.0,M. Fultz makes free throw 1 of 2,1,84-111,,
7:27.0,M. Fultz makes free throw 2 of 2,1,85-111,,
7:14.0,,,85-111,,F. VanVleet misses 2-pt shot from 2 ft (block by J. Okafor)
7:13.0,Defensive rebound by Team,,85-111,,
7:02.0,,,85-111,,Personal foul by P. Siakam (drawn by D. Saric)
7:02.0,D. Saric misses free throw 1 of 2,,85-111,,
7:02.0,Offensive rebound by Team,,85-111,,
7:02.0,D. Saric makes free throw 2 of 2,1,86-111,,
6:47.0,,,86-111,,F. VanVleet misses 2-pt shot from 3 ft
6:46.0,Defensive rebound by M. Fultz,,86-111,,
6:40.0,B. Simmons misses 2-pt shot from 1 ft,,86-111,,
6:40.0,,,86-111,,Defensive rebound by L. Nogueira
6:34.0,,,86-111,,D. Wright misses 3-pt shot from 24 ft
6:34.0,Defensive rebound by D. Saric,,86-111,,
6:16.0,B. Simmons makes 2-pt shot from 2 ft,2,88-111,,
6:08.0,,,88-114,3,F. VanVleet makes 3-pt shot from 25 ft
6:07.0,Philadelphia full timeout,,88-114,,
6:07.0,,,88-114,,B. Caboclo enters the game for O. Anunoby
6:07.0,J. Anderson enters the game for J. Okafor,,88-114,,
5:51.0,J. Anderson makes 2-pt shot from 2 ft (assist by B. Simmons),2,90-114,,
5:33.0,,,90-114,,P. Siakam misses 3-pt shot from 25 ft
5:28.0,Defensive rebound by D. Saric,,90-114,,
5:07.0,M. Fultz misses 2-pt shot from 3 ft (block by L. Nogueira),,90-114,,
5:05.0,,,90-114,,Defensive rebound by P. Siakam
4:54.0,,,90-114,,P. Siakam misses 3-pt shot from 23 ft
4:52.0,Defensive rebound by Team,,90-114,,
4:52.0,,,90-114,,Loose ball foul by B. Caboclo (drawn by J. Anderson)
4:52.0,J. Anderson misses free throw 1 of 2,,90-114,,
4:52.0,Offensive rebound by Team,,90-114,,
4:52.0,T. McConnell enters the game for B. Simmons,,90-114,,
4:52.0,J. Anderson makes free throw 2 of 2,1,91-114,,
4:32.0,,,91-114,,D. Wright misses 2-pt shot from 1 ft
4:27.0,,,91-114,,Offensive rebound by L. Nogueira
4:27.0,,,91-114,,L. Nogueira misses 2-pt shot at rim
4:27.0,,,91-114,,Offensive rebound by L. Nogueira
4:23.0,,,91-114,,Shooting foul by J. Anderson (drawn by P. Siakam)
4:23.0,,,91-115,1,P. Siakam makes free throw 1 of 2
4:23.0,J. Okafor enters the game for D. Saric,,91-115,,
4:23.0,,,91-116,1,P. Siakam makes free throw 2 of 2
4:10.0,N. Stauskas misses 2-pt shot from 1 ft,,91-116,,
4:08.0,,,91-116,,Defensive rebound by P. Siakam
3:59.0,,,91-116,,Turnover by L. Nogueira (bad pass; steal by N. Stauskas)
3:49.0,J. Anderson misses 3-pt shot from 21 ft,,91-116,,
3:45.0,,,91-116,,Defensive rebound by P. Siakam
3:36.0,,,91-119,3,D. Wright makes 3-pt shot from 26 ft (assist by P. Siakam)
3:33.0,Philadelphia full timeout,,91-119,,
3:20.0,Turnover by N. Stauskas (lost ball; steal by B. Caboclo),,91-119,,
3:16.0,,,91-121,2,P. Siakam makes 2-pt shot from 1 ft (assist by B. Caboclo)
3:00.0,J. Okafor misses 2-pt shot from 9 ft,,91-121,,
2:59.0,,,91-121,,Defensive rebound by L. Nogueira
2:51.0,,,91-121,,F. VanVleet misses 3-pt shot from 25 ft
2:49.0,Defensive rebound by J. Okafor,,91-121,,
2:34.0,M. Fultz misses 2-pt shot from 10 ft,,91-121,,
2:33.0,,,91-121,,Defensive rebound by L. Nogueira
2:33.0,,,91-121,,Toronto full timeout
2:33.0,T. Luwawu-Cabarrot enters the game for M. Fultz,,91-121,,
2:24.0,,,91-121,,B. Caboclo misses 3-pt shot from 22 ft
2:22.0,Defensive rebound by J. Okafor,,91-121,,
2:03.0,T. Luwawu-Cabarrot misses 3-pt shot from 30 ft,,91-121,,
2:01.0,,,91-121,,Defensive rebound by P. Siakam
1:53.0,,,91-123,2,L. Nogueira makes 2-pt shot at rim (assist by P. Siakam)
1:39.0,T. McConnell misses 2-pt shot from 11 ft,,91-123,,
1:36.0,,,91-123,,Defensive rebound by B. Caboclo
1:27.0,,,91-125,2,L. Nogueira makes 2-pt shot at rim (assist by F. VanVleet)
1:18.0,T. Luwawu-Cabarrot makes 3-pt shot from 23 ft (assist by T. McConnell),3,94-125,,
1:05.0,,,94-127,2,D. Wright makes 2-pt shot from 3 ft
1:05.0,,,94-127,,Shooting foul by J. Okafor (drawn by D. Wright)
1:05.0,,,94-128,1,D. Wright makes free throw 1 of 1
0:55.0,J. Anderson misses 3-pt shot from 26 ft,,94-128,,
0:53.0,Offensive rebound by J. Okafor,,94-128,,
0:33.0,J. Anderson misses 2-pt shot from 3 ft (block by L. Nogueira),,94-128,,
0:33.0,,,94-128,,Defensive rebound by L. Nogueira
0:27.0,,,94-128,,B. Caboclo misses 3-pt shot from 25 ft
0:27.0,,,94-128,,Offensive rebound by P. Siakam
0:22.0,,,94-128,,P. Siakam misses 2-pt shot from 2 ft
0:22.0,,,94-128,,Offensive rebound by P. Siakam
0:20.0,,,94-128,,P. Siakam misses 2-pt shot at rim
0:20.0,Defensive rebound by Team,,94-128,,
0:11.0,J. Anderson misses 2-pt shot from 1 ft,,94-128,,
0:07.0,,,94-128,,Defensive rebound by L. Nogueira
