time,Chicago,pts.away,score,pts.home,Orlando
6:18.0,Defensive rebound by J. Grant,,80-71,,
6:02.0,S. Kilpatrick misses 2-pt shot from 9 ft,,80-71,,
6:00.0,Offensive rebound by C. Felicio,,80-71,,
5:58.0,R. Arcidiacono misses 3-pt shot from 26 ft,,80-71,,
5:55.0,,,80-71,,Defensive rebound by N. Vucevic
5:46.0,,,80-73,2,N. Vucevic makes 2-pt shot from 6 ft
5:33.0,S. Kilpatrick misses 3-pt shot from 23 ft,,80-73,,
5:31.0,Offensive rebound by C. Felicio,,80-73,,
5:25.0,J. Grant misses 3-pt shot from 27 ft,,80-73,,
5:21.0,,,80-73,,Defensive rebound by N. Vucevic
5:19.0,,,80-73,,S. Mack enters the game for R. Purvis
5:00.0,,,80-73,,N. Vucevic misses 2-pt shot from 14 ft
4:56.0,Defensive rebound by N. Vonleh,,80-73,,
4:47.0,J. Grant misses 2-pt shot from 11 ft,,80-73,,
4:43.0,,,80-73,,Defensive rebound by N. Vucevic
4:29.0,,,80-75,2,D. Augustin makes 2-pt shot from 6 ft
4:19.0,Chicago full timeout,,80-75,,
4:19.0,,,80-75,,J. Isaac enters the game for M. Hezonja
4:00.0,J. Grant misses 3-pt shot from 33 ft,,80-75,,
4:00.0,,,80-75,,Defensive rebound by Team
3:44.0,,,80-75,,D. Augustin misses 3-pt shot from 26 ft
3:41.0,Defensive rebound by S. Kilpatrick,,80-75,,
3:39.0,R. Arcidiacono makes 2-pt shot at rim (assist by S. Kilpatrick),2,82-75,,
3:14.0,,,82-77,2,D. Augustin makes 2-pt shot from 13 ft (assist by J. Isaac)
2:54.0,S. Kilpatrick makes 3-pt shot from 27 ft,3,85-77,,
2:37.0,,,85-77,,N. Vucevic misses 3-pt shot from 26 ft
2:34.0,Defensive rebound by C. Felicio,,85-77,,
2:29.0,R. Arcidiacono makes 3-pt shot from 22 ft (assist by S. Kilpatrick),3,88-77,,
2:28.0,,,88-77,,Orlando full timeout
2:28.0,,,88-77,,M. Hezonja enters the game for J. Isaac
2:08.0,Personal block foul by C. Felicio (drawn by S. Mack),,88-77,,
2:05.0,,,88-77,,N. Vucevic misses 3-pt shot from 27 ft
2:01.0,Defensive rebound by S. Kilpatrick,,88-77,,
1:49.0,N. Vonleh misses 3-pt shot from 27 ft,,88-77,,
1:46.0,,,88-77,,Defensive rebound by M. Hezonja
1:41.0,,,88-77,,M. Hezonja misses 3-pt shot from 29 ft
1:37.0,,,88-77,,Offensive rebound by S. Mack
1:33.0,,,88-77,,D. Augustin misses 3-pt shot from 27 ft
1:29.0,Defensive rebound by J. Grant,,88-77,,
1:14.0,C. Felicio makes 2-pt shot at rim,2,90-77,,
1:14.0,Shooting foul by N. Vucevic (drawn by C. Felicio),,90-77,,
1:14.0,,,90-77,,R. Purvis enters the game for A. Gordon
1:14.0,,,90-77,,K. Birch enters the game for N. Vucevic
1:14.0,,,90-77,,J. Artis enters the game for D. Augustin
1:14.0,C. Felicio misses free throw 1 of 1,,90-77,,
1:14.0,,,90-77,,Defensive rebound by K. Birch
1:01.0,,,90-77,,M. Hezonja misses 3-pt shot from 27 ft
0:58.0,Defensive rebound by N. Vonleh,,90-77,,
0:47.0,S. Kilpatrick misses 2-pt shot from 2 ft,,90-77,,
0:45.0,Offensive rebound by N. Vonleh,,90-77,,
0:35.0,S. Kilpatrick misses 3-pt shot from 27 ft,,90-77,,
0:32.0,,,90-77,,Defensive rebound by S. Mack
0:27.0,,,90-79,2,S. Mack makes 2-pt shot at rim
0:03.0,Turnover by Team (shot clock),,90-79,,
0:00.0,,,90-82,3,J. Artis makes 3-pt shot from 27 ft
