time,Boston,pts.away,score,pts.home,Charlotte
1:40.0,J. Tatum makes free throw 2 of 2,1,97-88,,
1:25.0,,,97-88,,Turnover by M. Kidd-Gilchrist (bad pass; steal by J. Tatum)
1:06.0,K. Irving makes 2-pt shot from 12 ft,2,99-88,,
0:58.0,,,99-88,,K. Walker misses 2-pt shot from 19 ft
0:54.0,,,99-88,,Offensive rebound by D. Howard
0:54.0,,,99-90,2,D. Howard makes 2-pt shot at rim
0:40.0,A. Horford makes 3-pt shot from 25 ft (assist by K. Irving),3,102-90,,
0:32.0,,,102-90,,M. Williams misses 3-pt shot from 26 ft
0:29.0,,,102-90,,Offensive rebound by M. Kidd-Gilchrist
0:23.0,,,102-90,,Shooting foul by K. Irving (drawn by M. Kidd-Gilchrist)
0:23.0,,,102-90,,M. Kidd-Gilchrist misses free throw 1 of 2
0:23.0,,,102-90,,Offensive rebound by Team
0:23.0,,,102-91,1,M. Kidd-Gilchrist makes free throw 2 of 2
