time,New Orleans,pts.away,score,pts.home,Memphis
6:50.0,,,82-87,,Personal foul by D. Brooks (drawn by D. Cousins)
6:38.0,E. Moore makes 3-pt shot from 22 ft (assist by D. Cousins),3,85-87,,
6:12.0,,,85-87,,M. Gasol misses 2-pt shot from 16 ft
6:10.0,Defensive rebound by I. Clark,,85-87,,
6:06.0,Shooting foul by D. Brooks (drawn by E. Moore),,85-87,,
6:06.0,E. Moore misses free throw 1 of 2,,85-87,,
6:06.0,Offensive rebound by Team,,85-87,,
6:06.0,,,85-87,,J. Ennis enters the game for D. Brooks
6:06.0,R. Rondo enters the game for J. Holiday,,85-87,,
6:06.0,E. Moore makes free throw 2 of 2,1,86-87,,
5:47.0,,,86-89,2,J. Green makes 2-pt shot from 18 ft (assist by A. Harrison)
5:31.0,D. Cousins makes 3-pt shot from 25 ft (assist by D. Miller),3,89-89,,
5:30.0,,,89-89,,Memphis full timeout
5:30.0,J. Holiday enters the game for I. Clark,,89-89,,
5:12.0,,,89-89,,T. Evans misses 2-pt shot from 6 ft
5:10.0,Defensive rebound by D. Cousins,,89-89,,
5:10.0,,,89-89,,Personal foul by J. Ennis (drawn by D. Cousins)
5:10.0,D. Cousins makes free throw 1 of 2,1,90-89,,
5:10.0,D. Cousins misses free throw 2 of 2,,90-89,,
5:08.0,,,90-89,,Defensive rebound by J. Green
4:56.0,,,90-89,,Shooting foul by E. Moore (drawn by A. Harrison)
4:56.0,,,90-90,1,A. Harrison makes free throw 1 of 2
4:56.0,,,90-91,1,A. Harrison makes free throw 2 of 2
4:41.0,Offensive charge foul by D. Cousins (drawn by J. Ennis),,90-91,,
4:41.0,Turnover by D. Cousins (offensive foul),,90-91,,
4:28.0,,,90-91,,A. Harrison misses 3-pt shot from 22 ft
4:26.0,,,90-91,,Offensive rebound by J. Ennis
4:23.0,,,90-91,,T. Evans misses 2-pt shot from 1 ft
4:23.0,Defensive rebound by Team,,90-91,,
4:23.0,New Orleans full timeout,,90-91,,
4:03.0,J. Holiday makes 2-pt shot from 20 ft,2,92-91,,
3:40.0,,,92-91,,Shooting foul by D. Cousins (drawn by M. Gasol)
3:40.0,,,92-91,,M. Gasol misses free throw 1 of 2
3:40.0,,,92-91,,Offensive rebound by Team
3:40.0,,,92-92,1,M. Gasol makes free throw 2 of 2
3:40.0,New Orleans full timeout,,92-92,,
3:40.0,,,92-92,,M. Chalmers enters the game for A. Harrison
3:20.0,Shooting foul by J. Green (drawn by D. Cousins),,92-92,,
3:20.0,D. Cousins misses free throw 1 of 2,,92-92,,
3:20.0,Offensive rebound by Team,,92-92,,
3:20.0,D. Cousins makes free throw 2 of 2,1,93-92,,
3:08.0,,,93-92,,M. Gasol misses 2-pt shot from 20 ft
3:02.0,,,93-92,,Offensive rebound by J. Green
3:02.0,,,93-94,2,J. Green makes 2-pt shot at rim
2:48.0,J. Holiday makes 2-pt shot from 18 ft,2,95-94,,
2:26.0,,,95-96,2,M. Gasol makes 2-pt shot from 8 ft
2:12.0,D. Cousins misses 2-pt shot from 2 ft,,95-96,,
2:08.0,,,95-96,,Defensive rebound by T. Evans
1:52.0,,,95-98,2,M. Gasol makes 2-pt shot from 20 ft (assist by J. Green)
1:42.0,R. Rondo makes 2-pt shot at rim,2,97-98,,
1:26.0,,,97-101,3,T. Evans makes 3-pt shot from 25 ft (assist by M. Gasol)
1:16.0,D. Cousins makes 3-pt shot from 26 ft,3,100-101,,
1:01.0,Personal foul by R. Rondo (drawn by T. Evans),,100-101,,
1:01.0,,,100-102,1,T. Evans makes free throw 1 of 2
1:01.0,,,100-103,1,T. Evans makes free throw 2 of 2
1:01.0,New Orleans full timeout,,100-103,,
0:45.0,D. Miller makes 2-pt shot from 1 ft,2,102-103,,
0:25.0,,,102-103,,M. Chalmers misses 3-pt shot from 23 ft
0:22.0,Defensive rebound by J. Holiday,,102-103,,
0:15.0,New Orleans full timeout,,102-103,,
0:15.0,,,102-103,,A. Harrison enters the game for M. Chalmers
0:07.0,Turnover by D. Cousins (lost ball; steal by M. Gasol),,102-103,,
0:05.0,Personal take foul by R. Rondo (drawn by T. Evans),,102-103,,
0:05.0,,,102-104,1,T. Evans makes free throw 1 of 2
0:05.0,,,102-104,,D. Brooks enters the game for M. Gasol
0:05.0,I. Clark enters the game for R. Rondo,,102-104,,
0:05.0,,,102-105,1,T. Evans makes free throw 2 of 2
0:00.0,E. Moore misses 3-pt shot from 26 ft,,102-105,,
0:00.0,Offensive rebound by Team,,102-105,,
