time,Miami,pts.away,score,pts.home,Philadelphia
10:29.0,D. Wade misses 2-pt shot from 19 ft,,82-96,,
10:27.0,,,82-96,,Defensive rebound by J. Redick
10:21.0,Personal foul by K. Olynyk (drawn by E. Ilyasova),,82-96,,
10:21.0,T. Johnson enters the game for W. Ellington,,82-96,,
10:16.0,Personal foul by G. Dragic (drawn by M. Fultz),,82-96,,
10:05.0,,,82-96,,M. Fultz misses 2-pt shot from 8 ft
10:03.0,Defensive rebound by J. Winslow,,82-96,,
9:55.0,D. Wade makes 2-pt shot from 8 ft,2,84-96,,
9:36.0,,,84-96,,E. Ilyasova misses 2-pt shot from 21 ft
9:33.0,,,84-96,,Offensive rebound by J. Redick
9:31.0,,,84-96,,Philadelphia full timeout
9:31.0,,,84-96,,D. Saric enters the game for M. Fultz
9:31.0,,,84-96,,A. Johnson enters the game for E. Ilyasova
9:31.0,,,84-96,,B. Simmons enters the game for R. Covington
9:21.0,,,84-96,,Shooting foul by T. Johnson (drawn by J. Redick)
9:21.0,,,84-97,1,J. Redick makes free throw 1 of 2
9:21.0,,,84-98,1,J. Redick makes free throw 2 of 2
9:07.0,K. Olynyk misses 2-pt shot from 3 ft (block by A. Johnson),,84-98,,
9:05.0,Offensive rebound by K. Olynyk,,84-98,,
9:04.0,K. Olynyk makes 2-pt shot from 1 ft,2,86-98,,
8:47.0,,,86-98,,Shooting foul by K. Olynyk (drawn by J. Redick)
8:47.0,,,86-99,1,J. Redick makes free throw 1 of 2
8:47.0,,,86-99,,R. Covington enters the game for M. Belinelli
8:47.0,,,86-100,1,J. Redick makes free throw 2 of 2
8:38.0,Offensive foul by T. Johnson (drawn by B. Simmons),,86-100,,
8:38.0,Turnover by T. Johnson (offensive foul),,86-100,,
8:22.0,,,86-100,,A. Johnson misses 2-pt shot from 1 ft
8:19.0,Defensive rebound by D. Wade,,86-100,,
8:16.0,Shooting foul by R. Covington (drawn by G. Dragic),,86-100,,
8:16.0,G. Dragic misses free throw 1 of 2,,86-100,,
8:16.0,Offensive rebound by Team,,86-100,,
8:16.0,,,86-100,,M. Belinelli enters the game for R. Covington
8:16.0,G. Dragic makes free throw 2 of 2,1,87-100,,
8:03.0,,,87-103,3,D. Saric makes 3-pt shot from 25 ft (assist by B. Simmons)
8:02.0,Miami full timeout,,87-103,,
7:52.0,T. Johnson misses 3-pt shot from 25 ft,,87-103,,
7:49.0,,,87-103,,Defensive rebound by D. Saric
7:42.0,Personal foul by D. Wade (drawn by B. Simmons),,87-103,,
7:42.0,,,87-104,1,B. Simmons makes free throw 1 of 2
7:42.0,J. Johnson enters the game for D. Wade,,87-104,,
7:42.0,,,87-105,1,B. Simmons makes free throw 2 of 2
7:29.0,Offensive charge foul by K. Olynyk (drawn by A. Johnson),,87-105,,
7:29.0,Turnover by K. Olynyk (offensive foul),,87-105,,
7:29.0,J. Richardson enters the game for T. Johnson,,87-105,,
7:21.0,,,87-105,,Shooting foul by J. Richardson (drawn by B. Simmons)
7:21.0,,,87-106,1,B. Simmons makes free throw 1 of 2
7:21.0,,,87-106,,B. Simmons misses free throw 2 of 2
7:19.0,,,87-106,,Offensive rebound by D. Saric
7:16.0,Jump ball: D. Saric vs. J. Winslow ( gains possession),,,,Jump ball: D. Saric vs. J. Winslow ( gains possession)
7:09.0,,,87-106,,J. Redick misses 3-pt shot from 25 ft
7:07.0,,,87-106,,Offensive rebound by A. Johnson
6:52.0,,,87-109,3,D. Saric makes 3-pt shot from 25 ft (assist by A. Johnson)
6:50.0,Miami full timeout,,87-109,,
6:50.0,,,87-109,,E. Ilyasova enters the game for A. Johnson
6:35.0,J. Richardson misses 3-pt shot from 24 ft,,87-109,,
6:32.0,,,87-109,,Defensive rebound by B. Simmons
6:25.0,,,87-112,3,J. Redick makes 3-pt shot from 27 ft (assist by B. Simmons)
6:11.0,G. Dragic misses 2-pt shot from 9 ft,,87-112,,
6:09.0,,,87-112,,Defensive rebound by B. Simmons
5:54.0,,,87-112,,M. Belinelli misses 2-pt shot from 2 ft (block by J. Winslow)
5:50.0,Defensive rebound by J. Richardson,,87-112,,
5:44.0,K. Olynyk makes 3-pt shot from 26 ft (assist by G. Dragic),3,90-112,,
5:42.0,,,90-112,,Philadelphia full timeout
5:42.0,B. Adebayo enters the game for J. Johnson,,90-112,,
5:29.0,,,90-112,,M. Belinelli misses 2-pt shot from 7 ft
5:25.0,Defensive rebound by K. Olynyk,,90-112,,
5:19.0,Turnover by G. Dragic (lost ball; steal by E. Ilyasova),,90-112,,
5:02.0,,,90-114,2,M. Belinelli makes 2-pt shot from 1 ft (assist by D. Saric)
4:46.0,B. Adebayo makes 2-pt shot from 1 ft (assist by J. Winslow),2,92-114,,
4:24.0,,,92-114,,E. Ilyasova misses 2-pt shot from 2 ft
4:20.0,Defensive rebound by G. Dragic,,92-114,,
4:17.0,B. Adebayo makes 2-pt shot from 2 ft (assist by G. Dragic),2,94-114,,
3:59.0,,,94-116,2,M. Belinelli makes 2-pt shot from 18 ft (assist by B. Simmons)
3:59.0,,,94-116,,Shooting foul by G. Dragic (drawn by M. Belinelli)
3:59.0,,,94-116,,M. Belinelli misses free throw 1 of 1
3:55.0,Defensive rebound by J. Winslow,,94-116,,
3:47.0,J. Winslow misses 3-pt shot from 25 ft,,94-116,,
3:45.0,,,94-116,,Defensive rebound by Team
3:25.0,,,94-119,2,M. Belinelli makes 3-pt shot from 25 ft (assist by B. Simmons)
3:08.0,J. Richardson makes 2-pt shot from 15 ft,2,96-119,,
2:51.0,,,96-121,2,D. Saric makes 2-pt shot from 2 ft (assist by B. Simmons)
2:24.0,G. Dragic makes 3-pt shot from 26 ft (assist by J. Richardson),3,99-121,,
2:22.0,,,99-121,,Philadelphia full timeout
2:22.0,,,99-121,,R. Covington enters the game for D. Saric
2:22.0,R. McGruder enters the game for G. Dragic,,99-121,,
2:22.0,L. Babbitt enters the game for K. Olynyk,,99-121,,
2:10.0,,,99-123,2,J. Redick makes 2-pt shot from 19 ft (assist by B. Simmons)
1:44.0,Turnover by J. Richardson (bad pass; steal by M. Belinelli),,99-123,,
1:38.0,,,99-123,,Philadelphia full timeout
1:38.0,,,99-123,,J. Anderson enters the game for J. Redick
1:38.0,,,99-123,,T. McConnell enters the game for M. Belinelli
1:38.0,,,99-123,,M. Fultz enters the game for E. Ilyasova
1:38.0,,,99-123,,R. Holmes enters the game for B. Simmons
1:38.0,,,99-123,,F. Korkmaz enters the game for R. Covington
1:28.0,,,99-126,3,F. Korkmaz makes 3-pt shot from 26 ft (assist by T. McConnell)
1:15.0,R. McGruder makes 2-pt shot from 20 ft,2,101-126,,
0:58.0,,,101-128,2,J. Anderson makes 2-pt shot from 1 ft (assist by R. Holmes)
0:46.0,R. McGruder misses 3-pt shot from 25 ft,,101-128,,
0:41.0,,,101-128,,Defensive rebound by M. Fultz
0:26.0,,,101-130,2,T. McConnell makes 2-pt shot from 9 ft
0:15.0,J. Winslow makes 2-pt shot from 6 ft,2,103-130,,
0:15.0,Shooting foul by F. Korkmaz (drawn by J. Winslow),,103-130,,
0:15.0,J. Winslow misses free throw 1 of 1,,103-130,,
0:15.0,,,103-130,,Defensive rebound by T. McConnell
