time,Atlanta,pts.away,score,pts.home,Miami
3:30.0,,,85-93,,Shooting foul by M. Delaney (drawn by G. Dragic)
3:30.0,,,85-93,,G. Dragic misses free throw 1 of 2
3:30.0,,,85-93,,Offensive rebound by Team
3:30.0,,,85-94,1,G. Dragic makes free throw 2 of 2
3:13.0,,,85-94,,Personal foul by J. Richardson (drawn by K. Bazemore)
3:13.0,Turnover by M. Belinelli (turnover),,85-94,,
3:04.0,,,85-94,,Miami full timeout
3:04.0,L. Babbitt enters the game for M. Belinelli,,85-94,,
2:51.0,,,85-96,2,G. Dragic makes 2-pt shot from 6 ft
2:35.0,K. Bazemore makes 2-pt shot from 3 ft,2,87-96,,
2:13.0,,,87-96,,G. Dragic misses 2-pt shot from 15 ft
2:11.0,,,87-96,,Offensive rebound by J. Winslow
2:06.0,,,87-98,2,J. Winslow makes 2-pt shot from 1 ft
1:56.0,K. Bazemore misses 3-pt shot from 24 ft,,87-98,,
1:56.0,,,87-98,,Defensive rebound by Team
1:35.0,,,87-98,,J. Richardson misses 3-pt shot from 22 ft
1:32.0,T. Waller-Prince makes 2-pt shot from 1 ft (assist by K. Bazemore),2,89-98,,
1:31.0,Offensive rebound by K. Bazemore,,89-98,,
1:15.0,,,89-98,,Offensive foul by J. Johnson (drawn by M. Delaney)
1:15.0,,,89-98,,Turnover by J. Johnson (offensive foul)
1:15.0,M. Belinelli enters the game for M. Delaney,,89-98,,
1:09.0,M. Belinelli makes 2-pt shot from 1 ft,2,91-98,,
0:56.0,,,91-100,2,J. Johnson makes 2-pt shot from 19 ft
0:46.0,T. Waller-Prince makes 2-pt shot from 1 ft,2,93-100,,
0:38.0,,,93-100,,Offensive charge foul by J. Johnson (drawn by T. Waller-Prince)
0:38.0,Atlanta full timeout,,93-100,,
0:38.0,,,93-100,,T. Johnson enters the game for D. Waiters
0:38.0,M. Delaney enters the game for T. Waller-Prince,,93-100,,
0:38.0,,,93-100,,Turnover by J. Johnson (offensive foul)
0:31.0,Turnover by M. Belinelli (lost ball; steal by J. Johnson),,93-100,,
0:22.0,Personal foul by M. Belinelli (drawn by G. Dragic),,93-100,,
0:22.0,,,93-101,1,G. Dragic makes free throw 1 of 2
0:22.0,,,93-102,1,G. Dragic makes free throw 2 of 2
0:14.0,Turnover by K. Bazemore (bad pass),,93-102,,
0:14.0,T. Waller-Prince enters the game for M. Belinelli,,93-102,,
0:14.0,I. Taylor enters the game for L. Babbitt,,93-102,,
0:07.0,Personal foul by M. Delaney (drawn by T. Johnson),,93-102,,
0:07.0,,,93-103,1,T. Johnson makes free throw 1 of 2
0:07.0,,,93-104,1,T. Johnson makes free throw 2 of 2
