time,LA Clippers,pts.away,score,pts.home,Memphis
4:19.0,L. Williams makes free throw 1 of 2,1,96-109,,
4:19.0,,,96-109,,M. Gasol enters the game for C. Parsons
4:19.0,,,96-109,,D. Brooks enters the game for B. Wright
4:19.0,L. Williams makes free throw 2 of 2,1,97-109,,
4:00.0,,,97-112,3,M. Gasol makes 3-pt shot from 26 ft (assist by T. Evans)
3:48.0,A. Rivers makes 2-pt shot from 1 ft,2,99-112,,
3:48.0,Shooting foul by T. Evans (drawn by A. Rivers),,99-112,,
3:48.0,,,99-112,,K. Simmons enters the game for J. Ennis
3:48.0,A. Rivers makes free throw 1 of 1,1,100-112,,
3:29.0,,,100-112,,T. Evans misses 3-pt shot from 26 ft
3:24.0,Defensive rebound by D. Jordan,,100-112,,
3:22.0,C. Williams misses 3-pt shot from 27 ft,,100-112,,
3:19.0,,,100-112,,Defensive rebound by M. Gasol
3:04.0,,,100-112,,A. Harrison misses 2-pt shot at rim
3:03.0,,,100-112,,Offensive rebound by A. Harrison
3:03.0,,,100-112,,A. Harrison misses 2-pt shot at rim
3:03.0,Defensive rebound by L. Williams,,100-112,,
3:03.0,,,100-112,,Personal foul by T. Evans (drawn by L. Williams)
3:03.0,L. Williams makes free throw 1 of 2,1,101-112,,
3:03.0,L. Williams makes free throw 2 of 2,1,102-112,,
3:03.0,,,102-112,,Memphis full timeout
2:41.0,,,102-114,2,M. Gasol makes 2-pt shot at rim (assist by T. Evans)
2:41.0,,,102-114,,Shooting foul by L. Williams (drawn by M. Gasol)
2:41.0,,,102-115,1,M. Gasol makes free throw 1 of 1
2:31.0,,,102-115,,Violation by M. Gasol (kicked ball)
2:22.0,A. Rivers misses 2-pt shot from 11 ft,,102-115,,
2:20.0,,,102-115,,Defensive rebound by M. Gasol
1:58.0,,,102-115,,T. Evans misses 3-pt shot from 26 ft
1:58.0,,,102-115,,Offensive rebound by Team
1:58.0,,,102-115,,Turnover by Team (shot clock)
1:52.0,L. Williams makes 3-pt shot from 25 ft,2,105-115,,
1:29.0,,,105-115,,K. Simmons misses 3-pt shot from 25 ft
1:25.0,Defensive rebound by D. Jordan,,105-115,,
1:20.0,A. Rivers makes 3-pt shot from 25 ft,3,108-115,,
1:20.0,,,108-115,,Technical foul by D. Brooks
1:20.0,L. Williams makes technical free throw,1,109-115,,
1:20.0,,,109-115,,C. Parsons enters the game for D. Brooks
1:20.0,S. Dekker enters the game for L. Williams,,109-115,,
1:20.0,J. Evans enters the game for M. Teodosic,,109-115,,
1:19.0,Personal foul by J. Evans (drawn by A. Harrison),,109-115,,
1:03.0,,,109-115,,C. Parsons misses 3-pt shot from 24 ft
1:02.0,Defensive rebound by D. Jordan,,109-115,,
1:02.0,LA Clippers full timeout,,109-115,,
1:02.0,M. Teodosic enters the game for C. Williams,,109-115,,
1:02.0,J. Wilson enters the game for S. Dekker,,109-115,,
1:02.0,L. Williams enters the game for J. Evans,,109-115,,
1:00.0,L. Williams makes 3-pt shot from 25 ft (assist by M. Teodosic),3,112-115,,
0:46.0,,,112-115,,A. Harrison misses 3-pt shot from 25 ft
0:43.0,,,112-115,,Offensive rebound by C. Parsons
0:23.0,,,112-115,,T. Evans misses 2-pt shot from 21 ft
0:21.0,Defensive rebound by J. Wilson,,112-115,,
0:21.0,LA Clippers full timeout,,112-115,,
0:21.0,,,112-115,,J. Ennis enters the game for K. Simmons
0:21.0,,,112-115,,B. Wright enters the game for C. Parsons
0:00.0,Turnover by L. Williams (bad pass; steal by T. Evans),,112-115,,
