time,Oklahoma City,pts.away,score,pts.home,Phoenix
5:15.0,Offensive rebound by R. Westbrook,,110-108,,
5:14.0,P. George misses 3-pt shot from 25 ft,,110-108,,
5:14.0,,,110-108,,Defensive rebound by E. Payton
4:50.0,,,110-108,,T. Warren misses 2-pt shot from 1 ft (block by R. Westbrook)
4:50.0,,,110-108,,Offensive rebound by Team
4:48.0,,,110-110,2,D. Booker makes 2-pt shot from 14 ft (assist by E. Payton)
4:26.0,C. Anthony misses 2-pt shot at rim,,110-110,,
4:24.0,Offensive rebound by C. Anthony,,110-110,,
4:24.0,C. Anthony makes 2-pt shot at rim,2,112-110,,
4:04.0,,,112-110,,D. Booker misses 3-pt shot from 25 ft
4:02.0,Defensive rebound by R. Westbrook,,112-110,,
3:56.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,114-110,,
3:56.0,,,114-110,,Phoenix full timeout
3:56.0,,,114-110,,A. Len enters the game for J. Jackson
3:49.0,Personal block foul by J. Grant (drawn by T. Warren),,114-110,,
3:49.0,,,114-111,1,T. Warren makes free throw 1 of 2
3:49.0,,,114-111,,T. Warren misses free throw 2 of 2
3:47.0,Defensive rebound by R. Westbrook,,114-111,,
3:35.0,Turnover by P. George (bad pass),,114-111,,
3:21.0,,,114-111,,Shooting foul by P. George (drawn by E. Payton)
3:21.0,,,114-112,1,E. Payton makes free throw 1 of 2
3:21.0,,,114-113,1,E. Payton makes free throw 2 of 2
3:00.0,C. Anthony misses 2-pt shot from 3 ft (block by A. Len),,114-113,,
2:58.0,Offensive rebound by C. Anthony,,114-113,,
2:57.0,C. Anthony misses 2-pt shot at rim (block by T. Warren),,114-113,,
2:57.0,,,114-113,,Defensive rebound by A. Len
2:37.0,,,114-115,2,D. Booker makes 2-pt shot from 11 ft (assist by E. Payton)
2:13.0,J. Grant misses 2-pt shot from 2 ft (block by A. Len),,114-115,,
2:11.0,,,114-115,,Defensive rebound by E. Payton
2:07.0,,,114-115,,T. Warren misses 2-pt shot at rim
2:04.0,,,114-115,,Offensive rebound by E. Payton
2:02.0,,,114-115,,D. Booker misses 2-pt shot from 5 ft (block by S. Adams)
2:02.0,Defensive rebound by P. George,,114-115,,
1:52.0,P. George misses 2-pt shot from 3 ft (block by A. Len),,114-115,,
1:52.0,,,114-115,,Defensive rebound by Team
1:40.0,Personal foul by S. Adams (drawn by A. Len),,114-115,,
1:40.0,,,114-115,,A. Len misses free throw 1 of 2
1:40.0,,,114-115,,Offensive rebound by Team
1:40.0,,,114-115,,J. Jackson enters the game for D. Bender
1:40.0,,,114-116,1,A. Len makes free throw 2 of 2
1:32.0,R. Westbrook makes 2-pt shot at rim,2,116-116,,
1:12.0,,,116-116,,E. Payton misses 3-pt shot from 24 ft
1:08.0,Defensive rebound by R. Westbrook,,116-116,,
0:56.0,R. Westbrook makes 3-pt shot from 25 ft (assist by S. Adams),3,119-116,,
0:56.0,,,119-116,,Phoenix full timeout
0:56.0,,,119-116,,D. Bender enters the game for A. Len
0:48.0,,,119-116,,J. Jackson misses 3-pt shot from 25 ft
0:44.0,Defensive rebound by J. Grant,,119-116,,
0:28.0,R. Westbrook misses 2-pt shot from 12 ft (block by E. Payton),,119-116,,
0:23.0,Offensive rebound by R. Westbrook,,119-116,,
0:23.0,R. Westbrook misses 2-pt shot at rim,,119-116,,
0:23.0,Offensive rebound by R. Westbrook,,119-116,,
0:22.0,Oklahoma City full timeout,,119-116,,
0:22.0,,,119-116,,S. Harrison enters the game for J. Jackson
0:19.0,,,119-116,,Personal take foul by D. Booker (drawn by J. Grant)
0:19.0,A. Abrines enters the game for S. Adams,,119-116,,
0:19.0,R. Felton enters the game for J. Grant,,119-116,,
0:18.0,,,119-116,,Personal take foul by S. Harrison (drawn by R. Westbrook)
0:18.0,R. Westbrook misses free throw 1 of 2,,119-116,,
0:18.0,Offensive rebound by Team,,119-116,,
0:18.0,,,119-116,,J. Jackson enters the game for S. Harrison
0:18.0,J. Grant enters the game for A. Abrines,,119-116,,
0:18.0,S. Adams enters the game for R. Felton,,119-116,,
0:18.0,R. Westbrook makes free throw 2 of 2,1,120-116,,
0:13.0,,,120-116,,Turnover by D. Booker (bad pass; steal by P. George)
0:10.0,R. Westbrook makes 2-pt shot at rim (assist by P. George),2,122-116,,
0:03.0,,,122-116,,E. Payton misses 2-pt shot at rim (block by S. Adams)
0:01.0,Defensive rebound by C. Anthony,,122-116,,
0:01.0,,,122-116,,Personal foul by E. Payton (drawn by C. Anthony)
0:01.0,C. Anthony makes free throw 1 of 2,1,123-116,,
0:01.0,C. Anthony makes free throw 2 of 2,1,124-116,,
0:00.0,,,124-116,,J. Jackson misses 3-pt shot from 53 ft
0:00.0,,,124-116,,Offensive rebound by Team
