time,New Orleans,pts.away,score,pts.home,Houston
0:50.0,,,121-127,3,J. Harden makes 3-pt shot from 25 ft (assist by C. Paul)
0:50.0,New Orleans full timeout,,121-127,,
0:34.0,Turnover by E. Moore (lost ball; steal by J. Harden),,121-127,,
0:34.0,Personal foul by E. Moore (drawn by J. Harden),,121-127,,
0:34.0,,,121-128,1,J. Harden makes free throw 1 of 2
0:34.0,,,121-129,1,J. Harden makes free throw 2 of 2
0:22.0,R. Rondo makes 2-pt shot from 1 ft,2,123-129,,
0:14.0,Personal foul by R. Rondo (drawn by C. Paul),,123-129,,
0:14.0,,,123-130,1,C. Paul makes free throw 1 of 2
0:14.0,J. Jones enters the game for D. Cousins,,123-130,,
0:14.0,C. Cooke enters the game for J. Holiday,,123-130,,
0:14.0,,,123-130,,C. Paul misses free throw 2 of 2
0:12.0,,,123-130,,Offensive rebound by C. Capela
