time,Sacramento,pts.away,score,pts.home,LA Lakers
3:12.0,Sacramento full timeout,,77-76,,
3:12.0,B. Bogdanovic enters the game for J. Cooley,,77-76,,
3:01.0,D. Fox misses 2-pt shot from 10 ft,,77-76,,
2:57.0,Offensive rebound by J. Sampson,,77-76,,
2:57.0,J. Sampson misses 2-pt shot at rim,,77-76,,
2:57.0,,,77-76,,Defensive rebound by B. Lopez
2:57.0,Personal take foul by B. Bogdanovic (drawn by J. Randle),,77-76,,
2:57.0,,,77-77,1,J. Randle makes free throw 1 of 2
2:57.0,,,77-78,1,J. Randle makes free throw 2 of 2
2:43.0,B. Hield misses 3-pt shot from 26 ft,,77-78,,
2:38.0,,,77-78,,Defensive rebound by J. Randle
2:25.0,,,77-78,,J. Hart misses 2-pt shot from 4 ft (block by J. Sampson)
2:23.0,Defensive rebound by D. Fox,,77-78,,
2:22.0,D. Fox makes 2-pt shot from 5 ft,2,79-78,,
2:22.0,Shooting foul by J. Hart (drawn by D. Fox),,79-78,,
2:22.0,,,79-78,,A. Caruso enters the game for J. Hart
2:22.0,D. Fox makes free throw 1 of 1,1,80-78,,
2:04.0,,,80-78,,Shooting foul by J. Sampson (drawn by J. Randle)
2:04.0,,,80-78,,J. Randle misses free throw 1 of 2
2:04.0,,,80-78,,Offensive rebound by Team
2:04.0,,,80-79,1,J. Randle makes free throw 2 of 2
1:50.0,W. Cauley-Stein misses 2-pt shot from 1 ft,,80-79,,
1:50.0,,,80-79,,Defensive rebound by Team
1:34.0,,,80-79,,K. Kuzma misses 2-pt shot from 3 ft
1:31.0,Defensive rebound by B. Bogdanovic,,80-79,,
1:19.0,D. Fox misses 2-pt shot from 3 ft (block by A. Caruso),,80-79,,
1:19.0,Offensive rebound by Team,,80-79,,
1:13.0,J. Sampson misses 2-pt shot from 2 ft (block by J. Randle),,80-79,,
1:10.0,,,80-79,,Defensive rebound by K. Caldwell-Pope
1:08.0,,,80-79,,Shooting foul by B. Bogdanovic (drawn by J. Randle)
1:08.0,,,80-79,,J. Randle misses free throw 1 of 2
1:08.0,,,80-79,,Offensive rebound by Team
1:08.0,,,80-80,1,J. Randle makes free throw 2 of 2
0:54.0,Turnover by B. Hield (step out of bounds),,80-80,,
0:39.0,,,80-80,,Turnover by K. Caldwell-Pope (lost ball; steal by B. Hield)
0:37.0,B. Hield makes 2-pt shot from 1 ft (assist by W. Cauley-Stein),2,82-80,,
0:32.0,,,82-80,,Turnover by A. Caruso (bad pass; steal by B. Bogdanovic)
0:11.0,D. Fox makes 2-pt shot from 6 ft,2,84-80,,
0:09.0,,,84-80,,LA Lakers full timeout
0:09.0,,,84-80,,J. Hart enters the game for A. Caruso
0:06.0,,,84-80,,K. Caldwell-Pope misses 3-pt shot from 23 ft
0:03.0,,,84-80,,Offensive rebound by J. Hart
0:02.0,,,84-83,3,B. Lopez makes 3-pt shot from 25 ft (assist by J. Hart)
0:00.0,,,84-83,,Personal take foul by B. Lopez (drawn by W. Cauley-Stein)
