time,Denver,pts.away,score,pts.home,Sacramento
1:28.0,Offensive rebound by J. Hernangomez,,111-91,,
1:26.0,J. Hernangomez misses 2-pt shot from 4 ft,,111-91,,
1:24.0,,,111-91,,Defensive rebound by M. Richardson
1:17.0,,,111-93,2,F. Mason makes 2-pt shot from 5 ft
1:00.0,M. Beasley makes 2-pt shot from 20 ft,2,113-93,,
0:47.0,,,113-93,,S. Labissiere misses 2-pt shot from 1 ft
0:43.0,,,113-93,,Offensive rebound by F. Mason
0:42.0,,,113-95,2,J. Jackson makes 2-pt shot from 2 ft (assist by F. Mason)
0:21.0,Shooting foul by D. Fox (drawn by M. Plumlee),,113-95,,
0:21.0,M. Plumlee makes free throw 1 of 2,1,114-95,,
0:21.0,M. Plumlee misses free throw 2 of 2,,114-95,,
0:15.0,Offensive rebound by J. Hernangomez,,114-95,,
0:15.0,J. Hernangomez misses 2-pt shot at rim,,114-95,,
0:14.0,,,114-95,,Defensive rebound by S. Labissiere
0:12.0,,,114-98,3,D. Fox makes 3-pt shot from 25 ft (assist by F. Mason)
