time,Cleveland,pts.away,score,pts.home,Brooklyn
4:59.0,,,105-100,,Offensive rebound by D. Carroll
4:59.0,Personal foul by G. Hill (drawn by R. Hollis-Jefferson),,105-100,,
4:49.0,,,105-100,,Turnover by C. LeVert (bad pass; steal by L. James)
4:31.0,L. James makes 2-pt shot at rim (assist by G. Hill),2,107-100,,
4:16.0,,,107-100,,Shooting foul by K. Love (drawn by R. Hollis-Jefferson)
4:16.0,,,107-101,1,R. Hollis-Jefferson makes free throw 1 of 2
4:16.0,,,107-101,,J. Harris enters the game for C. LeVert
4:16.0,,,107-102,1,R. Hollis-Jefferson makes free throw 2 of 2
3:54.0,K. Love makes 2-pt shot from 5 ft (assist by L. James),2,109-102,,
3:31.0,,,109-102,,D. Russell misses 2-pt shot from 3 ft
3:28.0,Defensive rebound by L. James,,109-102,,
3:23.0,Shooting foul by D. Carroll (drawn by K. Love),,109-102,,
3:23.0,Cleveland full timeout,,109-102,,
3:23.0,K. Love makes free throw 1 of 2,1,110-102,,
3:23.0,K. Love makes free throw 2 of 2,1,111-102,,
3:08.0,Personal foul by G. Hill (drawn by D. Russell),,111-102,,
3:03.0,,,111-105,3,J. Harris makes 3-pt shot from 24 ft (assist by A. Crabbe)
2:37.0,R. Hood makes 3-pt shot from 24 ft (assist by G. Hill),3,114-105,,
2:24.0,,,114-105,,Shooting foul by L. James (drawn by D. Carroll)
2:24.0,,,114-106,1,D. Carroll makes free throw 1 of 2
2:24.0,,,114-106,,D. Carroll misses free throw 2 of 2
2:22.0,Defensive rebound by K. Love,,114-106,,
2:01.0,G. Hill misses 2-pt shot from 16 ft,,114-106,,
2:00.0,Offensive rebound by Team,,114-106,,
2:00.0,,,114-106,,Loose ball foul by D. Russell (drawn by L. James)
1:44.0,G. Hill makes 2-pt shot from 12 ft,2,116-106,,
1:33.0,,,116-109,3,D. Russell makes 3-pt shot from 26 ft (assist by R. Hollis-Jefferson)
1:09.0,R. Hood misses 3-pt shot from 28 ft,,116-109,,
1:05.0,,,116-109,,Defensive rebound by J. Harris
1:01.0,,,116-111,2,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by J. Harris)
0:39.0,L. James makes 3-pt shot from 30 ft,3,119-111,,
0:39.0,,,119-111,,Brooklyn full timeout
0:39.0,J. Smith enters the game for K. Love,,119-111,,
0:36.0,,,119-114,3,D. Russell makes 3-pt shot from 25 ft (assist by D. Carroll)
0:32.0,,,119-114,,Personal take foul by A. Crabbe (drawn by J. Clarkson)
0:32.0,J. Clarkson makes free throw 1 of 2,1,120-114,,
0:32.0,J. Clarkson makes free throw 2 of 2,1,121-114,,
0:22.0,,,121-114,,D. Russell misses 3-pt shot from 24 ft
0:19.0,Defensive rebound by J. Clarkson,,121-114,,
