time,LA Lakers,pts.away,score,pts.home,LA Clippers
7:44.0,,,103-99,3,L. Williams makes 3-pt shot from 23 ft (assist by A. Rivers)
7:27.0,J. Clarkson misses 2-pt shot from 3 ft,,103-99,,
7:25.0,,,103-99,,Defensive rebound by B. Griffin
7:20.0,,,103-99,,Shooting foul by J. Hart (drawn by L. Williams)
7:20.0,,,103-100,1,L. Williams makes free throw 1 of 3
7:20.0,LA Lakers full timeout,,103-100,,
7:20.0,K. Caldwell-Pope enters the game for K. Kuzma,,103-100,,
7:20.0,L. Nance enters the game for C. Brewer,,103-100,,
7:20.0,B. Ingram enters the game for J. Hart,,103-100,,
7:20.0,,,103-101,1,L. Williams makes free throw 2 of 3
7:20.0,,,103-102,1,L. Williams makes free throw 3 of 3
7:05.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,103-102,,
7:02.0,,,103-102,,Defensive rebound by D. Jordan
6:45.0,,,103-102,,L. Williams misses 3-pt shot from 26 ft
6:43.0,Defensive rebound by K. Caldwell-Pope,,103-102,,
6:39.0,Offensive charge foul by J. Randle (drawn by B. Griffin),,103-102,,
6:39.0,Turnover by J. Randle (offensive foul),,103-102,,
6:22.0,,,103-104,2,W. Johnson makes 2-pt shot from 17 ft (assist by B. Griffin)
6:03.0,B. Ingram makes 2-pt shot from 2 ft (assist by J. Randle),2,105-104,,
5:48.0,,,105-106,2,B. Griffin makes 2-pt shot at rim
5:25.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,105-106,,
5:21.0,,,105-106,,Defensive rebound by A. Rivers
5:13.0,,,105-108,2,A. Rivers makes 2-pt shot from 1 ft
5:13.0,LA Lakers full timeout,,105-108,,
5:13.0,L. Ball enters the game for J. Clarkson,,105-108,,
5:01.0,K. Caldwell-Pope misses 2-pt shot from 2 ft,,105-108,,
4:58.0,,,105-108,,Defensive rebound by W. Johnson
4:53.0,,,105-110,2,B. Griffin makes 2-pt shot at rim (assist by A. Rivers)
4:43.0,L. Nance makes 2-pt shot from 1 ft,2,107-110,,
4:43.0,Shooting foul by A. Rivers (drawn by L. Nance),,107-110,,
4:43.0,L. Nance makes free throw 1 of 1,1,108-110,,
4:23.0,,,108-110,,B. Griffin misses 2-pt shot from 9 ft
4:22.0,,,108-110,,Offensive rebound by D. Jordan
4:20.0,,,108-110,,Shooting foul by B. Ingram (drawn by D. Jordan)
4:20.0,,,108-111,1,D. Jordan makes free throw 1 of 2
4:20.0,,,108-112,1,D. Jordan makes free throw 2 of 2
4:00.0,B. Ingram makes 2-pt shot from 1 ft,2,110-112,,
3:53.0,,,110-112,,LA Clippers full timeout
3:53.0,,,110-112,,S. Dekker enters the game for B. Griffin
3:42.0,,,110-114,2,L. Williams makes 2-pt shot at rim
3:23.0,Shooting foul by W. Johnson (drawn by B. Ingram),,110-114,,
3:23.0,B. Ingram makes free throw 1 of 2,1,111-114,,
3:23.0,B. Ingram misses free throw 2 of 2,,111-114,,
3:20.0,,,111-114,,Defensive rebound by D. Jordan
3:03.0,,,111-114,,D. Jordan misses 2-pt shot from 1 ft (block by B. Ingram)
3:00.0,Defensive rebound by J. Randle,,111-114,,
2:56.0,B. Ingram makes 2-pt shot from 3 ft (assist by L. Ball),2,113-114,,
2:38.0,,,113-114,,L. Williams misses 2-pt shot from 20 ft
2:35.0,Defensive rebound by L. Ball,,113-114,,
2:24.0,Turnover by L. Ball (bad pass),,113-114,,
2:10.0,,,113-114,,A. Rivers misses 2-pt shot from 2 ft
2:07.0,Defensive rebound by B. Ingram,,113-114,,
2:03.0,L. Ball misses 3-pt shot from 25 ft,,113-114,,
2:03.0,,,113-114,,Defensive rebound by Team
2:03.0,Loose ball foul by J. Randle (drawn by L. Williams),,113-114,,
2:03.0,,,113-115,1,L. Williams makes free throw 1 of 2
2:03.0,,,113-116,1,L. Williams makes free throw 2 of 2
1:51.0,K. Caldwell-Pope misses 2-pt shot from 21 ft,,113-116,,
1:51.0,Offensive rebound by L. Ball,,113-116,,
1:46.0,J. Randle misses 3-pt shot from 26 ft,,113-116,,
1:46.0,,,113-116,,Defensive rebound by S. Dekker
1:28.0,,,113-116,,L. Williams misses 3-pt shot from 26 ft
1:28.0,Defensive rebound by B. Ingram,,113-116,,
1:21.0,B. Ingram misses 2-pt shot from 17 ft,,113-116,,
1:18.0,,,113-116,,Defensive rebound by D. Jordan
0:59.0,,,113-116,,A. Rivers misses 3-pt shot from 25 ft
0:56.0,Defensive rebound by K. Caldwell-Pope,,113-116,,
0:48.0,K. Caldwell-Pope makes 2-pt shot from 17 ft,2,115-116,,
0:48.0,,,115-116,,LA Clippers full timeout
0:48.0,K. Kuzma enters the game for J. Randle,,115-116,,
0:32.0,,,115-118,2,L. Williams makes 2-pt shot at rim
0:15.0,B. Ingram misses 3-pt shot from 23 ft,,115-118,,
0:11.0,,,115-118,,Defensive rebound by D. Jordan
0:11.0,Personal take foul by L. Nance (drawn by L. Williams),,115-118,,
0:11.0,,,115-119,1,L. Williams makes free throw 1 of 2
0:11.0,,,115-120,1,L. Williams makes free throw 2 of 2
0:11.0,LA Lakers full timeout,,115-120,,
0:11.0,,,115-120,,C. Williams enters the game for L. Williams
0:08.0,L. Ball misses 3-pt shot from 26 ft,,115-120,,
0:05.0,,,115-120,,Defensive rebound by C. Williams
