time,LA Clippers,pts.away,score,pts.home,New Orleans
4:34.0,,,91-99,,J. Nelson enters the game for I. Clark
4:23.0,A. Rivers makes 3-pt shot from 29 ft (assist by B. Griffin),3,94-99,,
4:00.0,,,94-101,2,D. Cousins makes 2-pt shot from 18 ft
3:39.0,B. Griffin makes 2-pt shot from 3 ft,2,96-101,,
3:27.0,,,96-103,2,E. Moore makes 2-pt shot from 10 ft (assist by D. Cousins)
3:18.0,D. Jordan misses 2-pt shot from 2 ft,,96-103,,
3:14.0,Offensive rebound by L. Williams,,96-103,,
3:14.0,L. Williams misses 2-pt shot from 2 ft,,96-103,,
3:14.0,,,96-103,,Defensive rebound by E. Moore
3:02.0,,,96-103,,D. Cousins misses 3-pt shot from 27 ft
2:57.0,Defensive rebound by D. Jordan,,96-103,,
2:48.0,A. Rivers makes 3-pt shot from 29 ft,3,99-103,,
2:36.0,Personal foul by S. Thornwell (drawn by A. Davis),,99-103,,
2:36.0,LA Clippers full timeout,,99-103,,
2:21.0,Jump ball: A. Davis vs. B. Griffin (L. Williams gains possession),,,,Jump ball: A. Davis vs. B. Griffin (L. Williams gains possession)
2:21.0,,,99-103,,Turnover by A. Davis (turnover; steal by B. Griffin)
1:59.0,A. Rivers misses 2-pt shot from 10 ft,,99-103,,
1:55.0,,,99-103,,Defensive rebound by J. Holiday
1:42.0,,,99-105,2,E. Moore makes 2-pt shot from 5 ft (assist by D. Cousins)
1:42.0,LA Clippers full timeout,,99-105,,
1:34.0,B. Griffin misses 2-pt shot from 9 ft,,99-105,,
1:29.0,,,99-105,,Defensive rebound by A. Davis
1:16.0,,,99-107,2,D. Cousins makes 2-pt shot from 10 ft
1:10.0,L. Williams makes 2-pt shot from 17 ft,2,101-107,,
0:56.0,,,101-107,,Turnover by J. Nelson (bad pass; steal by L. Williams)
0:48.0,L. Williams misses 2-pt shot from 17 ft,,101-107,,
0:41.0,,,101-107,,Defensive rebound by D. Cousins
0:33.0,Personal foul by D. Jordan (drawn by D. Cousins),,101-107,,
0:33.0,,,101-108,1,D. Cousins makes free throw 1 of 2
0:33.0,,,101-109,1,D. Cousins makes free throw 2 of 2
0:33.0,LA Clippers full timeout,,101-109,,
0:32.0,B. Griffin misses 3-pt shot from 27 ft,,101-109,,
0:27.0,,,101-109,,Defensive rebound by J. Holiday
0:22.0,,,101-109,,Turnover by D. Cousins (lost ball; steal by A. Rivers)
0:17.0,D. Jordan makes 2-pt shot from 2 ft (assist by B. Griffin),2,103-109,,
0:17.0,Personal foul by L. Williams (drawn by J. Holiday),,103-109,,
0:17.0,,,103-110,1,J. Holiday makes free throw 1 of 2
0:17.0,,,103-111,1,J. Holiday makes free throw 2 of 2
0:08.0,A. Rivers misses 2-pt shot from 17 ft,,103-111,,
0:02.0,,,103-111,,Defensive rebound by J. Nelson
