time,LA Clippers,pts.away,score,pts.home,Phoenix
6:19.0,Personal foul by A. Rivers (drawn by D. Bender),,110-90,,
6:19.0,,,110-91,1,D. Bender makes free throw 1 of 2
6:19.0,,,110-91,,D. Bender misses free throw 2 of 2
6:16.0,Defensive rebound by T. Harris,,110-91,,
6:04.0,L. Williams misses 2-pt shot at rim,,110-91,,
6:02.0,,,110-91,,Defensive rebound by D. Bender
5:57.0,,,110-91,,Shooting foul by M. Harrell (drawn by J. Jackson)
5:57.0,,,110-91,,J. Jackson misses free throw 1 of 2
5:57.0,,,110-91,,Offensive rebound by Team
5:57.0,,,110-92,1,J. Jackson makes free throw 2 of 2
5:41.0,T. Wallace misses 2-pt shot at rim,,110-92,,
5:40.0,Offensive rebound by T. Wallace,,110-92,,
5:40.0,T. Wallace misses 2-pt shot at rim,,110-92,,
5:39.0,,,110-92,,Defensive rebound by E. Payton
5:33.0,,,110-92,,J. Jackson misses 2-pt shot at rim
5:29.0,Defensive rebound by M. Harrell,,110-92,,
5:18.0,T. Harris misses 2-pt shot at rim,,110-92,,
5:15.0,,,110-92,,Defensive rebound by J. Jackson
5:12.0,,,110-94,2,T. Warren makes 2-pt shot at rim (assist by J. Jackson)
4:56.0,,,110-94,,Personal foul by J. Jackson (drawn by L. Williams)
4:51.0,A. Rivers makes 2-pt shot at rim,2,112-94,,
4:46.0,Personal foul by T. Wallace (drawn by D. Booker),,112-94,,
4:46.0,,,112-95,1,D. Booker makes free throw 1 of 2
4:46.0,,,112-96,1,D. Booker makes free throw 2 of 2
4:33.0,A. Rivers misses 2-pt shot at rim,,112-96,,
4:32.0,Offensive rebound by M. Harrell,,112-96,,
4:31.0,M. Harrell misses 2-pt shot from 1 ft (block by D. Bender),,112-96,,
4:31.0,Offensive rebound by T. Wallace,,112-96,,
4:24.0,T. Wallace makes 2-pt shot from 4 ft,2,114-96,,
4:19.0,,,114-98,2,E. Payton makes 2-pt shot at rim
4:00.0,,,114-98,,Personal block foul by D. Bender (drawn by L. Williams)
4:00.0,,,114-98,,T. Daniels enters the game for D. Bender
3:50.0,D. Jordan enters the game for M. Harrell,,114-98,,
3:48.0,Jump ball: T. Warren vs. L. Williams (J. Jackson gains possession),,,,Jump ball: T. Warren vs. L. Williams (J. Jackson gains possession)
3:48.0,Turnover by L. Williams (turnover; steal by T. Warren),,114-98,,
3:42.0,,,114-101,3,D. Booker makes 3-pt shot from 24 ft (assist by J. Jackson)
3:30.0,,,114-101,,Personal foul by J. Jackson (drawn by L. Williams)
3:30.0,,,114-101,,A. Len enters the game for J. Jackson
3:30.0,L. Williams makes free throw 1 of 2,1,115-101,,
3:30.0,L. Williams makes free throw 2 of 2,1,116-101,,
3:18.0,,,116-103,2,A. Len makes 2-pt shot at rim (assist by E. Payton)
3:18.0,,,116-103,,Shooting foul by T. Harris (drawn by A. Len)
3:18.0,,,116-103,,A. Len misses free throw 1 of 1
3:16.0,Defensive rebound by D. Jordan,,116-103,,
3:16.0,,,116-103,,Personal take foul by D. Booker (drawn by D. Jordan)
3:16.0,D. Jordan makes free throw 1 of 2,1,117-103,,
3:16.0,D. Jordan misses free throw 2 of 2,,117-103,,
3:14.0,,,117-103,,Defensive rebound by A. Len
3:07.0,,,117-105,2,A. Len makes 2-pt shot at rim (assist by D. Booker)
3:07.0,,,117-105,,Shooting foul by T. Harris (drawn by A. Len)
3:07.0,,,117-105,,A. Len misses free throw 1 of 1
3:06.0,Defensive rebound by T. Wallace,,117-105,,
3:06.0,,,117-105,,Personal take foul by T. Daniels (drawn by D. Jordan)
3:06.0,D. Jordan makes free throw 1 of 2,1,118-105,,
3:06.0,D. Jordan makes free throw 2 of 2,1,119-105,,
2:56.0,,,119-105,,T. Warren misses 2-pt shot from 6 ft
2:56.0,,,119-105,,Offensive rebound by Team
2:56.0,Loose ball foul by A. Rivers (drawn by A. Len),,119-105,,
2:56.0,LA Clippers full timeout,,119-105,,
2:56.0,,,119-105,,A. Len misses free throw 1 of 2
2:56.0,,,119-105,,Offensive rebound by Team
2:56.0,,,119-105,,A. Len misses free throw 2 of 2
2:54.0,Defensive rebound by D. Jordan,,119-105,,
2:54.0,,,119-105,,Personal take foul by T. Daniels (drawn by D. Jordan)
2:54.0,D. Jordan misses free throw 1 of 2,,119-105,,
2:54.0,Offensive rebound by Team,,119-105,,
2:54.0,D. Jordan makes free throw 2 of 2,1,120-105,,
2:50.0,Personal foul by T. Harris (drawn by T. Warren),,120-105,,
2:50.0,,,120-106,1,T. Warren makes free throw 1 of 2
2:50.0,,,120-107,1,T. Warren makes free throw 2 of 2
2:31.0,L. Williams makes 2-pt shot at rim,2,122-107,,
2:23.0,,,122-107,,Shooting foul by T. Wallace (drawn by D. Booker)
2:23.0,,,122-108,1,D. Booker makes free throw 1 of 2
2:23.0,,,122-109,1,D. Booker makes free throw 2 of 2
2:20.0,,,122-109,,Personal take foul by T. Daniels (drawn by D. Jordan)
2:20.0,D. Jordan misses free throw 1 of 2,,122-109,,
2:20.0,Offensive rebound by Team,,122-109,,
2:20.0,D. Jordan makes free throw 2 of 2,1,123-109,,
2:09.0,,,123-111,2,T. Daniels makes 2-pt shot from 6 ft
1:43.0,L. Williams misses 3-pt shot from 25 ft,,123-111,,
1:41.0,,,123-111,,Defensive rebound by Team
1:36.0,,,123-111,,D. Booker misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by T. Harris,,123-111,,
1:30.0,D. Jordan makes 2-pt shot at rim (assist by T. Harris),2,125-111,,
1:30.0,,,125-111,,Phoenix full timeout
1:29.0,,,125-111,,Turnover by Team (turnover)
1:13.0,Turnover by L. Williams (lost ball; steal by T. Warren),,125-111,,
1:10.0,,,125-111,,Shooting foul by A. Rivers (drawn by T. Warren)
1:10.0,,,125-112,1,T. Warren makes free throw 1 of 2
1:10.0,,,125-113,1,T. Warren makes free throw 2 of 2
0:55.0,A. Rivers makes 2-pt shot from 1 ft,2,127-113,,
0:43.0,,,127-113,,T. Daniels misses 3-pt shot from 25 ft
0:40.0,,,127-113,,Offensive rebound by A. Len
0:40.0,,,127-115,2,A. Len makes 2-pt shot at rim
0:32.0,,,127-115,,Personal foul by T. Warren (drawn by L. Williams)
0:32.0,L. Williams misses free throw 1 of 2,,127-115,,
0:32.0,Offensive rebound by Team,,127-115,,
0:32.0,S. Dekker enters the game for D. Jordan,,127-115,,
0:32.0,S. Thornwell enters the game for T. Harris,,127-115,,
0:32.0,L. Williams makes free throw 2 of 2,1,128-115,,
0:28.0,,,128-117,2,E. Payton makes 2-pt shot at rim
0:04.0,Turnover by Team (shot clock),,128-117,,
