time,Phoenix,pts.away,score,pts.home,LA Lakers
5:06.0,,,93-104,,K. Kuzma misses 2-pt shot from 12 ft
5:00.0,,,93-104,,Offensive rebound by J. Hart
5:00.0,,,93-104,,J. Hart misses 2-pt shot at rim
4:59.0,Defensive rebound by T. Chandler,,93-104,,
4:52.0,T. Ulis misses 2-pt shot from 17 ft,,93-104,,
4:48.0,Offensive rebound by T. Chandler,,93-104,,
4:41.0,T. Warren misses 2-pt shot from 6 ft,,93-104,,
4:37.0,,,93-104,,Defensive rebound by J. Randle
4:22.0,,,93-104,,J. Clarkson misses 3-pt shot from 25 ft
4:18.0,Defensive rebound by D. Bender,,93-104,,
4:15.0,,,93-104,,Personal foul by K. Kuzma (drawn by T. Warren)
4:15.0,T. Warren misses free throw 1 of 2,,93-104,,
4:15.0,Offensive rebound by Team,,93-104,,
4:15.0,T. Daniels enters the game for J. Jackson,,93-104,,
4:15.0,T. Warren misses free throw 2 of 2,,93-104,,
4:13.0,,,93-104,,Defensive rebound by J. Hart
4:02.0,,,93-104,,Shooting foul by T. Warren (drawn by B. Ingram)
4:02.0,,,93-105,1,B. Ingram makes free throw 1 of 2
4:02.0,,,93-106,1,B. Ingram makes free throw 2 of 2
3:47.0,D. Bender misses 2-pt shot from 9 ft,,93-106,,
3:45.0,Offensive rebound by Team,,93-106,,
3:44.0,Shooting foul by K. Kuzma (drawn by T. Chandler),,93-106,,
3:44.0,T. Chandler misses free throw 1 of 2,,93-106,,
3:44.0,Offensive rebound by Team,,93-106,,
3:44.0,T. Chandler misses free throw 2 of 2,,93-106,,
3:41.0,,,93-106,,Defensive rebound by J. Clarkson
3:41.0,,,93-106,,LA Lakers full timeout
3:28.0,,,93-108,2,J. Randle makes 2-pt shot at rim (assist by J. Clarkson)
3:09.0,T. Warren misses 2-pt shot from 12 ft,,93-108,,
3:07.0,,,93-108,,Defensive rebound by J. Randle
2:55.0,,,93-108,,Shooting foul by T. Daniels (drawn by B. Ingram)
2:55.0,,,93-109,1,B. Ingram makes free throw 1 of 2
2:55.0,J. Jackson enters the game for T. Ulis,,93-109,,
2:55.0,,,93-110,1,B. Ingram makes free throw 2 of 2
2:30.0,J. Jackson misses 3-pt shot from 23 ft,,93-110,,
2:25.0,Offensive rebound by T. Warren,,93-110,,
2:24.0,T. Warren misses 2-pt shot from 10 ft,,93-110,,
2:22.0,,,93-110,,Defensive rebound by J. Clarkson
2:10.0,,,93-110,,K. Kuzma misses 2-pt shot from 22 ft
2:06.0,Defensive rebound by T. Chandler,,93-110,,
1:51.0,J. Jackson misses 2-pt shot from 6 ft,,93-110,,
1:41.0,,,93-110,,Defensive rebound by K. Kuzma
1:28.0,,,93-110,,B. Ingram misses 2-pt shot from 16 ft
1:26.0,,,93-110,,Offensive rebound by J. Randle
1:26.0,,,93-112,2,J. Randle makes 2-pt shot at rim
1:26.0,Phoenix full timeout,,93-112,,
1:26.0,,,93-112,,I. Zubac enters the game for J. Clarkson
1:26.0,,,93-112,,T. Ennis enters the game for B. Ingram
1:26.0,,,93-112,,A. Caruso enters the game for J. Randle
1:26.0,J. Gray enters the game for T. Chandler,,93-112,,
1:26.0,A. Peters enters the game for T. Warren,,93-112,,
1:26.0,D. Reed enters the game for T. Daniels,,93-112,,
1:14.0,J. Gray misses 2-pt shot from 2 ft (block by I. Zubac),,93-112,,
1:10.0,,,93-112,,Defensive rebound by J. Hart
0:58.0,,,93-112,,I. Zubac misses 2-pt shot from 7 ft
0:53.0,Defensive rebound by A. Peters,,93-112,,
0:47.0,D. Bender misses 3-pt shot from 27 ft,,93-112,,
0:43.0,,,93-112,,Defensive rebound by J. Hart
0:31.0,,,93-112,,K. Kuzma misses 3-pt shot from 29 ft
0:27.0,Defensive rebound by J. Gray,,93-112,,
0:19.0,J. Jackson misses 3-pt shot from 26 ft,,93-112,,
0:15.0,,,93-112,,Defensive rebound by K. Kuzma
