time,Golden State,pts.away,score,pts.home,Sacramento
2:30.0,,,111-102,,B. Hield misses 3-pt shot from 25 ft
2:26.0,Defensive rebound by K. Thompson,,111-102,,
2:10.0,S. Curry misses 3-pt shot from 23 ft,,111-102,,
2:06.0,,,111-102,,Defensive rebound by B. Hield
2:03.0,,,111-102,,D. Fox misses 2-pt shot from 4 ft (block by D. Green)
2:00.0,Defensive rebound by S. Curry,,111-102,,
1:54.0,N. Young makes 3-pt shot from 25 ft (assist by S. Curry),3,114-102,,
1:43.0,,,114-102,,B. Bogdanovic misses 2-pt shot from 14 ft
1:39.0,Defensive rebound by D. Green,,114-102,,
1:26.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,117-102,,
1:26.0,,,117-102,,Sacramento full timeout
1:26.0,,,117-102,,J. Sampson enters the game for W. Cauley-Stein
1:26.0,,,117-102,,G. Papagiannis enters the game for J. Jackson
1:26.0,O. Casspi enters the game for N. Young,,117-102,,
1:26.0,D. Jones enters the game for D. Green,,117-102,,
1:26.0,K. Looney enters the game for S. Curry,,117-102,,
1:26.0,P. McCaw enters the game for K. Durant,,117-102,,
1:26.0,Q. Cook enters the game for K. Thompson,,117-102,,
1:13.0,,,117-102,,B. Hield misses 2-pt shot from 12 ft
1:08.0,Defensive rebound by P. McCaw,,117-102,,
0:53.0,O. Casspi misses 2-pt shot from 7 ft,,117-102,,
0:50.0,,,117-102,,Defensive rebound by J. Sampson
0:48.0,,,117-102,,J. Sampson misses 2-pt shot from 2 ft
0:45.0,Defensive rebound by Q. Cook,,117-102,,
0:37.0,K. Looney makes 2-pt shot from 1 ft (assist by Q. Cook),2,119-102,,
0:17.0,,,119-104,2,D. Fox makes 2-pt shot from 17 ft
