time,Detroit,pts.away,score,pts.home,Atlanta
7:44.0,I. Smith enters the game for J. Nelson,,94-89,,
7:44.0,,,96-90,1,K. Bazemore makes free throw 1 of 2
7:44.0,,,96-91,1,K. Bazemore makes free throw 2 of 2
7:31.0,L. Kennard makes 2-pt shot from 8 ft (assist by A. Tolliver),2,96-89,,
7:09.0,,,96-93,2,J. Collins makes 2-pt shot from 3 ft (assist by K. Bazemore)
6:51.0,,,96-93,,Atlanta full timeout
6:51.0,,,96-93,,Personal foul by T. Dorsey (drawn by L. Kennard)
6:51.0,R. Bullock enters the game for A. Tolliver,,96-93,,
6:51.0,B. Griffin enters the game for S. Johnson,,96-93,,
6:51.0,S. Johnson enters the game for R. Bullock,,96-93,,
6:43.0,S. Johnson makes 3-pt shot from 24 ft (assist by B. Griffin),3,99-93,,
6:17.0,,,99-95,2,J. Collins makes 2-pt shot from 13 ft (assist by T. Dorsey)
6:03.0,Shooting foul by K. Bazemore (drawn by S. Johnson),,99-95,,
6:03.0,S. Johnson makes free throw 1 of 2,1,100-95,,
6:03.0,R. Bullock enters the game for L. Kennard,,100-95,,
6:03.0,S. Johnson makes free throw 2 of 2,1,101-95,,
5:52.0,,,101-95,,Shooting foul by I. Smith (drawn by E. Ilyasova)
5:52.0,,,101-96,1,E. Ilyasova makes free throw 1 of 2
5:52.0,,,101-97,1,E. Ilyasova makes free throw 2 of 2
5:33.0,R. Bullock misses 3-pt shot from 24 ft,,101-97,,
5:29.0,,,101-97,,Defensive rebound by D. Schroder
5:20.0,,,101-97,,D. Schroder misses 2-pt shot from 9 ft
5:15.0,Defensive rebound by R. Bullock,,101-97,,
5:05.0,B. Griffin misses 3-pt shot from 25 ft,,101-97,,
5:02.0,,,101-97,,Defensive rebound by K. Bazemore
4:51.0,,,101-97,,J. Collins misses 2-pt shot from 13 ft
4:48.0,Defensive rebound by A. Drummond,,101-97,,
4:38.0,S. Johnson misses 3-pt shot from 25 ft,,101-97,,
4:36.0,,,101-97,,Defensive rebound by E. Ilyasova
4:25.0,,,101-99,2,D. Schroder makes 2-pt shot from 14 ft (assist by J. Collins)
4:25.0,,,101-99,,Shooting foul by I. Smith (drawn by D. Schroder)
4:25.0,,,101-100,1,D. Schroder makes free throw 1 of 1
4:14.0,B. Griffin makes 2-pt shot from 9 ft (assist by I. Smith),2,103-100,,
4:01.0,,,103-102,2,D. Schroder makes 2-pt shot from 1 ft
3:34.0,R. Bullock misses 2-pt shot from 3 ft,,103-102,,
3:30.0,Offensive rebound by A. Drummond,,103-102,,
3:30.0,A. Drummond misses 2-pt shot at rim,,103-102,,
3:29.0,,,103-102,,Defensive rebound by K. Bazemore
3:27.0,,,103-102,,T. Dorsey misses 3-pt shot from 24 ft
3:25.0,Defensive rebound by A. Drummond,,103-102,,
3:25.0,,,103-102,,Personal foul by J. Collins (drawn by B. Griffin)
3:25.0,,,103-102,,D. Dedmon enters the game for J. Collins
3:25.0,B. Griffin makes free throw 1 of 2,1,104-102,,
3:25.0,J. Ennis enters the game for S. Johnson,,104-102,,
3:25.0,B. Griffin makes free throw 2 of 2,1,105-102,,
3:10.0,,,105-102,,D. Schroder misses 2-pt shot from 8 ft (block by A. Drummond)
3:10.0,,,105-102,,Offensive rebound by Team
3:03.0,,,105-102,,K. Bazemore misses 2-pt shot from 8 ft
3:00.0,Defensive rebound by A. Drummond,,105-102,,
2:49.0,Turnover by B. Griffin (lost ball; steal by D. Schroder),,105-102,,
2:44.0,,,105-104,2,T. Dorsey makes 2-pt shot from 1 ft (assist by D. Schroder)
2:24.0,I. Smith makes 2-pt shot from 3 ft,2,107-104,,
2:09.0,,,107-106,2,E. Ilyasova makes 2-pt shot from 16 ft (assist by D. Schroder)
1:49.0,B. Griffin misses 2-pt shot from 22 ft,,107-106,,
1:46.0,,,107-106,,Defensive rebound by D. Dedmon
1:34.0,,,107-106,,D. Schroder misses 2-pt shot from 1 ft (block by A. Drummond)
1:34.0,,,107-106,,Offensive rebound by D. Dedmon
1:34.0,,,107-108,2,D. Dedmon makes 2-pt shot at rim
1:34.0,,,107-108,,Shooting foul by I. Smith (drawn by D. Dedmon)
1:34.0,Detroit full timeout,,107-108,,
1:34.0,J. Nelson enters the game for I. Smith,,107-108,,
1:34.0,,,107-109,1,D. Dedmon makes free throw 1 of 1
1:18.0,J. Nelson misses 2-pt shot from 21 ft,,107-109,,
1:17.0,,,107-109,,Defensive rebound by Team
0:56.0,,,107-112,3,D. Dedmon makes 3-pt shot from 24 ft (assist by K. Bazemore)
0:47.0,A. Drummond misses 2-pt shot from 10 ft,,107-112,,
0:46.0,Offensive rebound by Team,,107-112,,
0:40.0,B. Griffin makes 3-pt shot from 25 ft (assist by R. Bullock),3,110-112,,
0:22.0,,,110-112,,D. Schroder misses 2-pt shot from 19 ft
0:20.0,,,110-112,,Offensive rebound by Team
0:20.0,S. Johnson enters the game for J. Nelson,,110-112,,
0:19.0,Personal take foul by A. Drummond (drawn by D. Schroder),,110-112,,
0:19.0,,,110-113,1,D. Schroder makes free throw 1 of 2
0:19.0,,,110-114,1,D. Schroder makes free throw 2 of 2
0:19.0,Detroit full timeout,,110-114,,
0:19.0,J. Nelson enters the game for S. Johnson,,110-114,,
0:16.0,B. Griffin makes 2-pt shot from 1 ft (assist by J. Nelson),2,112-114,,
0:10.0,,,112-114,,Atlanta full timeout
0:10.0,,,112-114,,Atlanta full timeout
0:10.0,S. Johnson enters the game for J. Nelson,,112-114,,
0:09.0,Personal take foul by B. Griffin (drawn by D. Schroder),,112-114,,
0:09.0,,,112-115,1,D. Schroder makes free throw 1 of 2
0:09.0,,,112-116,1,D. Schroder makes free throw 2 of 2
0:09.0,Detroit full timeout,,112-116,,
0:09.0,J. Nelson enters the game for S. Johnson,,112-116,,
0:09.0,A. Tolliver enters the game for J. Ennis,,112-116,,
0:07.0,A. Tolliver misses 3-pt shot from 25 ft,,112-116,,
0:05.0,,,112-116,,Defensive rebound by D. Schroder
0:05.0,Personal take foul by J. Nelson (drawn by D. Schroder),,112-116,,
0:05.0,,,112-117,1,D. Schroder makes free throw 1 of 2
0:05.0,,,112-118,1,D. Schroder makes free throw 2 of 2
0:00.0,B. Griffin makes 3-pt shot from 25 ft,3,115-118,,
