time,Denver,pts.away,score,pts.home,Dallas
5:39.0,W. Barton makes 2-pt shot at rim,2,101-108,,
5:22.0,Personal foul by D. Harris (drawn by J. Barea),,101-108,,
5:13.0,,,101-111,3,Y. Ferrell makes 3-pt shot from 24 ft (assist by D. Smith)
4:57.0,W. Barton misses 2-pt shot from 13 ft,,101-111,,
4:54.0,Offensive rebound by T. Lyles,,101-111,,
4:54.0,Shooting foul by D. Powell (drawn by W. Barton),,101-111,,
4:54.0,W. Barton misses free throw 1 of 2,,101-111,,
4:54.0,Offensive rebound by Team,,101-111,,
4:54.0,,,101-111,,N. Noel enters the game for D. Powell
4:54.0,,,101-111,,H. Barnes enters the game for Y. Ferrell
4:54.0,,,101-111,,D. McDermott enters the game for D. Nowitzki
4:54.0,P. Millsap enters the game for M. Plumlee,,101-111,,
4:54.0,G. Harris enters the game for M. Beasley,,101-111,,
4:54.0,W. Barton makes free throw 2 of 2,1,102-111,,
4:35.0,,,102-113,2,H. Barnes makes 2-pt shot from 12 ft
4:25.0,W. Barton misses 2-pt shot from 2 ft,,102-113,,
4:23.0,,,102-113,,Defensive rebound by N. Noel
4:13.0,,,102-113,,Turnover by J. Barea (bad pass)
4:13.0,W. Chandler enters the game for D. Harris,,102-113,,
4:04.0,Turnover by W. Barton (bad pass),,102-113,,
4:04.0,,,102-113,,Y. Ferrell enters the game for J. Barea
3:53.0,,,102-115,2,H. Barnes makes 2-pt shot from 10 ft (assist by D. Smith)
3:53.0,,,102-115,,Shooting foul by P. Millsap (drawn by H. Barnes)
3:53.0,Denver full timeout,,102-115,,
3:53.0,M. Beasley enters the game for T. Lyles,,102-115,,
3:53.0,,,102-115,,H. Barnes misses free throw 1 of 1
3:51.0,Defensive rebound by W. Barton,,102-115,,
3:36.0,G. Harris misses 2-pt shot from 17 ft,,102-115,,
3:32.0,,,102-115,,Defensive rebound by N. Noel
3:19.0,,,102-115,,Y. Ferrell misses 3-pt shot from 25 ft
3:16.0,Defensive rebound by G. Harris,,102-115,,
3:04.0,P. Millsap misses 2-pt shot from 8 ft,,102-115,,
3:01.0,Offensive rebound by G. Harris,,102-115,,
2:55.0,W. Barton misses 3-pt shot from 25 ft,,102-115,,
2:51.0,,,102-115,,Defensive rebound by N. Noel
2:48.0,Personal foul by G. Harris (drawn by H. Barnes),,102-115,,
2:35.0,,,102-117,2,H. Barnes makes 2-pt shot from 8 ft
2:20.0,G. Harris misses 3-pt shot from 24 ft,,102-117,,
2:18.0,,,102-117,,Defensive rebound by D. McDermott
2:00.0,Personal foul by W. Barton (drawn by N. Noel),,102-117,,
2:00.0,,,102-118,1,N. Noel makes free throw 1 of 2
2:00.0,T. Lyles enters the game for P. Millsap,,102-118,,
2:00.0,D. Harris enters the game for G. Harris,,102-118,,
2:00.0,M. Plumlee enters the game for W. Chandler,,102-118,,
2:00.0,,,102-118,,N. Noel misses free throw 2 of 2
1:58.0,Defensive rebound by T. Lyles,,102-118,,
1:50.0,T. Lyles misses 3-pt shot from 25 ft,,102-118,,
1:47.0,,,102-118,,Defensive rebound by N. Noel
1:32.0,,,102-118,,D. Smith misses 2-pt shot from 16 ft
1:30.0,Defensive rebound by T. Lyles,,102-118,,
1:24.0,D. Harris misses 2-pt shot from 6 ft,,102-118,,
1:23.0,Offensive rebound by M. Plumlee,,102-118,,
1:22.0,M. Plumlee misses 2-pt shot at rim,,102-118,,
1:20.0,,,102-118,,Defensive rebound by N. Noel
1:12.0,,,102-118,,H. Barnes misses 2-pt shot from 8 ft
1:12.0,Defensive rebound by M. Plumlee,,102-118,,
1:02.0,M. Plumlee makes 2-pt shot from 1 ft (assist by W. Barton),2,104-118,,
0:44.0,,,104-118,,H. Barnes misses 2-pt shot from 15 ft
0:42.0,Defensive rebound by M. Plumlee,,104-118,,
0:34.0,W. Barton misses 2-pt shot from 2 ft,,104-118,,
0:34.0,,,104-118,,Defensive rebound by H. Barnes
0:11.0,,,104-118,,Turnover by Team (shot clock)
0:07.0,M. Beasley makes 2-pt shot at rim,2,106-118,,
0:07.0,Shooting foul by N. Noel (drawn by M. Beasley),,106-118,,
0:07.0,M. Beasley makes free throw 1 of 1,1,107-118,,
