time,Utah,pts.away,score,pts.home,LA Clippers
1:23.0,Personal take foul by R. O'Neale (drawn by C. Williams),,124-103,,
1:23.0,,,124-103,,C. Williams misses free throw 1 of 2
1:23.0,,,124-103,,Offensive rebound by Team
1:23.0,T. Bradley enters the game for A. Burks,,124-103,,
1:23.0,N. Wolters enters the game for D. Mitchell,,124-103,,
1:23.0,,,124-104,1,C. Williams makes free throw 2 of 2
1:04.0,N. Wolters misses 2-pt shot from 6 ft (block by B. Johnson),,124-104,,
1:04.0,Offensive rebound by Team,,124-104,,
1:00.0,T. Bradley misses 2-pt shot from 12 ft,,124-104,,
0:58.0,Offensive rebound by R. O'Neale,,124-104,,
0:44.0,E. Udoh makes 2-pt shot from 1 ft (assist by T. Bradley),2,126-104,,
0:29.0,,,126-104,,Turnover by J. Wilson (bad pass; steal by R. O'Neale)
0:25.0,E. Udoh misses 2-pt shot from 2 ft,,126-104,,
0:23.0,,,126-104,,Defensive rebound by J. Wilson
0:13.0,,,126-107,3,J. Wilson makes 3-pt shot from 25 ft (assist by J. Evans)
