time,Cleveland,pts.away,score,pts.home,Indiana
2:29.0,,,95-99,3,B. Bogdanovic makes 3-pt shot from 27 ft (assist by C. Joseph)
2:05.0,L. James misses 2-pt shot at rim,,95-99,,
2:04.0,,,95-99,,Defensive rebound by Team
1:50.0,,,95-99,,V. Oladipo misses 3-pt shot from 27 ft
1:47.0,,,95-99,,Offensive rebound by M. Turner
1:35.0,Personal foul by J. Green (drawn by V. Oladipo),,95-99,,
1:35.0,,,95-99,,V. Oladipo misses free throw 2 of 2
1:35.0,Defensive rebound by J. Smith,,95-99,,
1:35.0,,,95-100,1,V. Oladipo makes free throw 1 of 2
1:35.0,K. Love enters the game for J. Green,,95-100,,
1:23.0,J. Smith misses 3-pt shot from 26 ft,,95-100,,
1:21.0,Offensive rebound by L. James,,95-100,,
1:21.0,L. James makes 2-pt shot at rim,2,97-100,,
1:01.0,,,97-103,3,V. Oladipo makes 3-pt shot from 29 ft
1:01.0,Cleveland full timeout,,97-103,,
0:56.0,J. Smith misses 3-pt shot from 26 ft,,97-103,,
0:53.0,Offensive rebound by D. Wade,,97-103,,
0:52.0,J. Smith misses 3-pt shot from 29 ft,,97-103,,
0:49.0,,,97-103,,Defensive rebound by V. Oladipo
0:30.0,,,97-103,,B. Bogdanovic misses 3-pt shot from 26 ft
0:27.0,Defensive rebound by K. Love,,97-103,,
0:21.0,L. James makes 2-pt shot at rim,2,99-103,,
0:21.0,,,99-103,,Indiana full timeout
0:21.0,J. Green enters the game for K. Love,,99-103,,
0:17.0,Personal take foul by D. Wade (drawn by V. Oladipo),,99-103,,
0:17.0,,,99-103,,V. Oladipo misses free throw 1 of 2
0:17.0,,,99-103,,Offensive rebound by Team
0:17.0,K. Love enters the game for J. Green,,99-103,,
0:17.0,,,99-104,1,V. Oladipo makes free throw 2 of 2
0:10.0,J. Smith makes 3-pt shot from 23 ft (assist by L. James),3,102-104,,
0:08.0,Personal take foul by J. Smith (drawn by C. Joseph),,102-104,,
0:08.0,,,102-105,1,C. Joseph makes free throw 1 of 2
0:08.0,,,102-106,1,C. Joseph makes free throw 2 of 2
0:08.0,Cleveland full timeout,,102-106,,
0:06.0,K. Love misses 3-pt shot from 28 ft,,102-106,,
0:02.0,,,102-106,,Defensive rebound by M. Turner
