time,New Orleans,pts.away,score,pts.home,Dallas
5:31.0,,,89-74,,W. Matthews enters the game for D. Nowitzki
5:31.0,,,89-74,,S. Mejri enters the game for D. Harris
5:31.0,J. Nelson enters the game for J. Holiday,,89-74,,
5:27.0,Personal foul by A. Davis (drawn by H. Barnes),,89-74,,
5:17.0,,,89-74,,Turnover by H. Barnes (bad pass; steal by T. Allen)
4:57.0,I. Clark misses 3-pt shot from 24 ft,,89-74,,
4:51.0,Jump ball: S. Mejri vs. D. Cousins (I. Clark gains possession),,,,Jump ball: S. Mejri vs. D. Cousins (I. Clark gains possession)
4:51.0,Defensive rebound by Team,,89-74,,
4:39.0,Shooting foul by H. Barnes (drawn by A. Davis),,89-74,,
4:39.0,A. Davis makes free throw 1 of 2,1,90-74,,
4:39.0,A. Davis makes free throw 2 of 2,1,91-74,,
4:20.0,,,91-74,,Shooting foul by J. Nelson (drawn by H. Barnes)
4:20.0,,,91-75,1,H. Barnes makes free throw 1 of 2
4:20.0,,,91-76,1,H. Barnes makes free throw 2 of 2
4:03.0,D. Cousins misses 3-pt shot from 24 ft,,91-76,,
3:59.0,,,91-76,,Defensive rebound by H. Barnes
3:50.0,,,91-76,,W. Matthews misses 3-pt shot from 23 ft
3:48.0,,,91-76,,Offensive rebound by S. Mejri
3:45.0,,,91-78,2,D. Smith makes 2-pt shot from 1 ft
3:43.0,New Orleans full timeout,,91-78,,
3:43.0,J. Holiday enters the game for I. Clark,,91-78,,
3:43.0,E. Moore enters the game for T. Allen,,91-78,,
3:30.0,A. Davis misses 2-pt shot from 9 ft,,91-78,,
3:28.0,,,91-78,,Defensive rebound by S. Mejri
3:19.0,,,91-80,2,D. Smith makes 2-pt shot at rim
2:59.0,A. Davis misses 2-pt shot from 12 ft,,91-80,,
2:55.0,,,91-80,,Defensive rebound by S. Mejri
2:46.0,,,91-80,,D. Smith misses 3-pt shot from 25 ft
2:43.0,Defensive rebound by D. Cousins,,91-80,,
2:28.0,J. Nelson misses 2-pt shot from 5 ft (block by Y. Ferrell),,91-80,,
2:28.0,Offensive rebound by Team,,91-80,,
2:24.0,A. Davis misses 2-pt shot from 14 ft,,91-80,,
2:21.0,,,91-80,,Defensive rebound by Y. Ferrell
2:12.0,,,91-80,,Shooting foul by D. Cousins (drawn by H. Barnes)
2:12.0,,,91-81,1,H. Barnes makes free throw 1 of 2
2:12.0,,,91-81,,H. Barnes misses free throw 2 of 2
2:09.0,Defensive rebound by D. Cousins,,91-81,,
1:53.0,D. Cousins misses 2-pt shot from 4 ft,,91-81,,
1:51.0,,,91-81,,Defensive rebound by S. Mejri
1:48.0,,,91-83,2,D. Smith makes 2-pt shot from 1 ft
1:33.0,D. Cousins makes 2-pt shot from 2 ft,2,93-83,,
1:23.0,,,93-83,,Shooting foul by A. Davis (drawn by H. Barnes)
1:23.0,,,93-84,1,H. Barnes makes free throw 1 of 2
1:23.0,,,93-84,,H. Barnes misses free throw 2 of 2
1:21.0,Defensive rebound by D. Cousins,,93-84,,
1:07.0,,,93-84,,Personal foul by W. Matthews (drawn by A. Davis)
1:04.0,,,93-84,,Personal foul by D. Smith (drawn by J. Nelson)
1:04.0,J. Nelson makes free throw 1 of 2,1,94-84,,
1:04.0,J. Nelson makes free throw 2 of 2,1,95-84,,
1:04.0,,,95-84,,Dallas full timeout
0:52.0,,,95-86,2,S. Mejri makes 2-pt shot from 2 ft (assist by H. Barnes)
0:52.0,,,95-86,,Shooting foul by D. Cousins
0:52.0,,,95-87,1,S. Mejri makes free throw 1 of 1
0:52.0,Technical foul by D. Cousins,,95-87,,
0:52.0,,,95-88,1,H. Barnes makes technical free throw
0:52.0,New Orleans full timeout,,95-88,,
0:45.0,,,95-88,,Personal foul by Y. Ferrell (drawn by J. Nelson)
0:45.0,J. Nelson makes free throw 1 of 2,1,96-88,,
0:45.0,T. Allen enters the game for D. Cousins,,96-88,,
0:45.0,J. Nelson makes free throw 2 of 2,1,97-88,,
0:37.0,,,97-91,3,Y. Ferrell makes 3-pt shot from 25 ft (assist by D. Smith)
0:36.0,D. Cousins enters the game for T. Allen,,97-91,,
0:24.0,T. Allen enters the game for D. Cousins,,97-91,,
0:22.0,Jump ball: H. Barnes vs. E. Moore (S. Mejri gains possession),,,,Jump ball: H. Barnes vs. E. Moore (S. Mejri gains possession)
0:22.0,Turnover by E. Moore (turnover; steal by H. Barnes),,97-91,,
0:18.0,,,97-91,,Turnover by S. Mejri (bad pass; steal by J. Nelson)
0:18.0,,,97-91,,Personal take foul by H. Barnes (drawn by E. Moore)
0:18.0,E. Moore misses free throw 1 of 2,,97-91,,
0:18.0,Offensive rebound by Team,,97-91,,
0:18.0,,,97-91,,D. Powell enters the game for S. Mejri
0:18.0,E. Moore misses free throw 2 of 2,,97-91,,
0:15.0,,,97-91,,Defensive rebound by Y. Ferrell
0:11.0,,,97-91,,Y. Ferrell misses 3-pt shot from 26 ft (block by J. Holiday)
0:07.0,Defensive rebound by J. Nelson,,97-91,,
0:06.0,T. Allen makes 2-pt shot from 1 ft (assist by J. Nelson),2,99-91,,
0:00.0,,,99-94,3,D. Smith makes 3-pt shot from 27 ft
