time,Boston,pts.away,score,pts.home,Chicago
1:47.0,,,78-106,,Defensive rebound by Team
1:34.0,,,78-106,,Shooting foul by A. Nader (drawn by C. Felicio)
1:34.0,,,78-107,1,C. Felicio makes free throw 1 of 2
1:34.0,,,78-108,1,C. Felicio makes free throw 2 of 2
1:21.0,K. Allen misses 3-pt shot from 25 ft,,78-108,,
1:16.0,Offensive rebound by G. Yabusele,,78-108,,
1:05.0,A. Nader makes 3-pt shot from 23 ft (assist by J. Bird),3,81-108,,
0:54.0,,,81-108,,Turnover by Q. Pondexter (bad pass; steal by J. Bird)
0:54.0,J. Bird makes 2-pt shot from 1 ft,2,83-108,,
0:46.0,,,83-108,,Q. Pondexter misses 3-pt shot from 25 ft
0:46.0,Defensive rebound by J. Bird,,83-108,,
0:30.0,D. Theis makes 2-pt shot at rim (assist by A. Nader),2,85-108,,
0:06.0,,,85-108,,Turnover by Team (shot clock)
