time,Philadelphia,pts.away,score,pts.home,Chicago
5:29.0,J. Bayless misses 3-pt shot from 25 ft,,105-96,,
5:25.0,,,105-96,,Defensive rebound by K. Dunn
5:22.0,,,105-98,2,B. Portis makes 2-pt shot from 1 ft (assist by D. Nwaba)
5:22.0,,,105-98,,Shooting foul by D. Saric (drawn by B. Portis)
5:22.0,,,105-98,,N. Mirotic enters the game for L. Markkanen
5:22.0,,,105-99,1,B. Portis makes free throw 1 of 1
5:08.0,Turnover by T. McConnell (bad pass),,105-99,,
4:50.0,,,105-99,,K. Dunn misses 2-pt shot from 11 ft
4:47.0,Defensive rebound by J. Redick,,105-99,,
4:40.0,D. Saric misses 3-pt shot from 24 ft,,105-99,,
4:36.0,,,105-99,,Defensive rebound by N. Mirotic
4:26.0,,,105-99,,N. Mirotic misses 2-pt shot from 2 ft
4:26.0,,,105-99,,Offensive rebound by Team
4:16.0,,,105-99,,B. Portis misses 3-pt shot from 25 ft
4:16.0,Defensive rebound by J. Bayless,,105-99,,
4:07.0,J. Bayless misses 3-pt shot from 25 ft,,105-99,,
4:04.0,,,105-99,,Defensive rebound by K. Dunn
3:58.0,,,105-99,,K. Dunn misses 2-pt shot from 2 ft
3:56.0,Defensive rebound by T. McConnell,,105-99,,
3:51.0,J. Bayless misses 3-pt shot from 23 ft,,105-99,,
3:49.0,Offensive rebound by D. Saric,,105-99,,
3:49.0,Shooting foul by B. Portis (drawn by D. Saric),,105-99,,
3:49.0,D. Saric makes free throw 1 of 2,1,106-99,,
3:49.0,,,106-99,,L. Markkanen enters the game for B. Portis
3:49.0,D. Saric makes free throw 2 of 2,1,107-99,,
3:34.0,,,107-101,2,D. Nwaba makes 2-pt shot from 1 ft (assist by N. Mirotic)
3:29.0,Philadelphia full timeout,,107-101,,
3:29.0,R. Covington enters the game for J. Bayless,,107-101,,
3:24.0,Offensive charge foul by J. Redick (drawn by K. Dunn),,107-101,,
3:24.0,Turnover by J. Redick (offensive foul),,107-101,,
3:10.0,,,107-104,3,L. Markkanen makes 3-pt shot from 22 ft (assist by J. Holiday)
2:53.0,D. Saric misses 2-pt shot from 2 ft (block by N. Mirotic),,107-104,,
2:50.0,,,107-104,,Defensive rebound by L. Markkanen
2:46.0,,,107-107,3,K. Dunn makes 3-pt shot from 24 ft
2:25.0,Turnover by J. Redick (lost ball; steal by N. Mirotic),,107-107,,
2:25.0,,,107-107,,Chicago full timeout
2:08.0,,,107-109,2,N. Mirotic makes 2-pt shot from 5 ft
2:08.0,,,107-109,,Shooting foul by B. Simmons (drawn by N. Mirotic)
2:08.0,,,107-110,1,N. Mirotic makes free throw 1 of 1
1:51.0,,,107-110,,Personal foul by N. Mirotic (drawn by B. Simmons)
1:43.0,R. Covington misses 3-pt shot from 26 ft,,107-110,,
1:38.0,,,107-110,,Defensive rebound by N. Mirotic
1:26.0,,,107-112,2,K. Dunn makes 2-pt shot from 9 ft
1:26.0,Philadelphia full timeout,,107-112,,
1:26.0,J. Bayless enters the game for T. McConnell,,107-112,,
1:22.0,D. Saric makes 2-pt shot from 1 ft (assist by B. Simmons),2,109-112,,
1:05.0,,,109-114,2,K. Dunn makes 2-pt shot from 15 ft
0:54.0,D. Saric makes 2-pt shot from 1 ft (assist by B. Simmons),2,111-114,,
0:54.0,Shooting foul by K. Dunn (drawn by D. Saric),,111-114,,
0:54.0,D. Saric makes free throw 1 of 1,1,112-114,,
0:42.0,,,112-117,3,N. Mirotic makes 3-pt shot from 25 ft (assist by K. Dunn)
0:41.0,Philadelphia full timeout,,112-117,,
0:39.0,D. Saric makes 3-pt shot from 24 ft (assist by B. Simmons),3,115-117,,
0:15.0,,,115-117,,N. Mirotic misses 2-pt shot from 13 ft
0:12.0,Defensive rebound by R. Covington,,115-117,,
0:02.0,B. Simmons misses 2-pt shot from 5 ft,,115-117,,
0:02.0,,,115-117,,Defensive rebound by N. Mirotic
0:00.0,Personal foul by D. Saric (drawn by N. Mirotic),,115-117,,
0:00.0,,,115-117,,N. Mirotic misses free throw 1 of 2
0:00.0,,,115-117,,Offensive rebound by Team
0:00.0,,,115-117,,N. Mirotic misses free throw 2 of 2
0:00.0,Defensive rebound by B. Simmons,,115-117,,
0:00.0,B. Simmons misses 3-pt shot from 74 ft,,115-117,,
0:00.0,Offensive rebound by Team,,115-117,,
