time,Phoenix,pts.away,score,pts.home,Portland
6:31.0,A. Len misses 2-pt shot from 1 ft,,98-102,,
6:29.0,,,98-102,,Defensive rebound by E. Davis
6:12.0,,,98-102,,M. Harkless misses 3-pt shot from 22 ft
6:11.0,,,98-102,,Offensive rebound by E. Davis
5:55.0,,,98-102,,E. Turner misses 2-pt shot from 17 ft
5:52.0,Defensive rebound by A. Len,,98-102,,
5:43.0,T. Ulis makes 2-pt shot from 10 ft,2,100-102,,
5:25.0,,,100-105,3,D. Lillard makes 3-pt shot from 25 ft (assist by E. Davis)
4:58.0,T. Ulis makes 2-pt shot from 13 ft,2,102-105,,
4:45.0,,,102-105,,Turnover by E. Turner (lost ball; steal by J. Jackson)
4:45.0,,,102-105,,Personal foul by E. Turner (drawn by J. Jackson)
4:45.0,,,102-105,,J. Nurkic enters the game for E. Turner
4:45.0,,,102-105,,A. Aminu enters the game for P. Connaughton
4:45.0,,,102-105,,C. McCollum enters the game for E. Davis
4:45.0,M. James enters the game for T. Ulis,,102-105,,
4:45.0,T. Chandler enters the game for J. Jackson,,102-105,,
4:45.0,T. Warren enters the game for A. Len,,102-105,,
4:29.0,Turnover by D. Bender (bad pass; steal by C. McCollum),,102-105,,
4:25.0,,,102-105,,D. Lillard misses 3-pt shot from 28 ft
4:21.0,Defensive rebound by D. Bender,,102-105,,
4:06.0,Shooting foul by A. Aminu (drawn by T. Chandler),,102-105,,
4:06.0,,,102-105,,Portland full timeout
4:06.0,M. Chriss enters the game for D. Bender,,102-105,,
4:06.0,T. Chandler makes free throw 1 of 2,1,103-105,,
4:06.0,T. Chandler makes free throw 2 of 2,1,104-105,,
3:54.0,,,104-105,,C. McCollum misses 2-pt shot from 20 ft
3:50.0,,,104-105,,Offensive rebound by C. McCollum
3:49.0,,,104-105,,C. McCollum misses 2-pt shot from 1 ft (block by T. Chandler)
3:49.0,,,104-105,,Offensive rebound by C. McCollum
3:49.0,,,104-105,,Shooting foul by T. Chandler (drawn by C. McCollum)
3:49.0,,,104-105,,C. McCollum misses free throw 1 of 2
3:49.0,,,104-105,,Offensive rebound by Team
3:49.0,,,104-106,1,C. McCollum makes free throw 2 of 2
3:34.0,T. Warren misses 3-pt shot from 25 ft,,104-106,,
3:30.0,,,104-106,,Defensive rebound by D. Lillard
3:14.0,,,104-106,,J. Nurkic misses 2-pt shot from 20 ft
3:10.0,Defensive rebound by T. Warren,,104-106,,
3:04.0,T. Warren misses 2-pt shot from 2 ft,,104-106,,
3:02.0,,,104-106,,Defensive rebound by J. Nurkic
2:56.0,,,104-108,2,J. Nurkic makes 2-pt shot from 8 ft (assist by C. McCollum)
2:36.0,D. Booker misses 2-pt shot from 16 ft,,104-108,,
2:33.0,,,104-108,,Defensive rebound by J. Nurkic
2:22.0,,,104-108,,J. Nurkic misses 2-pt shot from 10 ft
2:18.0,Defensive rebound by D. Booker,,104-108,,
2:10.0,T. Chandler misses 2-pt shot from 1 ft,,104-108,,
2:09.0,,,104-108,,Defensive rebound by J. Nurkic
1:53.0,,,104-108,,D. Lillard misses 2-pt shot from 1 ft
1:49.0,,,104-108,,Offensive rebound by M. Harkless
1:49.0,,,104-108,,M. Harkless misses 2-pt shot at rim
1:49.0,,,104-108,,Personal foul by C. McCollum (drawn by T. Chandler)
1:49.0,T. Ulis enters the game for M. James,,104-108,,
1:48.0,Offensive rebound by M. Chriss,,104-108,,
1:43.0,M. Chriss makes 2-pt shot from 1 ft (assist by D. Booker),2,106-108,,
1:43.0,Shooting foul by J. Nurkic (drawn by M. Chriss),,106-108,,
1:43.0,M. Chriss misses free throw 1 of 1,,106-108,,
1:38.0,Offensive rebound by T. Chandler,,106-108,,
1:23.0,T. Warren misses 2-pt shot from 1 ft,,106-108,,
1:21.0,,,106-108,,Defensive rebound by J. Nurkic
1:03.0,,,106-108,,M. Harkless misses 3-pt shot from 23 ft
1:00.0,Defensive rebound by T. Warren,,106-108,,
0:46.0,M. Chriss misses 2-pt shot from 18 ft,,106-108,,
0:44.0,,,106-108,,Defensive rebound by D. Lillard
0:29.0,,,106-110,2,D. Lillard makes 2-pt shot from 12 ft
0:29.0,Phoenix full timeout,,106-110,,
0:29.0,T. Daniels enters the game for T. Ulis,,106-110,,
0:24.0,D. Booker misses 2-pt shot from 1 ft (block by J. Nurkic),,106-110,,
0:24.0,,,106-110,,Defensive rebound by A. Aminu
0:24.0,Personal take foul by T. Chandler (drawn by A. Aminu),,106-110,,
0:24.0,,,106-110,,E. Turner enters the game for J. Nurkic
0:24.0,T. Ulis enters the game for T. Daniels,,106-110,,
0:22.0,Personal foul by T. Ulis (drawn by D. Lillard),,106-110,,
0:22.0,,,106-111,1,D. Lillard makes free throw 2 of 2
0:22.0,,,106-112,1,D. Lillard makes free throw 1 of 2
0:21.0,,,106-112,,J. Nurkic enters the game for E. Turner
0:16.0,T. Ulis misses 3-pt shot from 25 ft,,106-112,,
0:14.0,,,106-112,,Defensive rebound by J. Nurkic
0:14.0,Personal take foul by T. Chandler (drawn by J. Nurkic),,106-112,,
0:14.0,A. Len enters the game for T. Chandler,,106-112,,
0:14.0,,,106-113,1,J. Nurkic makes free throw 1 of 2
0:14.0,,,106-114,1,J. Nurkic makes free throw 2 of 2
0:14.0,Phoenix full timeout,,106-114,,
0:14.0,,,106-114,,E. Turner enters the game for J. Nurkic
0:14.0,T. Daniels enters the game for T. Ulis,,106-114,,
0:14.0,J. Jackson enters the game for A. Len,,106-114,,
0:12.0,,,106-114,,Personal foul by C. McCollum (drawn by D. Booker)
0:12.0,D. Booker misses free throw 1 of 2,,106-114,,
0:12.0,Offensive rebound by Team,,106-114,,
0:12.0,,,106-114,,J. Nurkic enters the game for M. Harkless
0:12.0,D. Booker makes free throw 2 of 2,1,107-114,,
