time,Detroit,pts.away,score,pts.home,Brooklyn
3:36.0,R. Jackson makes 2-pt shot from 2 ft,2,93-84,,
3:15.0,,,93-84,,R. Hollis-Jefferson misses 2-pt shot from 4 ft (block by E. Moreland)
3:12.0,,,93-84,,Offensive rebound by J. Allen
3:10.0,,,93-84,,C. LeVert misses 3-pt shot from 25 ft
3:07.0,Defensive rebound by E. Moreland,,93-84,,
2:57.0,R. Jackson misses 3-pt shot from 24 ft,,93-84,,
2:55.0,,,93-84,,Defensive rebound by A. Crabbe
2:38.0,,,93-87,3,D. Russell makes 3-pt shot from 27 ft (assist by C. LeVert)
2:10.0,Shooting foul by C. LeVert (drawn by R. Jackson),,93-87,,
2:10.0,R. Jackson makes free throw 1 of 3,1,94-87,,
2:10.0,R. Jackson makes free throw 2 of 3,1,95-87,,
2:10.0,R. Jackson makes free throw 3 of 3,1,96-87,,
2:08.0,,,96-87,,J. Harris enters the game for A. Crabbe
2:02.0,,,96-87,,Turnover by C. LeVert (bad pass; steal by S. Johnson)
1:58.0,S. Johnson makes 2-pt shot from 1 ft,2,98-87,,
1:42.0,,,98-89,2,C. LeVert makes 2-pt shot from 13 ft
1:23.0,R. Jackson misses 2-pt shot from 2 ft,,98-89,,
1:21.0,Offensive rebound by E. Moreland,,98-89,,
1:20.0,A. Tolliver makes 3-pt shot from 26 ft (assist by E. Moreland),3,101-89,,
1:14.0,,,101-89,,D. Russell misses 3-pt shot from 25 ft
1:11.0,,,101-89,,Offensive rebound by D. Russell
1:11.0,,,101-92,3,D. Russell makes 3-pt shot from 24 ft
1:04.0,,,101-92,,Personal take foul by C. LeVert (drawn by R. Jackson)
1:04.0,Detroit full timeout,,101-92,,
1:04.0,I. Smith enters the game for E. Moreland,,101-92,,
1:04.0,H. Ellenson enters the game for R. Bullock,,101-92,,
1:03.0,,,101-92,,Personal take foul by J. Allen (drawn by H. Ellenson)
1:03.0,H. Ellenson makes free throw 1 of 2,1,102-92,,
1:03.0,H. Ellenson makes free throw 2 of 2,1,103-92,,
0:55.0,,,103-94,2,J. Allen makes 2-pt shot from 1 ft (assist by D. Russell)
0:53.0,,,103-94,,Personal take foul by C. LeVert (drawn by R. Jackson)
0:53.0,R. Jackson makes free throw 1 of 2,1,104-94,,
0:53.0,E. Moreland enters the game for H. Ellenson,,104-94,,
0:53.0,R. Jackson makes free throw 2 of 2,1,105-94,,
0:53.0,,,105-94,,Brooklyn full timeout
0:53.0,,,105-94,,D. Cunningham enters the game for R. Hollis-Jefferson
0:51.0,,,105-94,,Turnover by J. Allen (bad pass; steal by R. Jackson)
0:51.0,,,105-94,,Personal take foul by D. Cunningham (drawn by R. Jackson)
0:51.0,R. Jackson misses free throw 1 of 2,,105-94,,
0:51.0,Offensive rebound by Team,,105-94,,
0:51.0,R. Jackson makes free throw 2 of 2,1,106-94,,
0:42.0,,,106-96,2,J. Allen makes 2-pt shot from 1 ft (assist by C. LeVert)
0:41.0,,,106-96,,Personal take foul by J. Harris (drawn by S. Johnson)
0:41.0,S. Johnson makes free throw 1 of 2,1,107-96,,
0:41.0,S. Johnson makes free throw 2 of 2,1,108-96,,
0:41.0,,,108-96,,Brooklyn full timeout
0:41.0,,,108-96,,D. Carroll enters the game for J. Allen
0:37.0,,,108-96,,D. Russell misses 3-pt shot from 26 ft
0:34.0,,,108-96,,Offensive rebound by Team
0:29.0,,,108-96,,J. Harris misses 3-pt shot from 25 ft
0:26.0,Defensive rebound by S. Johnson,,108-96,,
0:03.0,Turnover by Team (shot clock),,108-96,,
