time,Chicago,pts.away,score,pts.home,New York
0:00.0,,,105-105,,Turnover by J. Jack (bad pass; steal by L. Markkanen)
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: K. Porzingis vs. R. Lopez (K. Dunn gains possession),,,,Jump ball: K. Porzingis vs. R. Lopez (K. Dunn gains possession)
4:36.0,R. Lopez misses 2-pt shot from 4 ft (block by K. O'Quinn),,105-105,,
4:34.0,,,105-105,,Defensive rebound by K. Porzingis
4:22.0,,,105-108,3,K. Porzingis makes 3-pt shot from 26 ft (assist by J. Jack)
3:58.0,L. Markkanen misses 2-pt shot from 2 ft (block by K. Porzingis),,105-108,,
3:56.0,,,105-108,,Defensive rebound by K. O'Quinn
3:50.0,,,105-108,,K. Porzingis misses 3-pt shot from 25 ft
3:43.0,Defensive rebound by K. Dunn,,105-108,,
3:40.0,L. Markkanen makes 3-pt shot from 24 ft (assist by K. Dunn),3,108-108,,
3:21.0,,,108-108,,K. O'Quinn misses 2-pt shot from 20 ft
3:19.0,Defensive rebound by R. Lopez,,108-108,,
3:09.0,R. Lopez misses 2-pt shot from 9 ft,,108-108,,
3:07.0,,,108-108,,Defensive rebound by J. Jack
2:47.0,,,108-108,,K. Porzingis misses 3-pt shot from 25 ft
2:45.0,Defensive rebound by J. Holiday,,108-108,,
2:38.0,Offensive foul by R. Lopez (drawn by K. Porzingis),,108-108,,
2:38.0,Turnover by R. Lopez (offensive foul),,108-108,,
2:16.0,,,108-108,,Turnover by J. Jack (bad pass)
2:13.0,,,108-108,,Personal foul by K. Porzingis (drawn by L. Markkanen)
1:58.0,R. Lopez misses 2-pt shot from 12 ft,,108-108,,
1:52.0,,,108-108,,Defensive rebound by C. Lee
1:40.0,,,108-108,,K. Porzingis misses 2-pt shot from 4 ft
1:38.0,Defensive rebound by R. Lopez,,108-108,,
1:20.0,D. Nwaba makes 2-pt shot at rim,2,110-108,,
0:57.0,,,110-110,2,J. Jack makes 2-pt shot from 1 ft
0:41.0,L. Markkanen misses 3-pt shot from 25 ft,,110-110,,
0:39.0,Offensive rebound by R. Lopez,,110-110,,
0:39.0,R. Lopez makes 2-pt shot at rim,2,112-110,,
0:29.0,,,112-110,,J. Jack misses 2-pt shot from 4 ft (block by K. Dunn)
0:27.0,Defensive rebound by R. Lopez,,112-110,,
0:06.0,K. Dunn misses 2-pt shot from 12 ft,,112-110,,
0:05.0,,,112-110,,Defensive rebound by K. O'Quinn
0:04.0,,,112-110,,New York full timeout
0:04.0,,,112-110,,D. McDermott enters the game for K. O'Quinn
0:04.0,B. Portis enters the game for R. Lopez,,112-110,,
0:00.0,,,112-112,2,K. Porzingis makes 2-pt shot at rim (assist by J. Jack)
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: K. Porzingis vs. R. Lopez (K. Dunn gains possession),,,,Jump ball: K. Porzingis vs. R. Lopez (K. Dunn gains possession)
4:48.0,R. Lopez makes 2-pt shot at rim (assist by J. Holiday),2,114-112,,
4:22.0,,,114-112,,M. Beasley misses 3-pt shot from 23 ft
4:20.0,Defensive rebound by L. Markkanen,,114-112,,
4:06.0,R. Lopez makes 2-pt shot from 1 ft (assist by J. Holiday),2,116-112,,
3:43.0,,,116-112,,M. Beasley misses 2-pt shot from 1 ft
3:41.0,,,116-112,,Offensive rebound by M. Beasley
3:41.0,,,116-112,,M. Beasley misses 2-pt shot at rim
3:39.0,Defensive rebound by D. Nwaba,,116-112,,
3:17.0,J. Holiday misses 2-pt shot from 1 ft,,116-112,,
3:15.0,,,116-112,,Defensive rebound by M. Beasley
3:04.0,,,116-114,2,J. Jack makes 2-pt shot from 19 ft
2:37.0,Turnover by Team (shot clock),,116-114,,
2:22.0,,,116-114,,M. Beasley misses 2-pt shot from 1 ft
2:21.0,Defensive rebound by R. Lopez,,116-114,,
2:07.0,,,116-114,,Personal foul by M. Beasley (drawn by L. Markkanen)
1:59.0,K. Dunn misses 2-pt shot from 10 ft (block by K. O'Quinn),,116-114,,
1:57.0,,,116-114,,Defensive rebound by J. Jack
1:46.0,,,116-116,2,K. Porzingis makes 2-pt shot from 1 ft (assist by J. Jack)
1:35.0,Turnover by J. Holiday (out of bounds lost ball),,116-116,,
1:22.0,,,116-116,,J. Jack misses 2-pt shot from 21 ft
1:20.0,Defensive rebound by D. Nwaba,,116-116,,
0:58.0,K. Dunn makes 2-pt shot from 8 ft,2,118-116,,
0:58.0,,,118-116,,New York full timeout
0:42.0,,,118-116,,K. Porzingis misses 2-pt shot from 8 ft
0:39.0,Defensive rebound by L. Markkanen,,118-116,,
0:22.0,Turnover by K. Dunn (bad pass; steal by J. Jack),,118-116,,
0:18.0,,,118-116,,Turnover by J. Jack (bad pass)
0:18.0,,,118-116,,L. Thomas enters the game for M. Beasley
0:18.0,,,118-116,,F. Ntilikina enters the game for K. O'Quinn
0:18.0,D. Valentine enters the game for D. Nwaba,,118-116,,
0:14.0,,,118-116,,Personal take foul by C. Lee (drawn by J. Holiday)
0:14.0,Chicago full timeout,,118-116,,
0:13.0,,,118-116,,Personal foul by C. Lee (drawn by J. Holiday)
0:13.0,,,118-116,,M. Beasley enters the game for L. Thomas
0:13.0,,,118-116,,K. O'Quinn enters the game for F. Ntilikina
0:13.0,D. Nwaba enters the game for D. Valentine,,118-116,,
0:13.0,J. Holiday makes free throw 1 of 2,1,119-116,,
0:13.0,J. Holiday makes free throw 2 of 2,1,120-116,,
0:13.0,,,120-116,,New York full timeout
0:13.0,,,120-116,,D. McDermott enters the game for M. Beasley
0:07.0,,,120-119,3,K. Porzingis makes 3-pt shot from 24 ft (assist by J. Jack)
0:07.0,Chicago full timeout,,120-119,,
0:07.0,D. Valentine enters the game for D. Nwaba,,120-119,,
0:07.0,,,120-119,,L. Thomas enters the game for K. O'Quinn
0:07.0,,,120-119,,F. Ntilikina enters the game for D. McDermott
0:06.0,,,120-119,,Personal foul by F. Ntilikina (drawn by L. Markkanen)
0:06.0,,,120-119,,D. McDermott enters the game for L. Thomas
0:06.0,,,120-119,,K. O'Quinn enters the game for F. Ntilikina
0:06.0,P. Zipser enters the game for R. Lopez,,120-119,,
0:06.0,D. Nwaba enters the game for D. Valentine,,120-119,,
0:06.0,L. Markkanen makes free throw 1 of 2,1,121-119,,
0:06.0,L. Markkanen makes free throw 2 of 2,1,122-119,,
0:02.0,,,122-119,,J. Jack misses 3-pt shot from 26 ft
0:02.0,,,122-119,,Offensive rebound by C. Lee
