time,Atlanta,pts.away,score,pts.home,Milwaukee
5:04.0,,,77-81,2,T. Zeller makes 2-pt shot at rim (assist by E. Bledsoe)
4:43.0,K. Bazemore misses 2-pt shot from 12 ft,,77-81,,
4:43.0,Offensive rebound by D. Schroder,,77-81,,
4:36.0,E. Ilyasova makes 3-pt shot from 22 ft (assist by D. Schroder),3,80-81,,
4:23.0,,,80-83,2,K. Middleton makes 2-pt shot from 16 ft
4:04.0,Shooting foul by K. Middleton (drawn by K. Bazemore),,80-83,,
4:04.0,Technical foul by K. Bazemore,,80-83,,
4:04.0,,,80-84,1,K. Middleton makes technical free throw
4:04.0,K. Bazemore makes free throw 1 of 2,1,81-84,,
4:04.0,,,81-84,,G. Antetokounmpo enters the game for T. Zeller
4:04.0,,,81-84,,T. Maker enters the game for J. Parker
4:04.0,K. Bazemore misses free throw 2 of 2,,81-84,,
4:01.0,,,81-84,,Defensive rebound by T. Maker
3:59.0,Personal foul by D. Schroder (drawn by E. Bledsoe),,81-84,,
3:59.0,T. Waller-Prince enters the game for I. Taylor,,81-84,,
3:50.0,,,81-84,,Turnover by E. Bledsoe (lost ball; steal by T. Waller-Prince)
3:31.0,K. Bazemore makes 3-pt shot from 30 ft,3,84-84,,
3:30.0,,,84-84,,Milwaukee full timeout
3:03.0,,,84-86,2,G. Antetokounmpo makes 2-pt shot from 10 ft
2:44.0,E. Ilyasova misses 3-pt shot from 27 ft,,84-86,,
2:42.0,,,84-86,,Defensive rebound by G. Antetokounmpo
2:22.0,,,84-88,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by K. Middleton)
2:05.0,E. Ilyasova misses 3-pt shot from 26 ft,,84-88,,
2:01.0,,,84-88,,Defensive rebound by K. Middleton
2:01.0,,,84-90,2,E. Bledsoe makes 2-pt shot from 1 ft (assist by K. Middleton)
2:00.0,Atlanta full timeout,,84-90,,
1:41.0,K. Bazemore misses 2-pt shot from 8 ft (block by G. Antetokounmpo),,84-90,,
1:37.0,,,84-90,,Defensive rebound by T. Snell
1:36.0,,,84-92,2,T. Maker makes 2-pt shot from 1 ft (assist by E. Bledsoe)
1:26.0,,,84-92,,Personal block foul by K. Middleton (drawn by T. Waller-Prince)
1:14.0,D. Dedmon makes 2-pt shot from 6 ft (assist by E. Ilyasova),2,86-92,,
1:14.0,Shooting foul by T. Maker (drawn by D. Dedmon),,86-92,,
1:14.0,D. Dedmon makes free throw 1 of 1,1,87-92,,
1:01.0,,,87-92,,Turnover by E. Bledsoe (lost ball; steal by D. Schroder)
0:59.0,D. Schroder misses 2-pt shot from 9 ft (block by E. Bledsoe),,87-92,,
0:58.0,Offensive rebound by D. Schroder,,87-92,,
0:54.0,K. Bazemore misses 2-pt shot at rim,,87-92,,
0:54.0,,,87-92,,Defensive rebound by Team
0:41.0,,,87-94,2,K. Middleton makes 2-pt shot from 11 ft
0:30.0,D. Dedmon makes 3-pt shot from 26 ft (assist by D. Schroder),3,90-94,,
0:21.0,Personal foul by K. Bazemore (drawn by E. Bledsoe),,90-94,,
0:21.0,,,90-95,1,E. Bledsoe makes free throw 1 of 2
0:21.0,,,90-96,1,E. Bledsoe makes free throw 2 of 2
0:20.0,Turnover by D. Schroder (out of bounds lost ball),,90-96,,
0:14.0,Personal foul by K. Bazemore (drawn by K. Middleton),,90-96,,
0:14.0,,,90-97,1,K. Middleton makes free throw 1 of 2
0:14.0,,,90-97,,K. Middleton misses free throw 2 of 2
0:13.0,Defensive rebound by D. Dedmon,,90-97,,
0:13.0,Atlanta full timeout,,90-97,,
0:08.0,D. Schroder makes 2-pt shot from 2 ft,2,92-97,,
