time,Denver,pts.away,score,pts.home,LA Clippers
5:40.0,,,119-105,2,M. Harrell makes 2-pt shot from 5 ft (assist by L. Williams)
5:19.0,W. Barton makes 3-pt shot from 22 ft (assist by J. Murray),3,122-105,,
4:58.0,,,122-105,,T. Harris misses 2-pt shot from 9 ft
4:56.0,Defensive rebound by W. Chandler,,122-105,,
4:42.0,W. Chandler makes 2-pt shot from 8 ft (assist by N. Jokic),2,124-105,,
4:25.0,,,124-105,,A. Rivers misses 3-pt shot from 24 ft
4:21.0,Defensive rebound by W. Chandler,,124-105,,
4:14.0,W. Chandler misses 3-pt shot from 25 ft,,124-105,,
4:12.0,,,124-105,,Defensive rebound by D. Jordan
4:02.0,,,124-105,,Turnover by A. Rivers (lost ball; steal by N. Jokic)
3:58.0,Shooting foul by M. Harrell (drawn by P. Millsap),,124-105,,
3:58.0,P. Millsap makes free throw 1 of 2,1,125-105,,
3:58.0,,,125-105,,C. Williams enters the game for M. Harrell
3:58.0,,,125-105,,S. Thornwell enters the game for D. Jordan
3:58.0,,,125-105,,B. Marjanovic enters the game for L. Williams
3:58.0,,,125-105,,S. Dekker enters the game for A. Rivers
3:58.0,,,125-105,,T. Wallace enters the game for T. Harris
3:58.0,P. Millsap misses free throw 2 of 2,,125-105,,
3:54.0,,,125-105,,Defensive rebound by B. Marjanovic
3:45.0,,,125-107,2,C. Williams makes 2-pt shot from 22 ft (assist by S. Thornwell)
3:26.0,W. Barton makes 2-pt shot from 17 ft,2,127-107,,
3:08.0,,,127-107,,Turnover by B. Marjanovic (lost ball; steal by N. Jokic)
3:00.0,Turnover by N. Jokic (bad pass; steal by S. Dekker),,127-107,,
2:57.0,,,127-109,2,S. Dekker makes 2-pt shot from 1 ft (assist by C. Williams)
2:40.0,J. Murray makes 2-pt shot from 15 ft,2,129-109,,
2:30.0,,,129-109,,S. Dekker misses 2-pt shot from 4 ft
2:20.0,,,129-109,,Offensive rebound by B. Marjanovic
2:20.0,,,129-111,2,B. Marjanovic makes 2-pt shot at rim
2:08.0,N. Jokic misses 2-pt shot from 10 ft,,129-111,,
2:02.0,Offensive rebound by N. Jokic,,129-111,,
2:02.0,N. Jokic makes 2-pt shot at rim,2,131-111,,
1:45.0,,,131-113,2,T. Wallace makes 2-pt shot from 19 ft (assist by B. Marjanovic)
1:45.0,Denver full timeout,,131-113,,
1:45.0,T. Lyles enters the game for P. Millsap,,131-113,,
1:45.0,D. Harris enters the game for W. Barton,,131-113,,
1:45.0,M. Plumlee enters the game for N. Jokic,,131-113,,
1:45.0,M. Beasley enters the game for W. Chandler,,131-113,,
1:45.0,J. Hernangomez enters the game for J. Murray,,131-113,,
1:23.0,J. Hernangomez misses 3-pt shot from 26 ft,,131-113,,
1:19.0,,,131-113,,Defensive rebound by B. Marjanovic
1:15.0,,,131-113,,Turnover by C. Williams (traveling)
0:57.0,M. Beasley makes 3-pt shot from 24 ft (assist by D. Harris),3,134-113,,
0:35.0,,,134-113,,T. Wallace misses 3-pt shot from 25 ft
0:31.0,,,134-113,,Offensive rebound by S. Dekker
0:31.0,,,134-113,,S. Dekker misses 2-pt shot at rim
0:31.0,,,134-113,,Offensive rebound by B. Marjanovic
0:31.0,,,134-113,,Shooting foul by J. Hernangomez (drawn by B. Marjanovic)
0:31.0,,,134-114,1,B. Marjanovic makes free throw 1 of 2
0:31.0,,,134-115,1,B. Marjanovic makes free throw 2 of 2
0:07.0,Turnover by Team (shot clock),,134-115,,
