time,Houston,pts.away,score,pts.home,Dallas
1:38.0,,,104-91,2,Y. Ferrell makes 2-pt shot from 19 ft (assist by D. Smith)
1:31.0,G. Green misses 3-pt shot from 25 ft,,104-91,,
1:27.0,,,104-91,,Defensive rebound by J. Motley
1:17.0,,,104-93,2,J. Motley makes 2-pt shot from 2 ft (assist by D. Smith)
0:58.0,T. Ariza misses 3-pt shot from 22 ft,,104-93,,
0:56.0,,,104-93,,Defensive rebound by K. Collinsworth
0:51.0,Personal foul by T. Ariza (drawn by K. Collinsworth),,104-93,,
0:51.0,,,104-93,,K. Collinsworth misses free throw 1 of 2
0:51.0,,,104-93,,Offensive rebound by Team
0:51.0,,,104-94,1,K. Collinsworth makes free throw 2 of 2
0:40.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,104-94,,
0:36.0,,,104-94,,Defensive rebound by Y. Ferrell
0:33.0,,,104-94,,Shooting foul by T. Black (drawn by J. Motley)
0:33.0,,,104-94,,J. Motley misses free throw 1 of 2
0:33.0,,,104-94,,Offensive rebound by Team
0:33.0,,,104-95,1,J. Motley makes free throw 2 of 2
0:13.0,,,104-95,,Shooting block foul by D. Smith (drawn by G. Green)
0:13.0,G. Green misses free throw 1 of 2,,104-95,,
0:13.0,Offensive rebound by Team,,104-95,,
0:13.0,G. Green misses free throw 2 of 2,,104-95,,
0:11.0,,,104-95,,Defensive rebound by J. Motley
0:07.0,,,104-95,,M. Kleber misses 3-pt shot from 28 ft
0:04.0,,,104-95,,Offensive rebound by K. Collinsworth
0:04.0,,,104-97,2,K. Collinsworth makes 2-pt shot at rim
