time,LA Lakers,pts.away,score,pts.home,Phoenix
9:35.0,Personal foul by J. Randle (drawn by A. Len),,111-99,,
9:29.0,Personal foul by J. Randle (drawn by A. Len),,111-99,,
9:24.0,,,111-101,2,E. Bledsoe makes 2-pt shot at rim
9:24.0,,,111-101,,Shooting foul by J. Randle (drawn by E. Bledsoe)
9:24.0,LA Lakers full timeout,,111-101,,
9:24.0,B. Lopez enters the game for T. Ennis,,111-101,,
9:24.0,L. Ball enters the game for J. Randle,,111-101,,
9:24.0,,,111-102,1,E. Bledsoe makes free throw 1 of 1
9:10.0,J. Clarkson misses 3-pt shot from 25 ft,,111-102,,
9:07.0,,,111-102,,Defensive rebound by D. Bender
9:00.0,,,111-104,2,E. Bledsoe makes 2-pt shot from 5 ft
8:31.0,J. Clarkson misses 3-pt shot from 25 ft,,111-104,,
8:28.0,,,111-104,,Defensive rebound by D. Bender
8:18.0,,,111-104,,J. Jackson misses 3-pt shot from 23 ft
8:16.0,Defensive rebound by L. Ball,,111-104,,
8:10.0,Turnover by L. Ball (bad pass; steal by D. Bender),,111-104,,
8:08.0,,,111-106,2,J. Jackson makes 2-pt shot from 1 ft
8:08.0,Personal block foul by J. Clarkson (drawn by J. Jackson),,111-106,,
8:08.0,Turnover by J. Clarkson (turnover),,111-106,,
8:08.0,,,111-107,1,J. Jackson makes free throw 1 of 1
7:58.0,B. Lopez makes 2-pt shot from 14 ft (assist by L. Ball),2,113-107,,
7:38.0,,,113-107,,M. James misses 2-pt shot from 5 ft
7:38.0,Defensive rebound by B. Lopez,,113-107,,
7:32.0,J. Clarkson makes 2-pt shot from 1 ft,2,115-107,,
7:31.0,,,115-107,,Phoenix full timeout
7:31.0,,,115-107,,D. Booker enters the game for J. Jackson
7:31.0,,,115-107,,T. Warren enters the game for M. James
7:31.0,B. Ingram enters the game for J. Hart,,115-107,,
7:31.0,C. Brewer enters the game for J. Clarkson,,115-107,,
7:12.0,,,115-107,,T. Warren misses 3-pt shot from 23 ft
7:10.0,Defensive rebound by K. Kuzma,,115-107,,
6:52.0,B. Lopez makes 2-pt shot from 9 ft,2,117-107,,
6:34.0,,,117-109,2,E. Bledsoe makes 2-pt shot from 11 ft
6:18.0,B. Lopez makes 3-pt shot from 26 ft (assist by B. Ingram),3,120-109,,
6:10.0,Violation by K. Kuzma (kicked ball),,120-109,,
6:10.0,,,120-109,,T. Chandler enters the game for A. Len
5:58.0,,,120-111,2,T. Warren makes 2-pt shot at rim (assist by E. Bledsoe)
5:41.0,L. Ball misses 2-pt shot from 2 ft,,120-111,,
5:39.0,,,120-111,,Defensive rebound by D. Bender
5:34.0,,,120-111,,E. Bledsoe misses 3-pt shot from 24 ft
5:32.0,Defensive rebound by L. Ball,,120-111,,
5:19.0,,,120-111,,Personal foul by T. Chandler (drawn by B. Lopez)
5:12.0,Turnover by B. Lopez (traveling),,120-111,,
5:02.0,,,120-111,,D. Booker misses 2-pt shot from 18 ft
4:59.0,Defensive rebound by L. Ball,,120-111,,
4:49.0,L. Ball makes 2-pt shot at rim,2,122-111,,
4:27.0,,,122-111,,T. Warren misses 2-pt shot from 19 ft
4:25.0,Defensive rebound by K. Kuzma,,122-111,,
4:18.0,B. Lopez misses 3-pt shot from 25 ft,,122-111,,
4:15.0,,,122-111,,Defensive rebound by D. Booker
4:12.0,,,122-113,2,D. Booker makes 2-pt shot from 1 ft
4:12.0,,,122-113,,Shooting foul by B. Lopez (drawn by D. Booker)
4:12.0,,,122-114,1,D. Booker makes free throw 1 of 1
3:54.0,L. Ball misses 3-pt shot from 25 ft,,122-114,,
3:52.0,,,122-114,,Defensive rebound by Team
3:45.0,,,122-114,,D. Booker misses 2-pt shot at rim
3:45.0,,,122-114,,Offensive rebound by T. Chandler
3:45.0,,,122-114,,T. Chandler misses 2-pt shot from 1 ft
3:45.0,,,122-114,,Offensive rebound by Team
3:45.0,Personal foul by B. Ingram (drawn by T. Chandler),,122-114,,
3:45.0,,,122-115,1,T. Chandler makes free throw 1 of 2
3:45.0,,,122-116,1,T. Chandler makes free throw 2 of 2
3:29.0,L. Ball misses 2-pt shot from 1 ft (block by D. Bender),,122-116,,
3:27.0,,,122-116,,Defensive rebound by T. Warren
3:25.0,,,122-116,,Shooting foul by B. Ingram (drawn by E. Bledsoe)
3:25.0,,,122-117,1,E. Bledsoe makes free throw 1 of 2
3:25.0,LA Lakers full timeout,,122-117,,
3:25.0,,,122-117,,E. Bledsoe misses free throw 2 of 2
3:21.0,,,122-117,,Offensive rebound by E. Bledsoe
3:19.0,,,122-119,2,T. Chandler makes 2-pt shot at rim
3:01.0,L. Ball makes 2-pt shot from 2 ft,2,124-119,,
2:37.0,,,124-119,,D. Booker misses 2-pt shot from 2 ft
2:35.0,Defensive rebound by B. Lopez,,124-119,,
2:30.0,K. Kuzma makes 2-pt shot from 1 ft (assist by L. Ball),2,126-119,,
2:15.0,,,126-122,3,E. Bledsoe makes 3-pt shot from 25 ft
2:04.0,L. Ball makes 2-pt shot from 1 ft,2,128-122,,
1:51.0,,,128-122,,D. Booker misses 3-pt shot from 24 ft
1:48.0,Defensive rebound by K. Kuzma,,128-122,,
1:35.0,L. Ball makes 2-pt shot at rim,2,130-122,,
1:35.0,,,130-122,,Phoenix full timeout
1:27.0,,,130-124,2,E. Bledsoe makes 2-pt shot from 1 ft
1:09.0,B. Ingram misses 3-pt shot from 23 ft,,130-124,,
1:07.0,,,130-124,,Defensive rebound by D. Bender
1:00.0,,,130-124,,Turnover by D. Bender (bad pass; steal by B. Ingram)
0:41.0,L. Ball misses 2-pt shot from 23 ft,,130-124,,
0:36.0,Offensive rebound by L. Ball,,130-124,,
0:32.0,,,130-124,,Personal take foul by E. Bledsoe (drawn by L. Ball)
0:20.0,B. Ingram misses 2-pt shot from 17 ft,,130-124,,
0:17.0,Offensive rebound by B. Lopez,,130-124,,
0:17.0,B. Lopez misses 2-pt shot at rim,,130-124,,
0:17.0,,,130-124,,Defensive rebound by Team
0:17.0,L. Nance enters the game for B. Lopez,,130-124,,
0:13.0,,,130-126,2,E. Bledsoe makes 2-pt shot from 1 ft
0:13.0,Shooting block foul by L. Nance (drawn by E. Bledsoe),,130-126,,
0:13.0,,,130-126,,J. Jackson enters the game for T. Chandler
0:13.0,B. Lopez enters the game for L. Nance,,130-126,,
0:13.0,,,130-127,1,E. Bledsoe makes free throw 1 of 1
0:10.0,,,130-127,,Personal take foul by E. Bledsoe (drawn by B. Lopez)
0:10.0,,,130-127,,T. Chandler enters the game for E. Bledsoe
0:10.0,,,130-127,,M. Chriss enters the game for D. Bender
0:10.0,B. Lopez misses free throw 2 of 2,,130-127,,
0:10.0,,,130-127,,Defensive rebound by T. Chandler
0:10.0,B. Lopez makes free throw 1 of 2,1,131-127,,
0:09.0,,,131-127,,Phoenix full timeout
0:09.0,,,131-127,,D. Bender enters the game for J. Jackson
0:09.0,,,131-127,,E. Bledsoe enters the game for M. Chriss
0:09.0,L. Nance enters the game for B. Lopez,,131-127,,
0:06.0,,,131-130,3,D. Booker makes 3-pt shot from 27 ft (assist by T. Warren)
0:05.0,,,131-130,,Personal take foul by T. Warren (drawn by B. Ingram)
0:05.0,B. Ingram misses free throw 1 of 2,,131-130,,
0:05.0,Offensive rebound by Team,,131-130,,
0:05.0,,,131-130,,M. Chriss enters the game for T. Chandler
0:05.0,,,131-130,,T. Daniels enters the game for D. Bender
0:05.0,B. Ingram makes free throw 2 of 2,1,132-130,,
0:01.0,,,132-130,,M. Chriss misses 2-pt shot at rim (block by L. Nance)
0:01.0,,,132-130,,Offensive rebound by T. Warren
0:01.0,Personal foul by B. Ingram (drawn by T. Warren),,132-130,,
0:01.0,,,132-130,,T. Warren misses free throw 2 of 2
0:01.0,,,132-130,,Offensive rebound by T. Warren
0:01.0,,,132-130,,T. Warren misses free throw 1 of 2
0:01.0,,,132-130,,Offensive rebound by Team
0:01.0,,,132-130,,T. Chandler enters the game for T. Daniels
0:01.0,B. Lopez enters the game for B. Ingram,,132-130,,
0:00.0,,,132-130,,T. Warren misses 2-pt shot from 5 ft
0:00.0,,,132-130,,Offensive rebound by Team
