time,Milwaukee,pts.away,score,pts.home,Boston
4:48.0,,,91-89,,J. Brown misses free throw 1 of 2
4:48.0,,,91-89,,Offensive rebound by Team
4:48.0,,,91-90,1,J. Brown makes free throw 2 of 2
4:30.0,K. Middleton misses 3-pt shot from 23 ft,,91-90,,
4:27.0,,,91-90,,Defensive rebound by M. Smart
4:06.0,,,91-90,,K. Irving misses 3-pt shot from 23 ft
4:04.0,Defensive rebound by M. Dellavedova,,91-90,,
4:01.0,Shooting foul by J. Brown (drawn by G. Antetokounmpo),,91-90,,
4:01.0,G. Antetokounmpo misses free throw 1 of 2,,91-90,,
4:01.0,Offensive rebound by Team,,91-90,,
4:01.0,,,91-90,,T. Rozier enters the game for J. Brown
4:01.0,G. Antetokounmpo makes free throw 2 of 2,1,92-90,,
3:46.0,,,92-90,,A. Horford misses 3-pt shot from 27 ft
3:42.0,Defensive rebound by K. Middleton,,92-90,,
3:36.0,Turnover by K. Middleton (bad pass; steal by T. Rozier),,92-90,,
3:30.0,,,92-90,,Turnover by J. Tatum (lost ball; steal by G. Antetokounmpo)
3:24.0,M. Brogdon makes 3-pt shot from 26 ft (assist by K. Middleton),3,95-90,,
3:04.0,,,95-90,,K. Irving misses 3-pt shot from 26 ft
3:01.0,Defensive rebound by J. Henson,,95-90,,
2:53.0,,,95-90,,Violation by A. Horford (def goaltending)
2:53.0,M. Dellavedova makes 2-pt shot from 2 ft,2,97-90,,
2:37.0,,,97-93,3,M. Smart makes 3-pt shot from 24 ft (assist by A. Horford)
2:17.0,K. Middleton misses 3-pt shot from 27 ft,,97-93,,
2:14.0,,,97-93,,Defensive rebound by A. Horford
1:59.0,,,97-93,,J. Tatum misses 2-pt shot at rim
1:59.0,,,97-93,,Offensive rebound by J. Tatum
1:59.0,,,97-95,2,J. Tatum makes 2-pt shot at rim
1:59.0,Milwaukee full timeout,,97-95,,
1:59.0,,,97-95,,J. Brown enters the game for T. Rozier
1:48.0,Shooting foul by J. Brown (drawn by G. Antetokounmpo),,97-95,,
1:48.0,,,97-95,,T. Rozier enters the game for J. Brown
1:48.0,G. Antetokounmpo makes free throw 1 of 2,1,98-95,,
1:48.0,G. Antetokounmpo makes free throw 2 of 2,1,99-95,,
1:33.0,,,99-95,,K. Irving misses 2-pt shot from 10 ft (block by J. Henson)
1:30.0,,,99-95,,Offensive rebound by J. Tatum
1:28.0,,,99-95,,M. Smart misses 3-pt shot from 26 ft
1:28.0,Defensive rebound by G. Antetokounmpo,,99-95,,
1:13.0,Turnover by G. Antetokounmpo (lost ball; steal by K. Irving),,99-95,,
1:05.0,,,99-97,2,K. Irving makes 2-pt shot from 2 ft
0:44.0,M. Dellavedova makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,102-97,,
0:37.0,,,102-97,,K. Irving misses 3-pt shot from 28 ft
0:35.0,Defensive rebound by G. Antetokounmpo,,102-97,,
0:33.0,,,102-97,,Personal take foul by J. Tatum (drawn by K. Middleton)
0:33.0,K. Middleton makes free throw 1 of 2,1,103-97,,
0:33.0,K. Middleton makes free throw 2 of 2,1,104-97,,
0:33.0,,,104-97,,Boston full timeout
0:33.0,T. Snell enters the game for J. Henson,,104-97,,
0:31.0,,,104-100,3,T. Rozier makes 3-pt shot from 25 ft (assist by J. Tatum)
0:29.0,,,104-100,,Personal foul by T. Rozier (drawn by M. Dellavedova)
0:29.0,M. Dellavedova makes free throw 1 of 2,1,105-100,,
0:29.0,M. Dellavedova makes free throw 2 of 2,1,106-100,,
0:23.0,,,106-100,,T. Rozier misses 2-pt shot from 4 ft
0:20.0,,,106-100,,Offensive rebound by A. Horford
0:20.0,Personal foul by T. Snell (drawn by M. Smart),,106-100,,
0:20.0,,,106-100,,M. Smart misses free throw 1 of 2
0:20.0,,,106-100,,Offensive rebound by Team
0:20.0,J. Henson enters the game for T. Snell,,106-100,,
0:20.0,,,106-100,,M. Smart misses free throw 2 of 2
0:17.0,Defensive rebound by G. Antetokounmpo,,106-100,,
0:15.0,,,106-100,,Personal take foul by T. Rozier (drawn by G. Antetokounmpo)
0:15.0,G. Antetokounmpo makes free throw 1 of 2,1,107-100,,
0:15.0,G. Antetokounmpo makes free throw 2 of 2,1,108-100,,
0:12.0,,,108-100,,M. Smart misses 3-pt shot from 26 ft
0:08.0,Defensive rebound by J. Henson,,108-100,,
