time,Detroit,pts.away,score,pts.home,Orlando
1:22.0,Offensive rebound by A. Drummond,,85-102,,
1:22.0,Shooting foul by B. Biyombo (drawn by A. Drummond),,85-102,,
1:22.0,A. Drummond makes free throw 1 of 2,1,86-102,,
1:22.0,,,86-102,,W. Iwundu enters the game for A. Gordon
1:22.0,,,86-102,,M. Hezonja enters the game for E. Fournier
1:22.0,L. Kennard enters the game for R. Bullock,,86-102,,
1:22.0,H. Ellenson enters the game for T. Harris,,86-102,,
1:22.0,A. Drummond makes free throw 2 of 2,1,87-102,,
1:07.0,,,87-102,,J. Simmons misses 2-pt shot from 16 ft
1:04.0,Defensive rebound by H. Ellenson,,87-102,,
0:54.0,L. Kennard makes 2-pt shot from 17 ft (assist by A. Drummond),2,89-102,,
0:42.0,,,89-102,,E. Payton misses 2-pt shot from 4 ft (block by A. Drummond)
0:42.0,,,89-102,,Offensive rebound by Team
0:42.0,E. Moreland enters the game for A. Drummond,,89-102,,
0:30.0,,,89-102,,Turnover by Team (shot clock)
0:19.0,L. Galloway misses 2-pt shot from 12 ft,,89-102,,
0:18.0,,,89-102,,Defensive rebound by Team
