time,Portland,pts.away,score,pts.home,Utah
5:39.0,,,82-82,,Turnover by R. Rubio (bad pass; steal by D. Lillard)
5:34.0,C. McCollum makes 2-pt shot from 10 ft (assist by D. Lillard),2,84-82,,
5:33.0,,,84-82,,Utah full timeout
5:33.0,,,84-82,,T. Sefolosha enters the game for D. Favors
5:19.0,,,84-82,,D. Mitchell misses 2-pt shot from 16 ft
5:17.0,,,84-82,,Offensive rebound by D. Mitchell
5:14.0,,,84-84,2,R. Gobert makes 2-pt shot from 2 ft (assist by D. Mitchell)
4:59.0,Shooting foul by D. Mitchell (drawn by D. Lillard),,84-84,,
4:59.0,D. Lillard makes free throw 1 of 2,1,85-84,,
4:59.0,D. Lillard makes free throw 2 of 2,1,86-84,,
4:43.0,Personal foul by D. Lillard (drawn by R. Rubio),,86-84,,
4:39.0,,,86-84,,D. Mitchell misses 2-pt shot from 11 ft
4:34.0,,,86-84,,Offensive rebound by D. Mitchell
4:34.0,,,86-86,2,D. Mitchell makes 2-pt shot at rim
4:20.0,D. Lillard makes 3-pt shot from 27 ft (assist by J. Nurkic),3,89-86,,
4:01.0,,,89-86,,J. Ingles misses 2-pt shot from 6 ft (block by E. Turner)
4:01.0,Defensive rebound by Team,,89-86,,
3:49.0,Turnover by C. McCollum (out of bounds lost ball),,89-86,,
3:49.0,,,89-86,,Utah full timeout
3:42.0,,,89-86,,D. Mitchell misses 3-pt shot from 25 ft
3:40.0,Defensive rebound by D. Lillard,,89-86,,
3:22.0,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard),3,92-86,,
3:08.0,,,92-86,,R. Rubio misses 3-pt shot from 25 ft
3:05.0,Defensive rebound by J. Nurkic,,92-86,,
3:04.0,Portland full timeout,,92-86,,
2:52.0,Turnover by C. McCollum (lost ball; steal by T. Sefolosha),,92-86,,
2:48.0,,,92-89,3,R. Rubio makes 3-pt shot from 24 ft (assist by T. Sefolosha)
2:26.0,J. Nurkic misses 2-pt shot from 3 ft (block by R. Gobert),,92-89,,
2:24.0,,,92-89,,Defensive rebound by R. Rubio
2:19.0,,,92-89,,Turnover by J. Ingles (bad pass; steal by E. Turner)
2:15.0,C. McCollum misses 3-pt shot from 25 ft,,92-89,,
2:12.0,Offensive rebound by J. Nurkic,,92-89,,
2:12.0,J. Nurkic misses 2-pt shot from 2 ft,,92-89,,
2:12.0,,,92-89,,Defensive rebound by J. Ingles
2:03.0,,,92-89,,R. Rubio misses 2-pt shot from 2 ft
2:03.0,,,92-89,,Offensive rebound by Team
2:03.0,M. Harkless enters the game for A. Aminu,,92-89,,
1:52.0,,,92-89,,R. Rubio misses 2-pt shot from 20 ft
1:48.0,Defensive rebound by E. Turner,,92-89,,
1:35.0,D. Lillard misses 3-pt shot from 29 ft,,92-89,,
1:31.0,,,92-89,,Defensive rebound by R. Rubio
1:25.0,,,92-92,3,T. Sefolosha makes 3-pt shot from 22 ft (assist by J. Ingles)
1:09.0,Turnover by D. Lillard (bad pass; steal by T. Sefolosha),,92-92,,
1:04.0,,,92-92,,R. Rubio misses 2-pt shot from 17 ft
1:00.0,Defensive rebound by D. Lillard,,92-92,,
0:45.0,D. Lillard makes 2-pt shot from 1 ft,2,94-92,,
0:45.0,,,94-92,,Utah full timeout
0:29.0,,,94-92,,T. Sefolosha misses 2-pt shot from 2 ft (block by J. Nurkic)
0:29.0,,,94-92,,Offensive rebound by R. Gobert
0:29.0,,,94-94,2,R. Gobert makes 2-pt shot from 2 ft
0:29.0,Portland full timeout,,94-94,,
0:13.0,D. Lillard misses 3-pt shot from 27 ft,,94-94,,
0:10.0,,,94-94,,Defensive rebound by J. Ingles
0:09.0,,,94-94,,Turnover by R. Rubio (traveling)
0:09.0,Portland full timeout,,94-94,,
0:09.0,P. Connaughton enters the game for M. Harkless,,94-94,,
0:00.0,D. Lillard misses 2-pt shot from 16 ft (block by R. Gobert),,94-94,,
0:00.0,,,94-94,,Defensive rebound by T. Sefolosha
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: R. Gobert vs. J. Nurkic,,,,Jump ball: R. Gobert vs. J. Nurkic
4:48.0,,,94-97,3,D. Mitchell makes 3-pt shot from 25 ft
4:32.0,Shooting foul by R. Rubio (drawn by J. Nurkic),,94-97,,
4:32.0,J. Nurkic misses free throw 1 of 2,,94-97,,
4:32.0,Offensive rebound by Team,,94-97,,
4:32.0,J. Nurkic misses free throw 2 of 2,,94-97,,
4:29.0,,,94-97,,Defensive rebound by T. Sefolosha
4:16.0,,,94-97,,Shooting foul by J. Nurkic (drawn by D. Mitchell)
4:16.0,,,94-98,1,D. Mitchell makes free throw 1 of 2
4:16.0,,,94-99,1,D. Mitchell makes free throw 2 of 2
4:02.0,D. Lillard makes 2-pt shot from 20 ft (assist by J. Nurkic),2,96-99,,
3:46.0,,,96-99,,D. Mitchell misses 3-pt shot from 27 ft
3:44.0,Defensive rebound by J. Nurkic,,96-99,,
3:35.0,J. Nurkic misses 2-pt shot from 1 ft,,96-99,,
3:32.0,,,96-99,,Defensive rebound by J. Ingles
3:30.0,Personal foul by E. Turner (drawn by D. Mitchell),,96-99,,
3:24.0,,,96-99,,Shooting foul by E. Turner (drawn by R. Gobert)
3:24.0,,,96-100,1,R. Gobert makes free throw 1 of 2
3:24.0,,,96-100,,R. Gobert misses free throw 2 of 2
3:22.0,Defensive rebound by E. Turner,,96-100,,
3:04.0,J. Nurkic misses 3-pt shot from 24 ft,,96-100,,
3:01.0,,,96-100,,Defensive rebound by R. Gobert
2:42.0,,,96-100,,Turnover by R. Rubio (lost ball; steal by E. Turner)
2:42.0,,,96-100,,Personal foul by D. Mitchell (drawn by C. McCollum)
2:30.0,D. Lillard misses 3-pt shot from 28 ft,,96-100,,
2:26.0,,,96-100,,Defensive rebound by J. Ingles
2:14.0,,,96-102,2,R. Rubio makes 2-pt shot from 15 ft
1:55.0,C. McCollum makes 2-pt shot from 10 ft,2,98-102,,
1:39.0,,,98-102,,Shooting foul by J. Nurkic (drawn by R. Gobert)
1:39.0,,,98-102,,R. Gobert misses free throw 1 of 2
1:39.0,,,98-102,,Offensive rebound by Team
1:39.0,,,98-103,1,R. Gobert makes free throw 2 of 2
1:29.0,,,98-103,,Personal foul by T. Sefolosha
1:29.0,,,98-103,,Technical foul by T. Sefolosha
1:29.0,D. Lillard makes technical free throw,1,99-103,,
1:18.0,C. McCollum misses 2-pt shot from 16 ft,,99-103,,
1:15.0,,,99-103,,Defensive rebound by R. Rubio
1:15.0,Personal foul by C. McCollum (drawn by R. Rubio),,99-103,,
1:15.0,,,99-104,1,R. Rubio makes free throw 1 of 2
1:15.0,,,99-105,1,R. Rubio makes free throw 2 of 2
1:09.0,D. Lillard makes 2-pt shot from 1 ft,2,101-105,,
0:57.0,,,101-105,,Shooting foul by D. Lillard (drawn by R. Rubio)
0:57.0,,,101-106,1,R. Rubio makes free throw 1 of 2
0:57.0,,,101-107,1,R. Rubio makes free throw 2 of 2
0:50.0,E. Turner misses 3-pt shot from 24 ft,,101-107,,
0:46.0,Offensive rebound by M. Harkless,,101-107,,
0:46.0,M. Harkless makes 2-pt shot from 1 ft,2,103-107,,
0:31.0,,,103-110,3,R. Rubio makes 3-pt shot from 24 ft
0:30.0,Portland full timeout,,103-110,,
0:30.0,P. Connaughton enters the game for J. Nurkic,,103-110,,
0:28.0,D. Lillard misses 3-pt shot from 24 ft,,103-110,,
0:23.0,Offensive rebound by D. Lillard,,103-110,,
0:23.0,Turnover by D. Lillard (bad pass),,103-110,,
0:17.0,Personal foul by E. Turner (drawn by R. Rubio),,103-110,,
0:17.0,,,103-111,1,R. Rubio makes free throw 1 of 2
0:17.0,,,103-112,1,R. Rubio makes free throw 2 of 2
0:12.0,C. McCollum misses 3-pt shot from 25 ft,,103-112,,
0:09.0,,,103-112,,Defensive rebound by D. Mitchell
