time,Phoenix,pts.away,score,pts.home,Utah
3:58.0,D. Booker misses 3-pt shot from 26 ft,,90-94,,
3:55.0,,,90-94,,Defensive rebound by J. Ingles
3:50.0,,,90-96,2,R. Gobert makes 2-pt shot from 2 ft (assist by J. Ingles)
3:50.0,Phoenix full timeout,,90-96,,
3:50.0,,,90-96,,J. Crowder enters the game for D. Favors
3:36.0,Jump ball: J. Crowder vs. A. Len,,,,Jump ball: J. Crowder vs. A. Len
3:36.0,,,90-96,,Personal foul by J. Crowder (drawn by A. Len)
3:36.0,A. Len makes free throw 1 of 2,1,91-96,,
3:36.0,A. Len makes free throw 2 of 2,1,92-96,,
3:18.0,,,92-96,,J. Ingles misses 2-pt shot from 5 ft
3:16.0,Defensive rebound by E. Payton,,92-96,,
3:11.0,A. Len misses 2-pt shot from 2 ft,,92-96,,
3:09.0,,,92-96,,Defensive rebound by J. Crowder
2:56.0,,,92-98,2,D. Mitchell makes 2-pt shot from 1 ft
2:41.0,E. Payton makes 3-pt shot from 25 ft,3,95-98,,
2:23.0,,,95-100,2,J. Crowder makes 2-pt shot from 8 ft (assist by D. Mitchell)
2:18.0,Turnover by J. Jackson (out of bounds lost ball),,95-100,,
1:58.0,,,95-102,2,J. Crowder makes 2-pt shot from 1 ft (assist by D. Mitchell)
1:51.0,Offensive foul by E. Payton (drawn by D. Mitchell),,95-102,,
1:51.0,Turnover by E. Payton (offensive foul),,95-102,,
1:28.0,,,95-102,,J. Crowder misses 3-pt shot from 25 ft
1:27.0,Defensive rebound by E. Payton,,95-102,,
1:18.0,Shooting foul by R. Gobert (drawn by D. Booker),,95-102,,
1:18.0,D. Booker makes free throw 1 of 2,1,96-102,,
1:18.0,D. Booker makes free throw 2 of 2,1,97-102,,
0:56.0,,,97-105,3,D. Mitchell makes 3-pt shot from 25 ft (assist by R. O'Neale)
0:45.0,D. Booker misses 3-pt shot from 26 ft,,97-105,,
0:40.0,Offensive rebound by A. Len,,97-105,,
0:35.0,D. Booker misses 3-pt shot from 25 ft,,97-105,,
0:33.0,,,97-105,,Defensive rebound by R. Gobert
0:33.0,Personal foul by J. Jackson (drawn by R. Gobert),,97-105,,
0:33.0,,,97-106,1,R. Gobert makes free throw 1 of 2
0:33.0,M. Chriss enters the game for T. Warren,,97-106,,
0:33.0,,,97-107,1,R. Gobert makes free throw 2 of 2
0:33.0,Phoenix full timeout,,97-107,,
0:33.0,T. Warren enters the game for M. Chriss,,97-107,,
0:28.0,J. Jackson misses 3-pt shot from 25 ft,,97-107,,
0:25.0,Offensive rebound by J. Jackson,,97-107,,
0:21.0,Turnover by J. Jackson (bad pass; steal by J. Crowder),,97-107,,
0:00.0,,,97-107,,Turnover by Team (shot clock)
