time,Oklahoma City,pts.away,score,pts.home,Minnesota
3:04.0,Personal foul by C. Anthony (drawn by J. Teague),,83-96,,
3:04.0,,,83-96,,Minnesota full timeout
2:58.0,,,83-98,2,K. Towns makes 2-pt shot from 20 ft (assist by J. Teague)
2:47.0,Turnover by R. Westbrook (bad pass; steal by J. Butler),,83-98,,
2:47.0,Personal foul by P. George (drawn by J. Butler),,83-98,,
2:47.0,,,83-99,1,J. Butler makes clear path free throw 1 of 2
2:47.0,,,83-99,,J. Butler misses clear path free throw 2 of 2
2:47.0,,,83-99,,Offensive rebound by Team
2:35.0,,,83-99,,Turnover by K. Towns (bad pass; steal by R. Westbrook)
2:34.0,,,83-99,,Personal foul by T. Gibson (drawn by R. Westbrook)
2:26.0,C. Anthony misses 3-pt shot from 24 ft,,83-99,,
2:24.0,Offensive rebound by Team,,83-99,,
2:24.0,,,83-99,,Loose ball foul by T. Gibson (drawn by S. Adams)
2:24.0,,,83-99,,M. Georges-Hunt enters the game for T. Gibson
2:24.0,S. Adams misses free throw 1 of 2,,83-99,,
2:24.0,Offensive rebound by Team,,83-99,,
2:24.0,S. Adams misses free throw 2 of 2,,83-99,,
2:21.0,Offensive rebound by R. Felton,,83-99,,
2:19.0,C. Anthony makes 3-pt shot from 23 ft (assist by R. Westbrook),3,86-99,,
1:54.0,,,86-102,3,J. Butler makes 3-pt shot from 24 ft (assist by K. Towns)
1:54.0,Oklahoma City full timeout,,86-102,,
1:54.0,T. Ferguson enters the game for R. Westbrook,,86-102,,
1:54.0,K. Singler enters the game for R. Felton,,86-102,,
1:54.0,D. Johnson enters the game for C. Anthony,,86-102,,
1:54.0,A. Abrines enters the game for S. Adams,,86-102,,
1:54.0,J. Huestis enters the game for P. George,,86-102,,
1:40.0,A. Abrines misses 3-pt shot from 24 ft,,86-102,,
1:37.0,Offensive rebound by D. Johnson,,86-102,,
1:36.0,D. Johnson misses 2-pt shot from 4 ft,,86-102,,
1:36.0,Offensive rebound by Team,,86-102,,
1:35.0,,,86-102,,A. Brooks enters the game for J. Butler
1:35.0,,,86-102,,S. Muhammad enters the game for J. Teague
1:35.0,,,86-102,,N. Bjelica enters the game for A. Wiggins
1:35.0,,,86-102,,C. Aldrich enters the game for K. Towns
1:35.0,,,86-102,,Personal foul by N. Bjelica (drawn by K. Singler)
1:35.0,K. Singler makes free throw 1 of 2,1,87-102,,
1:35.0,K. Singler makes free throw 2 of 2,1,88-102,,
1:18.0,Personal foul by K. Singler (drawn by S. Muhammad),,88-102,,
1:07.0,,,88-102,,Turnover by N. Bjelica (bad pass; steal by A. Abrines)
1:01.0,T. Ferguson misses 3-pt shot from 25 ft,,88-102,,
0:58.0,,,88-102,,Defensive rebound by N. Bjelica
0:47.0,,,88-104,2,A. Brooks makes 2-pt shot from 16 ft
0:30.0,J. Huestis misses 3-pt shot from 24 ft,,88-104,,
0:26.0,,,88-104,,Defensive rebound by N. Bjelica
0:04.0,,,88-104,,Turnover by Team (shot clock)
