time,Chicago,pts.away,score,pts.home,Toronto
2:50.0,Chicago full timeout,,105-113,,
2:50.0,,,105-113,,P. Siakam enters the game for J. Valanciunas
2:36.0,B. Portis misses 3-pt shot from 27 ft,,105-113,,
2:33.0,,,105-113,,Defensive rebound by D. DeRozan
2:21.0,,,105-113,,Turnover by K. Lowry (bad pass; steal by K. Dunn)
2:17.0,J. Holiday misses 3-pt shot from 24 ft,,105-113,,
2:14.0,,,105-113,,Defensive rebound by K. Lowry
1:56.0,,,105-113,,D. DeRozan misses 2-pt shot from 13 ft
1:55.0,Defensive rebound by B. Portis,,105-113,,
1:50.0,,,105-113,,Shooting block foul by P. Siakam (drawn by K. Dunn)
1:50.0,K. Dunn makes free throw 1 of 2,1,106-113,,
1:50.0,K. Dunn makes free throw 2 of 2,1,107-113,,
1:33.0,,,107-113,,K. Lowry misses 2-pt shot from 2 ft
1:31.0,,,107-113,,Offensive rebound by S. Ibaka
1:30.0,,,107-115,2,S. Ibaka makes 2-pt shot from 1 ft
1:16.0,Shooting foul by P. Siakam (drawn by L. Markkanen),,107-115,,
1:16.0,L. Markkanen makes free throw 1 of 2,1,108-115,,
1:16.0,L. Markkanen makes free throw 2 of 2,1,109-115,,
1:11.0,,,109-115,,Turnover by D. DeRozan (lost ball; steal by K. Dunn)
1:11.0,,,109-115,,Personal foul by D. DeRozan (drawn by K. Dunn)
1:11.0,K. Dunn misses free throw 1 of 2,,109-115,,
1:11.0,Offensive rebound by Team,,109-115,,
1:11.0,K. Dunn makes free throw 2 of 2,1,110-115,,
1:11.0,,,110-115,,Toronto full timeout
0:56.0,,,110-115,,K. Lowry misses 2-pt shot from 5 ft (block by D. Valentine)
0:50.0,,,110-115,,Offensive rebound by K. Lowry
0:50.0,,,110-115,,K. Lowry misses 2-pt shot at rim
0:49.0,Defensive rebound by B. Portis,,110-115,,
0:41.0,B. Portis makes 2-pt shot from 7 ft,2,112-115,,
0:20.0,,,112-117,2,D. DeRozan makes 2-pt shot from 12 ft
0:20.0,Chicago full timeout,,112-117,,
0:19.0,D. Valentine makes 2-pt shot from 2 ft (assist by K. Dunn),2,114-117,,
0:19.0,,,114-117,,Violation by S. Ibaka (def goaltending)
0:14.0,Personal foul by J. Holiday (drawn by D. DeRozan),,114-117,,
0:14.0,,,114-118,1,D. DeRozan makes free throw 1 of 2
0:14.0,,,114-119,1,D. DeRozan makes free throw 2 of 2
0:14.0,Chicago full timeout,,114-119,,
0:08.0,D. Valentine misses 3-pt shot from 26 ft,,114-119,,
0:05.0,Offensive rebound by B. Portis,,114-119,,
0:01.0,Turnover by B. Portis (offensive goaltending),,114-119,,
