time,Toronto,pts.away,score,pts.home,Washington
2:06.0,K. Lowry misses 3-pt shot from 27 ft,,110-112,,
2:03.0,,,110-112,,Defensive rebound by B. Beal
1:45.0,,,110-115,3,M. Morris makes 3-pt shot from 25 ft (assist by O. Porter)
1:41.0,Toronto full timeout,,110-115,,
1:32.0,S. Ibaka misses 3-pt shot from 25 ft,,110-115,,
1:28.0,Offensive rebound by K. Lowry,,110-115,,
1:27.0,,,110-115,,Personal foul by B. Beal (drawn by D. DeRozan)
1:27.0,D. DeRozan makes free throw 1 of 2,1,111-115,,
1:27.0,D. DeRozan makes free throw 2 of 2,1,112-115,,
1:02.0,,,112-115,,B. Beal misses 2-pt shot from 16 ft
1:00.0,,,112-115,,Offensive rebound by O. Porter
0:58.0,,,112-115,,Washington full timeout
0:43.0,,,112-115,,Turnover by T. Satoransky (bad pass; steal by K. Lowry)
0:36.0,S. Ibaka misses 3-pt shot from 24 ft,,112-115,,
0:33.0,,,112-115,,Defensive rebound by O. Porter
0:33.0,Personal foul by K. Lowry (drawn by O. Porter),,112-115,,
0:33.0,,,112-115,,O. Porter misses free throw 1 of 2
0:33.0,,,112-115,,Offensive rebound by Team
0:33.0,,,112-116,1,O. Porter makes free throw 2 of 2
0:24.0,D. DeRozan makes 2-pt shot from 2 ft,2,114-116,,
0:17.0,Personal foul by D. DeRozan (drawn by O. Porter),,114-116,,
0:17.0,,,114-117,1,O. Porter makes free throw 1 of 2
0:17.0,,,114-118,1,O. Porter makes free throw 2 of 2
0:11.0,K. Lowry makes 2-pt shot from 2 ft,2,116-118,,
0:11.0,Shooting foul by B. Beal (drawn by K. Lowry),,116-118,,
0:11.0,P. Siakam enters the game for J. Valanciunas,,116-118,,
0:11.0,K. Lowry misses free throw 1 of 1,,116-118,,
0:08.0,,,116-118,,Defensive rebound by O. Porter
0:08.0,Personal take foul by N. Powell (drawn by B. Beal),,116-118,,
0:08.0,,,116-119,1,B. Beal makes free throw 1 of 2
0:08.0,J. Valanciunas enters the game for P. Siakam,,116-119,,
0:08.0,,,116-120,1,B. Beal makes free throw 2 of 2
0:08.0,Toronto full timeout,,116-120,,
0:08.0,,,116-120,,K. Oubre enters the game for M. Gortat
0:04.0,K. Lowry makes 2-pt shot from 1 ft,2,118-120,,
0:04.0,,,118-120,,Washington full timeout
0:04.0,P. Siakam enters the game for J. Valanciunas,,118-120,,
0:03.0,,,118-120,,Turnover by B. Beal (bad pass; steal by K. Lowry)
0:03.0,,,118-120,,Loose ball foul by B. Beal (drawn by K. Lowry)
0:03.0,,,118-120,,M. Gortat enters the game for K. Oubre
0:03.0,K. Lowry misses free throw 1 of 2,,118-120,,
0:03.0,Offensive rebound by Team,,118-120,,
0:03.0,J. Valanciunas enters the game for P. Siakam,,118-120,,
0:03.0,K. Lowry makes free throw 2 of 2,1,119-120,,
0:02.0,Personal take foul by K. Lowry (drawn by B. Beal),,119-120,,
0:02.0,,,119-121,1,B. Beal makes free throw 1 of 2
0:02.0,,,119-122,1,B. Beal makes free throw 2 of 2
0:02.0,Turnover by D. DeRozan (bad pass; steal by O. Porter),,119-122,,
