time,Portland,pts.away,score,pts.home,LA Lakers
7:35.0,D. Lillard makes 2-pt shot from 3 ft,2,82-90,,
7:25.0,,,82-90,,Turnover by L. Ball (out of bounds lost ball)
7:12.0,D. Lillard misses 3-pt shot from 24 ft,,82-90,,
7:08.0,,,82-90,,Defensive rebound by I. Zubac
7:04.0,,,82-90,,K. Kuzma misses 3-pt shot from 25 ft
7:04.0,Defensive rebound by Team,,82-90,,
7:04.0,,,82-90,,Loose ball foul by K. Kuzma (drawn by J. Nurkic)
6:51.0,A. Aminu misses 2-pt shot from 1 ft (block by K. Kuzma),,82-90,,
6:47.0,,,82-90,,Defensive rebound by I. Zubac
6:42.0,,,82-93,3,L. Ball makes 3-pt shot from 25 ft (assist by I. Thomas)
6:29.0,J. Nurkic makes 2-pt shot from 2 ft (assist by C. McCollum),2,84-93,,
6:11.0,,,84-93,,I. Thomas misses 2-pt shot from 6 ft (block by S. Napier)
6:08.0,Defensive rebound by D. Lillard,,84-93,,
6:06.0,,,84-93,,Shooting block foul by I. Zubac (drawn by D. Lillard)
6:06.0,D. Lillard makes free throw 1 of 2,1,85-93,,
6:06.0,,,85-93,,J. Randle enters the game for K. Kuzma
6:06.0,,,85-93,,B. Lopez enters the game for I. Zubac
6:06.0,D. Lillard makes free throw 2 of 2,1,86-93,,
5:52.0,,,86-95,2,J. Randle makes 2-pt shot from 2 ft (assist by B. Lopez)
5:30.0,C. McCollum misses 2-pt shot from 2 ft,,86-95,,
5:28.0,,,86-95,,Defensive rebound by B. Lopez
5:26.0,,,86-95,,Shooting foul by S. Napier (drawn by I. Thomas)
5:26.0,,,86-96,1,I. Thomas makes free throw 1 of 2
5:26.0,,,86-97,1,I. Thomas makes free throw 2 of 2
5:17.0,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard),3,89-97,,
4:53.0,,,89-97,,I. Thomas misses 3-pt shot from 25 ft
4:49.0,Defensive rebound by J. Nurkic,,89-97,,
4:44.0,Shooting foul by B. Lopez (drawn by D. Lillard),,89-97,,
4:44.0,D. Lillard makes free throw 1 of 2,1,90-97,,
4:44.0,D. Lillard makes free throw 2 of 2,1,91-97,,
4:29.0,,,91-97,,Turnover by J. Randle (lost ball; steal by A. Aminu)
4:21.0,Turnover by A. Aminu (bad pass; steal by J. Randle),,91-97,,
4:12.0,,,91-97,,B. Lopez misses 3-pt shot from 27 ft
4:09.0,Defensive rebound by A. Aminu,,91-97,,
4:04.0,D. Lillard makes 3-pt shot from 27 ft,3,94-97,,
3:48.0,,,94-97,,I. Thomas misses 2-pt shot from 14 ft
3:44.0,Defensive rebound by J. Nurkic,,94-97,,
3:37.0,D. Lillard makes 3-pt shot from 27 ft,3,97-97,,
3:36.0,,,97-97,,LA Lakers full timeout
3:36.0,,,97-97,,K. Kuzma enters the game for I. Thomas
3:29.0,,,97-97,,L. Ball misses 3-pt shot from 23 ft
3:26.0,Defensive rebound by J. Nurkic,,97-97,,
3:14.0,D. Lillard makes 3-pt shot from 28 ft (assist by J. Nurkic),3,100-97,,
2:51.0,,,100-99,2,K. Kuzma makes 2-pt shot from 5 ft
2:22.0,D. Lillard makes 3-pt shot from 25 ft (assist by S. Napier),3,103-99,,
2:09.0,,,103-99,,Shooting foul by C. McCollum (drawn by K. Kuzma)
2:09.0,,,103-100,1,K. Kuzma makes free throw 1 of 2
2:09.0,,,103-100,,K. Kuzma misses free throw 2 of 2
2:03.0,,,103-100,,Offensive rebound by L. Ball
1:51.0,,,103-103,3,L. Ball makes 3-pt shot from 25 ft (assist by J. Randle)
1:38.0,Shooting foul by J. Randle (drawn by D. Lillard),,103-103,,
1:38.0,D. Lillard misses free throw 1 of 2,,103-103,,
1:38.0,Offensive rebound by Team,,103-103,,
1:38.0,D. Lillard makes free throw 2 of 2,1,104-103,,
1:17.0,,,104-103,,K. Caldwell-Pope misses 2-pt shot from 15 ft
1:16.0,Defensive rebound by J. Nurkic,,104-103,,
1:16.0,,,104-103,,Personal foul by K. Caldwell-Pope (drawn by J. Nurkic)
1:16.0,J. Nurkic makes free throw 1 of 2,1,105-103,,
1:16.0,,,105-103,,I. Thomas enters the game for B. Lopez
1:16.0,J. Nurkic makes free throw 2 of 2,1,106-103,,
0:58.0,,,106-103,,K. Caldwell-Pope misses 2-pt shot from 1 ft
0:56.0,Defensive rebound by C. McCollum,,106-103,,
0:37.0,D. Lillard misses 2-pt shot from 22 ft,,106-103,,
0:32.0,Offensive rebound by D. Lillard,,106-103,,
0:11.0,J. Nurkic misses 2-pt shot from 3 ft,,106-103,,
0:07.0,Offensive rebound by S. Napier,,106-103,,
0:07.0,,,106-103,,Personal take foul by I. Thomas (drawn by C. McCollum)
0:07.0,C. McCollum misses free throw 1 of 2,,106-103,,
0:07.0,Offensive rebound by Team,,106-103,,
0:07.0,,,106-103,,B. Lopez enters the game for I. Thomas
0:07.0,C. McCollum misses free throw 2 of 2,,106-103,,
0:07.0,,,106-103,,Defensive rebound by J. Randle
0:07.0,,,106-103,,LA Lakers full timeout
0:07.0,,,106-103,,I. Thomas enters the game for J. Randle
0:07.0,E. Turner enters the game for J. Nurkic,,106-103,,
0:07.0,Technical foul by C. McCollum (drawn by K. Caldwell-Pope),,106-103,,
0:07.0,,,106-103,,I. Thomas misses free throw 1 of 1
0:07.0,,,106-103,,Offensive rebound by Team
0:01.0,,,106-103,,I. Thomas misses 3-pt shot from 24 ft (block by S. Napier)
0:01.0,Defensive rebound by S. Napier,,106-103,,
0:01.0,,,106-103,,Personal foul by B. Lopez (drawn by S. Napier)
0:01.0,S. Napier makes free throw 1 of 2,1,107-103,,
0:01.0,S. Napier makes free throw 2 of 2,1,108-103,,
