time,Brooklyn,pts.away,score,pts.home,Indiana
9:16.0,,,106-115,,Shooting foul by Q. Acy (drawn by L. Stephenson)
9:16.0,Brooklyn full timeout,,106-115,,
9:16.0,,,106-115,,L. Stephenson misses free throw 1 of 1
9:13.0,,,106-115,,Offensive rebound by D. Sabonis
9:09.0,,,106-117,2,D. Wilkins makes 2-pt shot from 12 ft
8:48.0,S. Dinwiddie misses 3-pt shot from 27 ft,,106-117,,
8:46.0,,,106-117,,Defensive rebound by T. Young
8:41.0,,,106-117,,T. Young misses 3-pt shot from 26 ft
8:37.0,Defensive rebound by S. Dinwiddie,,106-117,,
8:37.0,,,106-117,,Personal foul by L. Stephenson (drawn by S. Dinwiddie)
8:37.0,D. Russell enters the game for S. Dinwiddie,,106-117,,
8:26.0,C. LeVert misses 3-pt shot from 28 ft,,106-117,,
8:24.0,,,106-117,,Defensive rebound by C. Joseph
8:17.0,,,106-119,2,C. Joseph makes 2-pt shot from 19 ft
8:09.0,R. Hollis-Jefferson misses 2-pt shot from 1 ft (block by T. Young),,106-119,,
8:09.0,,,106-119,,Defensive rebound by D. Sabonis
8:03.0,,,106-119,,D. Wilkins misses 3-pt shot from 27 ft
8:03.0,Defensive rebound by A. Crabbe,,106-119,,
7:37.0,Q. Acy makes 3-pt shot from 26 ft (assist by D. Russell),3,109-119,,
7:26.0,,,109-119,,T. Young misses 2-pt shot from 16 ft
7:21.0,,,109-119,,Offensive rebound by D. Sabonis
7:21.0,,,109-119,,D. Wilkins misses 3-pt shot from 22 ft
7:17.0,Defensive rebound by C. LeVert,,109-119,,
7:14.0,D. Russell makes 3-pt shot from 26 ft (assist by C. LeVert),3,112-119,,
7:13.0,,,112-119,,Indiana full timeout
7:13.0,,,112-119,,V. Oladipo enters the game for L. Stephenson
7:13.0,,,112-119,,B. Bogdanovic enters the game for D. Wilkins
7:13.0,J. Lin enters the game for Q. Acy,,112-119,,
7:13.0,T. Booker enters the game for A. Crabbe,,112-119,,
6:54.0,,,112-119,,V. Oladipo misses 3-pt shot from 28 ft
6:52.0,Defensive rebound by R. Hollis-Jefferson,,112-119,,
6:44.0,D. Russell makes 2-pt shot from 17 ft,2,114-119,,
6:30.0,,,114-119,,V. Oladipo misses 3-pt shot from 25 ft
6:25.0,,,114-119,,Offensive rebound by T. Young
6:22.0,,,114-122,3,C. Joseph makes 3-pt shot from 26 ft (assist by T. Young)
6:14.0,C. LeVert misses 3-pt shot from 27 ft,,114-122,,
6:12.0,,,114-122,,Defensive rebound by T. Young
6:09.0,Shooting block foul by T. Booker (drawn by V. Oladipo),,114-122,,
6:09.0,,,114-122,,V. Oladipo misses free throw 1 of 2
6:09.0,,,114-122,,Offensive rebound by Team
6:09.0,D. Carroll enters the game for C. LeVert,,114-122,,
6:09.0,,,114-123,1,V. Oladipo makes free throw 2 of 2
5:58.0,,,114-123,,Personal foul by D. Sabonis (drawn by T. Booker)
5:58.0,T. Booker makes free throw 1 of 2,1,115-123,,
5:58.0,,,115-123,,M. Turner enters the game for D. Sabonis
5:58.0,T. Booker makes free throw 2 of 2,1,116-123,,
5:39.0,,,116-123,,C. Joseph misses 2-pt shot from 1 ft
5:36.0,Defensive rebound by T. Booker,,116-123,,
5:32.0,J. Lin misses 3-pt shot from 26 ft,,116-123,,
5:30.0,Offensive rebound by T. Booker,,116-123,,
5:25.0,J. Lin misses 2-pt shot from 1 ft (block by M. Turner),,116-123,,
5:25.0,,,116-123,,Defensive rebound by V. Oladipo
5:21.0,,,116-125,2,B. Bogdanovic makes 2-pt shot at rim (assist by V. Oladipo)
5:21.0,Violation by T. Booker (def goaltending),,116-125,,
5:21.0,,,116-125,,Shooting foul by D. Russell (drawn by B. Bogdanovic)
5:21.0,,,116-125,,D. Collison enters the game for C. Joseph
5:21.0,,,116-126,1,B. Bogdanovic makes free throw 1 of 1
5:10.0,D. Russell misses 2-pt shot from 3 ft,,116-126,,
5:08.0,,,116-126,,Defensive rebound by V. Oladipo
5:03.0,,,116-126,,Offensive charge foul by B. Bogdanovic (drawn by D. Carroll)
5:03.0,,,116-126,,Turnover by B. Bogdanovic (offensive foul)
4:53.0,J. Lin makes 2-pt shot from 1 ft,2,118-126,,
4:53.0,,,118-126,,Violation by M. Turner (def goaltending)
4:53.0,Brooklyn full timeout,,118-126,,
4:53.0,C. LeVert enters the game for J. Lin,,118-126,,
4:53.0,A. Crabbe enters the game for R. Hollis-Jefferson,,118-126,,
4:33.0,,,118-128,2,D. Collison makes 2-pt shot from 19 ft
4:22.0,D. Russell misses 2-pt shot from 15 ft,,118-128,,
4:19.0,,,118-128,,Defensive rebound by T. Young
4:16.0,,,118-128,,Turnover by B. Bogdanovic (step out of bounds)
4:05.0,D. Russell misses 2-pt shot from 1 ft,,118-128,,
4:03.0,,,118-128,,Defensive rebound by M. Turner
3:48.0,,,118-128,,Turnover by T. Young (bad pass; steal by D. Russell)
3:45.0,,,118-128,,Shooting block foul by V. Oladipo (drawn by T. Booker)
3:45.0,T. Booker makes free throw 1 of 2,1,119-128,,
3:45.0,,,119-128,,L. Stephenson enters the game for V. Oladipo
3:45.0,T. Booker misses free throw 2 of 2,,119-128,,
3:42.0,,,119-128,,Defensive rebound by M. Turner
3:22.0,,,119-128,,L. Stephenson misses 2-pt shot from 1 ft
3:19.0,Defensive rebound by T. Booker,,119-128,,
3:11.0,C. LeVert misses 2-pt shot from 1 ft (block by M. Turner),,119-128,,
3:07.0,Offensive rebound by T. Booker,,119-128,,
3:07.0,T. Booker makes 2-pt shot at rim,2,121-128,,
2:48.0,,,121-128,,L. Stephenson misses 2-pt shot from 9 ft
2:45.0,Defensive rebound by D. Carroll,,121-128,,
2:38.0,D. Carroll makes 3-pt shot from 25 ft (assist by D. Russell),3,124-128,,
2:15.0,,,124-128,,T. Young misses 3-pt shot from 23 ft
2:15.0,,,124-128,,Offensive rebound by M. Turner
2:13.0,,,124-128,,Shooting foul by T. Booker (drawn by M. Turner)
2:13.0,,,124-129,1,M. Turner makes free throw 1 of 2
2:13.0,,,124-129,,C. Joseph enters the game for L. Stephenson
2:13.0,,,124-130,1,M. Turner makes free throw 2 of 2
2:04.0,D. Russell makes 2-pt shot from 8 ft,2,126-130,,
1:46.0,,,126-130,,D. Collison misses 2-pt shot from 2 ft
1:44.0,,,126-130,,Offensive rebound by M. Turner
1:44.0,,,126-132,2,M. Turner makes 2-pt shot at rim
1:38.0,T. Booker misses 2-pt shot from 1 ft (block by M. Turner),,126-132,,
1:36.0,Offensive rebound by D. Carroll,,126-132,,
1:36.0,D. Carroll makes 2-pt shot from 2 ft,2,128-132,,
1:24.0,,,128-132,,T. Young misses 2-pt shot from 14 ft
1:22.0,Defensive rebound by D. Carroll,,128-132,,
1:18.0,C. LeVert misses 2-pt shot from 1 ft (block by C. Joseph),,128-132,,
1:15.0,,,128-132,,Defensive rebound by T. Young
0:59.0,,,128-134,2,D. Collison makes 2-pt shot from 2 ft
0:59.0,Brooklyn full timeout,,128-134,,
0:59.0,Offensive foul by D. Carroll (drawn by M. Turner),,128-134,,
0:59.0,Turnover by D. Carroll (offensive foul),,128-134,,
0:59.0,,,128-134,,Indiana full timeout
0:59.0,,,128-134,,V. Oladipo enters the game for B. Bogdanovic
0:55.0,Personal foul by D. Russell (drawn by M. Turner),,128-134,,
0:55.0,,,128-135,1,M. Turner makes free throw 1 of 2
0:55.0,,,128-136,1,M. Turner makes free throw 2 of 2
0:48.0,D. Carroll misses 2-pt shot from 17 ft (block by T. Young),,128-136,,
0:48.0,Offensive rebound by Team,,128-136,,
0:38.0,D. Russell misses 3-pt shot from 25 ft,,128-136,,
0:35.0,,,128-136,,Defensive rebound by V. Oladipo
0:30.0,,,128-138,2,T. Young makes 2-pt shot from 1 ft (assist by V. Oladipo)
0:23.0,D. Russell makes 3-pt shot from 26 ft,3,131-138,,
0:20.0,Personal take foul by C. LeVert (drawn by T. Young),,131-138,,
0:20.0,,,131-139,1,T. Young makes free throw 1 of 2
0:20.0,,,131-140,1,T. Young makes free throw 2 of 2
0:11.0,D. Carroll misses 3-pt shot from 28 ft,,131-140,,
0:07.0,,,131-140,,Defensive rebound by V. Oladipo
