time,LA Clippers,pts.away,score,pts.home,Golden State
5:37.0,A. Rivers misses 3-pt shot from 25 ft,,108-115,,
5:33.0,,,108-115,,Defensive rebound by S. Curry
5:23.0,,,108-115,,S. Curry misses 3-pt shot from 25 ft
5:18.0,Defensive rebound by D. Gallinari,,108-115,,
5:10.0,L. Williams misses 3-pt shot from 24 ft,,108-115,,
5:10.0,Offensive rebound by Team,,108-115,,
5:10.0,,,108-115,,D. Green enters the game for D. West
5:10.0,,,108-115,,A. Iguodala enters the game for S. Livingston
5:10.0,M. Teodosic enters the game for D. Gallinari,,108-115,,
5:04.0,D. Jordan makes 2-pt shot from 1 ft (assist by L. Williams),2,110-115,,
4:43.0,,,110-115,,N. Young misses 3-pt shot from 24 ft
4:39.0,Defensive rebound by T. Harris,,110-115,,
4:31.0,,,110-115,,K. Thompson enters the game for N. Young
4:29.0,Turnover by M. Teodosic (bad pass; steal by D. Green),,110-115,,
4:29.0,Personal foul by L. Williams (drawn by D. Green),,110-115,,
4:29.0,,,110-115,,D. Green misses clear path free throw 1 of 2
4:29.0,,,110-115,,Offensive rebound by Team
4:29.0,,,110-116,1,D. Green makes clear path free throw 2 of 2
4:20.0,,,110-116,,K. Thompson misses 3-pt shot from 25 ft
4:17.0,,,110-116,,Offensive rebound by S. Curry
4:04.0,,,110-116,,Turnover by D. Green (bad pass)
3:50.0,M. Teodosic makes 3-pt shot from 23 ft (assist by T. Harris),3,113-116,,
3:33.0,,,113-118,2,S. Curry makes 2-pt shot from 5 ft
3:08.0,Shooting foul by S. Curry (drawn by M. Teodosic),,113-118,,
3:08.0,M. Teodosic makes free throw 1 of 2,1,114-118,,
3:08.0,M. Teodosic makes free throw 2 of 2,1,115-118,,
2:53.0,,,115-120,2,K. Durant makes 2-pt shot from 14 ft (assist by S. Curry)
2:26.0,L. Williams makes 3-pt shot from 25 ft (assist by T. Harris),2,118-120,,
2:09.0,,,118-122,2,A. Iguodala makes 2-pt shot at rim (assist by K. Durant)
1:59.0,M. Teodosic misses 3-pt shot from 25 ft,,118-122,,
1:55.0,,,118-122,,Defensive rebound by A. Iguodala
1:47.0,,,118-125,3,S. Curry makes 3-pt shot from 29 ft
1:47.0,LA Clippers full timeout,,118-125,,
1:44.0,,,118-125,,Personal foul by D. Green (drawn by D. Jordan)
1:44.0,D. Jordan makes free throw 1 of 2,1,119-125,,
1:44.0,T. Wallace enters the game for M. Teodosic,,119-125,,
1:44.0,W. Johnson enters the game for L. Williams,,119-125,,
1:44.0,D. Jordan makes free throw 2 of 2,1,120-125,,
1:34.0,,,120-128,3,S. Curry makes 3-pt shot from 25 ft
1:34.0,LA Clippers full timeout,,120-128,,
1:34.0,M. Teodosic enters the game for T. Wallace,,120-128,,
1:34.0,L. Williams enters the game for W. Johnson,,120-128,,
1:25.0,T. Harris makes 3-pt shot from 26 ft,3,123-128,,
1:07.0,,,123-130,2,D. Green makes 2-pt shot from 1 ft (assist by K. Durant)
1:00.0,L. Williams makes 2-pt shot from 1 ft,2,125-130,,
0:44.0,,,125-133,3,K. Durant makes 3-pt shot from 23 ft (assist by S. Curry)
0:35.0,D. Jordan makes 2-pt shot from 1 ft (assist by L. Williams),2,127-133,,
0:23.0,Personal foul by A. Rivers (drawn by D. Green),,127-133,,
0:23.0,,,127-134,1,D. Green makes free throw 1 of 2
0:23.0,W. Johnson enters the game for D. Jordan,,127-134,,
0:23.0,,,127-134,,D. Green misses free throw 2 of 2
0:21.0,Defensive rebound by T. Harris,,127-134,,
0:13.0,M. Teodosic misses 3-pt shot from 27 ft (block by D. Green),,127-134,,
0:05.0,,,127-134,,Defensive rebound by K. Durant
