time,Charlotte,pts.away,score,pts.home,Orlando
1:54.0,,,96-94,,M. Hezonja misses 3-pt shot from 27 ft
1:49.0,Defensive rebound by J. Lamb,,96-94,,
1:41.0,M. Williams misses 3-pt shot from 27 ft,,96-94,,
1:39.0,,,96-94,,Defensive rebound by M. Hezonja
1:31.0,,,96-94,,M. Hezonja misses 2-pt shot from 16 ft
1:30.0,,,96-94,,Offensive rebound by Team
1:30.0,Loose ball foul by M. Williams (drawn by B. Biyombo),,96-94,,
1:30.0,,,96-95,1,B. Biyombo makes free throw 1 of 2
1:30.0,,,96-95,,B. Biyombo misses free throw 2 of 2
1:26.0,,,96-95,,Offensive rebound by M. Hezonja
1:23.0,,,96-95,,J. Simmons misses 3-pt shot from 25 ft
1:20.0,,,96-95,,Offensive rebound by B. Biyombo
1:20.0,,,96-97,2,B. Biyombo makes 2-pt shot from 1 ft
1:11.0,K. Walker makes 3-pt shot from 24 ft (assist by N. Batum),3,99-97,,
0:53.0,,,99-97,,D. Augustin misses 3-pt shot from 24 ft
0:45.0,,,99-97,,Offensive rebound by B. Biyombo
0:44.0,,,99-97,,E. Fournier misses 3-pt shot from 26 ft
0:41.0,Defensive rebound by D. Howard,,99-97,,
0:29.0,K. Walker misses 2-pt shot from 3 ft,,99-97,,
0:27.0,Offensive rebound by M. Williams,,99-97,,
0:11.0,N. Batum makes 3-pt shot from 25 ft (assist by J. Lamb),3,102-97,,
0:11.0,,,102-97,,Orlando full timeout
0:11.0,,,102-97,,M. Speights enters the game for J. Simmons
0:11.0,M. Kidd-Gilchrist enters the game for J. Lamb,,102-97,,
0:04.0,,,102-97,,Shooting foul by D. Howard (drawn by B. Biyombo)
0:04.0,,,102-98,1,B. Biyombo makes free throw 1 of 2
0:04.0,,,102-98,,W. Iwundu enters the game for M. Speights
0:04.0,,,102-99,1,B. Biyombo makes free throw 2 of 2
0:04.0,Charlotte full timeout,,102-99,,
0:04.0,,,102-99,,M. Speights enters the game for B. Biyombo
0:04.0,J. Lamb enters the game for D. Howard,,102-99,,
0:04.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,102-99,,
0:03.0,,,102-99,,Personal foul by E. Fournier (drawn by J. Lamb)
0:03.0,Charlotte full timeout,,102-99,,
0:03.0,,,102-99,,J. Simmons enters the game for W. Iwundu
0:02.0,,,102-99,,Personal foul by M. Hezonja (drawn by J. Lamb)
0:02.0,J. Lamb makes free throw 1 of 2,1,103-99,,
0:02.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,103-99,,
0:02.0,J. Lamb makes free throw 2 of 2,1,104-99,,
0:00.0,,,104-102,3,M. Speights makes 3-pt shot from 24 ft (assist by J. Simmons)
