time,Houston,pts.away,score,pts.home,Phoenix
7:06.0,,,128-103,,Defensive rebound by Team
6:54.0,,,128-103,,T. Daniels misses 3-pt shot from 25 ft
6:50.0,,,128-103,,Offensive rebound by G. Monroe
6:49.0,,,128-105,2,G. Monroe makes 2-pt shot at rim
6:36.0,Turnover by J. Harden (bad pass; steal by G. Monroe),,128-105,,
6:30.0,,,128-105,,T. Daniels misses 3-pt shot from 24 ft
6:28.0,Defensive rebound by T. Black,,128-105,,
6:19.0,J. Harden misses 2-pt shot from 2 ft,,128-105,,
6:19.0,,,128-105,,Defensive rebound by M. James
6:13.0,,,128-105,,T. Daniels misses 2-pt shot at rim
6:13.0,Defensive rebound by T. Ariza,,128-105,,
6:05.0,P. Tucker makes 3-pt shot from 23 ft (assist by T. Ariza),3,131-105,,
5:46.0,,,131-105,,J. Jackson misses 3-pt shot from 23 ft
5:44.0,Defensive rebound by T. Black,,131-105,,
5:34.0,J. Harden misses 3-pt shot from 25 ft,,131-105,,
5:31.0,,,131-105,,Defensive rebound by G. Monroe
5:25.0,,,131-105,,Shooting foul by Z. Qi (drawn by M. Chriss)
5:25.0,,,131-106,1,M. Chriss makes free throw 1 of 2
5:25.0,,,131-106,,A. Len enters the game for G. Monroe
5:25.0,,,131-106,,T. Ulis enters the game for M. James
5:25.0,B. Brown enters the game for J. Harden,,131-106,,
5:25.0,,,131-106,,M. Chriss misses free throw 2 of 2
5:23.0,Defensive rebound by B. Brown,,131-106,,
5:10.0,T. Ariza misses 3-pt shot from 23 ft,,131-106,,
5:09.0,,,131-106,,Defensive rebound by Team
4:56.0,,,131-106,,T. Daniels misses 3-pt shot from 25 ft
4:53.0,Defensive rebound by T. Black,,131-106,,
4:43.0,B. Brown misses 2-pt shot from 13 ft,,131-106,,
4:39.0,Offensive rebound by T. Black,,131-106,,
4:28.0,B. Brown misses 3-pt shot from 25 ft,,131-106,,
4:25.0,,,131-106,,Defensive rebound by T. Daniels
4:09.0,,,131-108,2,J. Jackson makes 2-pt shot from 10 ft
4:03.0,Turnover by Z. Qi (bad pass; steal by T. Ulis),,131-108,,
4:01.0,,,131-110,2,T. Ulis makes 2-pt shot from 7 ft
3:45.0,P. Tucker makes 3-pt shot from 23 ft (assist by B. Brown),3,134-110,,
3:34.0,,,134-110,,M. Chriss misses 3-pt shot from 26 ft
3:31.0,Defensive rebound by T. Ariza,,134-110,,
3:29.0,,,134-110,,M. James enters the game for T. Daniels
3:15.0,Z. Qi misses 2-pt shot from 11 ft (block by M. Chriss),,134-110,,
3:12.0,Offensive rebound by T. Black,,134-110,,
3:11.0,T. Black misses 2-pt shot at rim,,134-110,,
3:09.0,,,134-110,,Defensive rebound by M. James
3:09.0,Personal foul by B. Brown (drawn by M. James),,134-110,,
3:09.0,,,134-110,,M. James misses free throw 1 of 2
3:09.0,,,134-110,,Offensive rebound by Team
3:09.0,,,134-110,,M. James misses free throw 2 of 2
3:06.0,,,134-110,,Offensive rebound by M. James
3:04.0,,,134-110,,M. James misses 3-pt shot from 22 ft
3:02.0,Defensive rebound by T. Black,,134-110,,
2:54.0,T. Black makes 2-pt shot from 1 ft (assist by T. Ariza),2,136-110,,
2:32.0,,,136-110,,M. James misses 2-pt shot from 1 ft (block by Z. Qi)
2:30.0,Defensive rebound by B. Brown,,136-110,,
2:24.0,Z. Qi misses 2-pt shot from 11 ft,,136-110,,
2:21.0,Offensive rebound by T. Black,,136-110,,
2:19.0,T. Ariza makes 3-pt shot from 23 ft (assist by T. Black),3,139-110,,
2:03.0,,,139-110,,A. Len misses 2-pt shot from 1 ft
1:59.0,,,139-110,,Offensive rebound by A. Len
1:59.0,,,139-110,,A. Len misses 2-pt shot from 2 ft (block by Z. Qi)
1:59.0,,,139-110,,Offensive rebound by A. Len
1:58.0,,,139-110,,M. Chriss misses 2-pt shot from 7 ft
1:50.0,Defensive rebound by T. Black,,139-110,,
1:50.0,B. Brown makes 3-pt shot from 25 ft,3,142-110,,
1:34.0,,,142-112,2,M. Chriss makes 2-pt shot at rim (assist by T. Ulis)
1:34.0,,,142-112,,Shooting foul by Z. Qi (drawn by M. Chriss)
1:34.0,,,142-112,,Phoenix full timeout
1:34.0,,,142-112,,M. Chriss misses free throw 1 of 1
1:32.0,Defensive rebound by Z. Qi,,142-112,,
1:11.0,Z. Qi misses 2-pt shot from 8 ft,,142-112,,
1:09.0,,,142-112,,Defensive rebound by T. Ulis
1:03.0,,,142-112,,Shooting foul by T. Black (drawn by J. Jackson)
1:03.0,,,142-113,1,J. Jackson makes free throw 1 of 2
1:03.0,,,142-114,1,J. Jackson makes free throw 2 of 2
0:50.0,T. Black misses 3-pt shot from 26 ft,,142-114,,
0:47.0,,,142-114,,Defensive rebound by M. Chriss
0:38.0,,,142-114,,A. Len misses 2-pt shot from 1 ft
0:36.0,,,142-114,,Offensive rebound by A. Len
0:36.0,,,142-114,,Shooting foul by Z. Qi (drawn by A. Len)
0:36.0,,,142-115,1,A. Len makes free throw 1 of 2
0:36.0,,,142-116,1,A. Len makes free throw 2 of 2
0:25.0,P. Tucker misses 3-pt shot from 23 ft,,142-116,,
0:23.0,,,142-116,,Defensive rebound by T. Ulis
0:18.0,,,142-116,,M. James misses 2-pt shot from 3 ft (block by T. Black)
0:18.0,,,142-116,,Offensive rebound by Team
0:09.0,,,142-116,,M. James misses 3-pt shot from 26 ft
0:06.0,Defensive rebound by Team,,142-116,,
