time,Oklahoma City,pts.away,score,pts.home,Memphis
2:54.0,P. George makes 3-pt shot from 22 ft (assist by R. Westbrook),3,114-106,,
2:38.0,,,114-109,3,A. Harrison makes 3-pt shot from 23 ft (assist by M. Gasol)
2:25.0,Turnover by R. Westbrook (step out of bounds),,114-109,,
2:14.0,,,114-109,,M. Gasol misses 3-pt shot from 25 ft
2:10.0,,,114-109,,Offensive rebound by T. Evans
2:00.0,,,114-109,,T. Evans misses 2-pt shot from 21 ft
1:57.0,Defensive rebound by R. Westbrook,,114-109,,
1:40.0,C. Anthony misses 3-pt shot from 26 ft (block by J. Martin),,114-109,,
1:37.0,,,114-109,,Defensive rebound by T. Evans
1:28.0,,,114-111,2,T. Evans makes 2-pt shot at rim
1:10.0,Shooting foul by D. Brooks (drawn by R. Westbrook),,114-111,,
1:10.0,R. Westbrook misses free throw 1 of 2,,114-111,,
1:10.0,Offensive rebound by Team,,114-111,,
1:10.0,T. Ferguson enters the game for R. Felton,,114-111,,
1:10.0,R. Westbrook makes free throw 2 of 2,1,115-111,,
1:10.0,,,115-111,,Memphis full timeout
0:59.0,,,115-111,,J. Martin misses 3-pt shot from 23 ft
0:59.0,,,115-111,,Offensive rebound by Team
0:59.0,Loose ball foul by S. Adams (drawn by M. Gasol),,115-111,,
0:47.0,,,115-114,3,T. Evans makes 3-pt shot from 26 ft (assist by M. Gasol)
0:25.0,C. Anthony makes 3-pt shot from 26 ft (assist by R. Westbrook),3,118-114,,
0:24.0,,,118-114,,Memphis full timeout
0:18.0,,,118-114,,T. Evans misses 2-pt shot at rim (block by R. Westbrook)
0:18.0,Defensive rebound by Team,,118-114,,
0:18.0,Oklahoma City full timeout,,118-114,,
0:18.0,P. Patterson enters the game for S. Adams,,118-114,,
0:14.0,Turnover by P. George (bad pass; steal by A. Harrison),,118-114,,
0:10.0,,,118-114,,J. Martin misses 2-pt shot from 20 ft
0:06.0,Defensive rebound by R. Westbrook,,118-114,,
0:05.0,,,118-114,,Personal take foul by A. Harrison
0:05.0,,,118-114,,M. Chalmers enters the game for A. Harrison
0:05.0,R. Westbrook makes free throw 1 of 2,1,119-114,,
0:05.0,R. Westbrook makes free throw 2 of 2,1,120-114,,
0:05.0,,,120-114,,Technical foul by A. Harrison
0:05.0,R. Westbrook makes technical free throw,1,121-114,,
