time,Memphis,pts.away,score,pts.home,New Orleans
0:20.0,,,104-108,,New Orleans full timeout
0:10.0,Personal foul by B. McLemore (drawn by J. Holiday),,104-108,,
0:10.0,,,104-109,1,J. Holiday makes free throw 1 of 2
0:10.0,,,104-110,1,J. Holiday makes free throw 2 of 2
0:10.0,Memphis full timeout,,104-110,,
0:10.0,,,104-110,,D. Cunningham enters the game for D. Cousins
0:06.0,T. Evans misses 3-pt shot from 24 ft,,104-110,,
0:03.0,,,104-110,,Defensive rebound by E. Moore
0:03.0,Personal take foul by B. McLemore (drawn by D. Miller),,104-110,,
0:03.0,,,104-111,1,D. Miller makes free throw 1 of 2
0:03.0,,,104-111,,D. Miller misses free throw 2 of 2
0:03.0,M. Henry enters the game for B. McLemore,,104-111,,
0:03.0,I. Rabb enters the game for M. Gasol,,104-111,,
0:00.0,Offensive rebound by J. Martin,,104-111,,
