time,Miami,pts.away,score,pts.home,Charlotte
2:42.0,,,100-93,,K. Walker misses 2-pt shot from 6 ft (block by J. Johnson)
2:42.0,,,100-93,,Offensive rebound by Team
2:38.0,,,100-93,,K. Walker misses 3-pt shot from 25 ft
2:34.0,,,100-93,,Offensive rebound by M. Kidd-Gilchrist
2:33.0,,,100-93,,Shooting foul by J. Johnson (drawn by D. Howard)
2:33.0,,,100-93,,D. Howard misses free throw 1 of 2
2:33.0,,,100-93,,Offensive rebound by Team
2:33.0,,,100-94,1,D. Howard makes free throw 2 of 2
2:10.0,Turnover by J. Johnson (lost ball; steal by M. Williams),,100-94,,
2:08.0,Personal foul by J. Richardson (drawn by M. Kidd-Gilchrist),,100-94,,
2:02.0,Personal foul by J. Johnson (drawn by K. Walker),,100-94,,
2:02.0,,,100-95,1,K. Walker makes free throw 1 of 2
2:02.0,K. Olynyk enters the game for B. Adebayo,,100-95,,
2:02.0,,,100-96,1,K. Walker makes free throw 2 of 2
1:49.0,D. Waiters misses 2-pt shot from 17 ft,,100-96,,
1:45.0,,,100-96,,Defensive rebound by K. Walker
1:31.0,,,100-98,2,D. Howard makes 2-pt shot from 4 ft
1:09.0,D. Waiters makes 2-pt shot from 11 ft,2,102-98,,
0:51.0,,,102-98,,N. Batum misses 2-pt shot from 6 ft
0:49.0,Defensive rebound by J. Richardson,,102-98,,
0:26.0,J. Johnson misses 3-pt shot from 23 ft,,102-98,,
0:26.0,Offensive rebound by Team,,102-98,,
0:26.0,Turnover by Team (shot clock),,102-98,,
0:26.0,,,102-98,,Charlotte full timeout
0:26.0,,,102-98,,J. Lamb enters the game for M. Kidd-Gilchrist
0:26.0,B. Adebayo enters the game for K. Olynyk,,102-98,,
0:18.0,,,102-98,,J. Lamb misses 2-pt shot from 2 ft
0:16.0,,,102-98,,Offensive rebound by J. Lamb
0:16.0,,,102-98,,J. Lamb misses 2-pt shot at rim
0:16.0,Defensive rebound by J. Richardson,,102-98,,
0:16.0,,,102-98,,Personal take foul by M. Williams (drawn by J. Richardson)
0:16.0,,,102-98,,M. Kidd-Gilchrist enters the game for J. Lamb
0:16.0,Miami full timeout,,102-98,,
0:16.0,W. Ellington enters the game for B. Adebayo,,102-98,,
0:09.0,,,102-98,,Personal take foul by K. Walker (drawn by G. Dragic)
0:09.0,G. Dragic makes free throw 1 of 2,1,103-98,,
0:09.0,,,103-98,,J. Lamb enters the game for M. Kidd-Gilchrist
0:09.0,B. Adebayo enters the game for W. Ellington,,103-98,,
0:09.0,G. Dragic makes free throw 2 of 2,1,104-98,,
0:02.0,,,104-98,,K. Walker misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by J. Richardson,,104-98,,
