time,Brooklyn,pts.away,score,pts.home,Miami
6:53.0,Turnover by Q. Acy (bad pass; steal by B. Adebayo),,103-69,,
6:49.0,,,103-71,2,B. Adebayo makes 2-pt shot from 3 ft (assist by J. Richardson)
6:49.0,,,103-71,,Shooting foul by S. Dinwiddie (drawn by B. Adebayo)
6:49.0,T. Mozgov enters the game for Q. Acy,,103-71,,
6:49.0,,,103-72,1,B. Adebayo makes free throw 1 of 1
6:34.0,S. Dinwiddie makes 2-pt shot from 6 ft,2,105-72,,
6:24.0,Def 3 sec tech foul by T. Mozgov,,105-72,,
6:24.0,,,105-72,,W. Ellington misses technical free throw
6:24.0,,,105-72,,Offensive rebound by Team
6:24.0,,,105-72,,M. Williams enters the game for W. Ellington
6:24.0,J. Harris enters the game for A. Crabbe,,105-72,,
6:17.0,Personal foul by N. Stauskas (drawn by J. Richardson),,105-72,,
6:17.0,,,105-73,1,J. Richardson makes free throw 1 of 2
6:17.0,,,105-74,1,J. Richardson makes free throw 2 of 2
6:05.0,S. Dinwiddie misses 3-pt shot from 26 ft,,105-74,,
6:02.0,,,105-74,,Defensive rebound by J. Mickey
5:57.0,,,105-76,2,J. Richardson makes 2-pt shot from 3 ft
5:57.0,,,105-76,,Shooting foul by S. Dinwiddie (drawn by J. Richardson)
5:57.0,,,105-77,1,J. Richardson makes free throw 1 of 1
5:40.0,T. Zeller misses 2-pt shot from 4 ft,,105-77,,
5:36.0,,,105-77,,Defensive rebound by J. Mickey
5:30.0,,,105-79,2,J. Richardson makes 2-pt shot from 11 ft
5:15.0,Turnover by T. Mozgov (traveling),,105-79,,
5:01.0,,,105-79,,Shooting foul by T. Mozgov (drawn by B. Adebayo)
5:01.0,,,105-79,,B. Adebayo misses free throw 1 of 2
5:01.0,,,105-79,,Offensive rebound by Team
5:01.0,,,105-80,1,B. Adebayo makes free throw 2 of 2
4:46.0,Shooting foul by J. Mickey (drawn by T. Zeller),,105-80,,
4:46.0,T. Zeller makes free throw 1 of 2,1,106-80,,
4:46.0,,,106-80,,U. Haslem enters the game for J. Richardson
4:46.0,T. Zeller makes free throw 2 of 2,1,107-80,,
4:34.0,,,107-80,,B. Adebayo misses 2-pt shot from 10 ft
4:30.0,Defensive rebound by T. Zeller,,107-80,,
4:27.0,Turnover by J. Harris (step out of bounds),,107-80,,
4:15.0,,,107-80,,M. Williams misses 3-pt shot from 25 ft
4:12.0,,,107-80,,Offensive rebound by B. Adebayo
4:06.0,,,107-80,,U. Haslem misses 3-pt shot from 25 ft
4:01.0,Defensive rebound by J. Harris,,107-80,,
3:55.0,,,107-80,,Personal foul by M. Williams (drawn by S. Dinwiddie)
3:50.0,N. Stauskas misses 3-pt shot from 25 ft,,107-80,,
3:45.0,,,107-80,,Defensive rebound by B. Adebayo
3:34.0,,,107-80,,M. Williams misses 3-pt shot from 25 ft
3:31.0,Defensive rebound by T. Zeller,,107-80,,
3:13.0,Jump ball: U. Haslem vs. T. Mozgov (T. Zeller gains possession),,,,Jump ball: U. Haslem vs. T. Mozgov (T. Zeller gains possession)
3:10.0,T. Mozgov misses 2-pt shot from 2 ft,,107-80,,
3:08.0,,,107-80,,Defensive rebound by J. Mickey
3:00.0,,,107-82,2,J. Mickey makes 2-pt shot from 6 ft
2:44.0,J. Harris makes 2-pt shot from 3 ft,2,109-82,,
2:32.0,,,109-82,,D. Walton misses 2-pt shot from 10 ft
2:32.0,Defensive rebound by Team,,109-82,,
2:30.0,,,109-82,,Miami full timeout
2:19.0,Turnover by J. Harris (traveling),,109-82,,
2:04.0,,,109-82,,J. Mickey misses 2-pt shot from 5 ft (block by T. Zeller)
1:59.0,Defensive rebound by J. Harris,,109-82,,
1:47.0,Offensive charge foul by J. Harris (drawn by U. Haslem),,109-82,,
1:47.0,Turnover by J. Harris (offensive foul),,109-82,,
1:25.0,,,109-85,3,U. Haslem makes 3-pt shot from 23 ft (assist by B. Adebayo)
1:10.0,Shooting foul by D. Walton (drawn by S. Dinwiddie),,109-85,,
1:10.0,S. Dinwiddie makes free throw 1 of 2,1,110-85,,
1:10.0,S. Dinwiddie makes free throw 2 of 2,1,111-85,,
0:55.0,,,111-87,2,M. Williams makes 2-pt shot from 13 ft
0:38.0,S. Dinwiddie misses 2-pt shot from 8 ft,,111-87,,
0:35.0,,,111-87,,Defensive rebound by J. Mickey
0:30.0,,,111-87,,M. Williams misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by T. Zeller,,111-87,,
0:05.0,Turnover by Team (shot clock),,111-87,,
