time,Atlanta,pts.away,score,pts.home,Indiana
7:37.0,,,78-95,,C. Joseph enters the game for G. Robinson
7:37.0,D. Bembry enters the game for T. Dorsey,,78-95,,
7:37.0,D. Schroder enters the game for K. Bazemore,,78-95,,
7:28.0,,,78-97,2,D. Sabonis makes 2-pt shot from 4 ft (assist by L. Stephenson)
7:17.0,Turnover by D. Schroder (turnover),,78-97,,
7:17.0,Loose ball foul by D. Schroder (drawn by L. Stephenson),,78-97,,
7:04.0,,,78-97,,C. Joseph misses 2-pt shot from 3 ft (block by J. Collins)
7:01.0,Defensive rebound by T. Waller-Prince,,78-97,,
6:59.0,D. Bembry makes 2-pt shot from 1 ft (assist by T. Waller-Prince),2,80-97,,
6:44.0,,,80-99,2,V. Oladipo makes 2-pt shot from 18 ft
6:28.0,I. Taylor misses 3-pt shot from 25 ft,,80-99,,
6:25.0,,,80-99,,Defensive rebound by D. Sabonis
6:25.0,Personal foul by J. Collins (drawn by D. Sabonis),,80-99,,
6:03.0,,,80-99,,D. Sabonis misses 2-pt shot from 6 ft
6:01.0,Defensive rebound by T. Waller-Prince,,80-99,,
5:52.0,T. Waller-Prince misses 3-pt shot from 27 ft,,80-99,,
5:49.0,,,80-99,,Defensive rebound by L. Stephenson
5:48.0,Personal foul by T. Waller-Prince (drawn by D. Sabonis),,80-99,,
5:48.0,K. Bazemore enters the game for I. Taylor,,80-99,,
5:44.0,,,80-99,,Turnover by L. Stephenson (bad pass)
5:37.0,,,80-99,,Shooting block foul by V. Oladipo (drawn by J. Collins)
5:37.0,J. Collins makes free throw 1 of 2,1,81-99,,
5:37.0,J. Collins misses free throw 2 of 2,,81-99,,
5:35.0,,,81-99,,Defensive rebound by D. Sabonis
5:21.0,,,81-99,,V. Oladipo misses 3-pt shot from 28 ft
5:18.0,Defensive rebound by D. Bembry,,81-99,,
5:15.0,Turnover by D. Bembry (bad pass; steal by C. Joseph),,81-99,,
5:14.0,,,81-101,2,C. Joseph makes 2-pt shot at rim
5:14.0,,,81-101,,Shooting foul by D. Bembry (drawn by C. Joseph)
5:14.0,,,81-101,,C. Joseph misses free throw 1 of 1
5:10.0,Defensive rebound by T. Waller-Prince,,81-101,,
5:02.0,T. Waller-Prince makes 2-pt shot at rim,2,83-101,,
4:45.0,,,83-103,2,V. Oladipo makes 2-pt shot from 6 ft
4:38.0,,,83-103,,Personal block foul by V. Oladipo (drawn by K. Bazemore)
4:38.0,,,83-103,,B. Bogdanovic enters the game for V. Oladipo
4:38.0,M. Muscala enters the game for T. Waller-Prince,,83-103,,
4:35.0,D. Schroder misses 3-pt shot from 27 ft,,83-103,,
4:32.0,,,83-103,,Defensive rebound by D. Sabonis
4:18.0,,,83-103,,B. Bogdanovic misses 3-pt shot from 23 ft
4:18.0,Defensive rebound by D. Bembry,,83-103,,
4:09.0,D. Bembry makes 2-pt shot from 1 ft,2,85-103,,
4:00.0,,,85-103,,Indiana full timeout
4:00.0,I. Taylor enters the game for D. Schroder,,85-103,,
3:44.0,,,85-103,,T. Young misses 2-pt shot from 17 ft
3:42.0,Defensive rebound by D. Bembry,,85-103,,
3:38.0,I. Taylor makes 2-pt shot from 2 ft,2,87-103,,
3:20.0,,,87-103,,L. Stephenson misses 3-pt shot from 29 ft
3:18.0,,,87-103,,Offensive rebound by D. Sabonis
3:01.0,,,87-106,3,L. Stephenson makes 3-pt shot from 24 ft (assist by C. Joseph)
2:39.0,M. Muscala makes 2-pt shot at rim (assist by I. Taylor),2,89-106,,
2:19.0,,,89-108,2,C. Joseph makes 2-pt shot from 12 ft
2:09.0,M. Muscala misses 3-pt shot from 26 ft,,89-108,,
2:05.0,,,89-108,,Defensive rebound by L. Stephenson
1:45.0,,,89-110,2,C. Joseph makes 2-pt shot from 1 ft
1:37.0,Turnover by M. Muscala (lost ball; steal by T. Young),,89-110,,
1:31.0,,,89-112,2,B. Bogdanovic makes 2-pt shot from 17 ft (assist by L. Stephenson)
1:24.0,I. Taylor misses 3-pt shot from 26 ft,,89-112,,
1:19.0,,,89-112,,Defensive rebound by T. Young
1:14.0,,,89-112,,Indiana full timeout
1:14.0,,,89-112,,A. Poythress enters the game for C. Joseph
1:14.0,,,89-112,,J. Young enters the game for D. Sabonis
1:14.0,,,89-112,,T. McKinney-Jones enters the game for T. Young
1:14.0,,,89-112,,T. Leaf enters the game for B. Bogdanovic
1:14.0,T. Dorsey enters the game for J. Collins,,89-112,,
1:14.0,A. White enters the game for K. Bazemore,,89-112,,
1:14.0,M. Plumlee enters the game for D. Bembry,,89-112,,
1:06.0,Shooting block foul by M. Plumlee (drawn by T. Leaf),,89-112,,
1:06.0,,,89-113,1,T. Leaf makes free throw 1 of 2
1:06.0,,,89-114,1,T. Leaf makes free throw 2 of 2
0:57.0,A. White misses 3-pt shot from 25 ft,,89-114,,
0:53.0,,,89-114,,Defensive rebound by J. Young
0:40.0,,,89-116,2,A. Poythress makes 2-pt shot from 1 ft
0:33.0,I. Taylor makes 2-pt shot from 1 ft,2,91-116,,
0:21.0,,,91-116,,J. Young misses 2-pt shot from 14 ft
0:19.0,Defensive rebound by M. Muscala,,91-116,,
0:12.0,Shooting foul by T. Leaf (drawn by M. Muscala),,91-116,,
0:12.0,M. Muscala makes free throw 1 of 2,1,92-116,,
0:12.0,M. Muscala makes free throw 2 of 2,1,93-116,,
