time,San Antonio,pts.away,score,pts.home,Denver
6:57.0,San Antonio full timeout,,103-111,,
6:57.0,,,103-111,,G. Harris enters the game for T. Lyles
6:57.0,P. Gasol enters the game for T. Parker,,103-111,,
6:46.0,M. Ginobili misses 2-pt shot from 19 ft,,103-111,,
6:42.0,,,103-111,,Defensive rebound by W. Chandler
6:34.0,,,103-111,,G. Harris misses 2-pt shot from 2 ft
6:32.0,Defensive rebound by K. Anderson,,103-111,,
6:26.0,,,103-111,,Personal foul by N. Jokic (drawn by L. Aldridge)
6:26.0,L. Aldridge makes free throw 1 of 2,1,104-111,,
6:26.0,L. Aldridge makes free throw 2 of 2,1,105-111,,
6:10.0,,,105-111,,J. Murray misses 2-pt shot from 4 ft
6:08.0,Defensive rebound by L. Aldridge,,105-111,,
5:53.0,,,105-111,,Personal foul by W. Chandler (drawn by L. Aldridge)
5:53.0,L. Aldridge misses free throw 1 of 2,,105-111,,
5:53.0,Offensive rebound by Team,,105-111,,
5:53.0,L. Aldridge makes free throw 2 of 2,1,106-111,,
5:43.0,,,106-111,,N. Jokic misses 3-pt shot from 24 ft
5:39.0,Defensive rebound by L. Aldridge,,106-111,,
5:28.0,L. Aldridge makes 2-pt shot from 9 ft,2,108-111,,
5:12.0,,,108-111,,N. Jokic misses 2-pt shot from 6 ft
5:11.0,Defensive rebound by Team,,108-111,,
5:11.0,,,108-111,,Loose ball foul by N. Jokic (drawn by P. Gasol)
5:11.0,P. Gasol makes free throw 1 of 2,1,109-111,,
5:11.0,,,109-111,,M. Plumlee enters the game for W. Barton
5:11.0,P. Mills enters the game for M. Ginobili,,109-111,,
5:11.0,D. Murray enters the game for D. Bertans,,109-111,,
5:11.0,P. Gasol misses free throw 2 of 2,,109-111,,
5:09.0,,,109-111,,Defensive rebound by M. Plumlee
4:57.0,,,109-111,,Shooting foul by P. Gasol (drawn by G. Harris)
4:57.0,,,109-111,,G. Harris misses free throw 1 of 2
4:57.0,,,109-111,,Offensive rebound by Team
4:57.0,,,109-112,1,G. Harris makes free throw 2 of 2
4:51.0,,,109-112,,Personal foul by M. Plumlee (drawn by L. Aldridge)
4:51.0,L. Aldridge makes free throw 1 of 2,1,110-112,,
4:51.0,L. Aldridge makes free throw 2 of 2,1,111-112,,
4:36.0,,,111-112,,Offensive charge foul by G. Harris (drawn by P. Mills)
4:36.0,,,111-112,,Turnover by G. Harris (offensive foul)
4:36.0,,,111-112,,Technical foul by J. Murray
4:36.0,L. Aldridge makes technical free throw,1,112-112,,
4:36.0,L. Aldridge misses technical free throw,,112-112,,
4:36.0,Offensive rebound by Team,,112-112,,
4:27.0,,,112-112,,Personal foul by M. Plumlee (drawn by L. Aldridge)
4:27.0,L. Aldridge makes free throw 1 of 2,1,113-112,,
4:27.0,L. Aldridge makes free throw 2 of 2,1,114-112,,
4:16.0,,,114-114,2,M. Plumlee makes 2-pt shot from 1 ft (assist by N. Jokic)
3:54.0,Offensive charge foul by D. Murray (drawn by M. Plumlee),,114-114,,
3:54.0,Turnover by D. Murray (offensive foul),,114-114,,
3:41.0,,,114-114,,G. Harris misses 2-pt shot from 23 ft
3:40.0,Defensive rebound by P. Gasol,,114-114,,
3:21.0,L. Aldridge misses 2-pt shot from 9 ft,,114-114,,
3:18.0,,,114-114,,Defensive rebound by G. Harris
3:05.0,,,114-116,2,G. Harris makes 2-pt shot from 2 ft (assist by J. Murray)
2:47.0,P. Gasol misses 2-pt shot from 16 ft,,114-116,,
2:41.0,,,114-116,,Defensive rebound by J. Murray
2:37.0,,,114-116,,J. Murray misses 2-pt shot from 3 ft (block by P. Gasol)
2:36.0,,,114-116,,Offensive rebound by J. Murray
2:36.0,,,114-116,,Loose ball foul by N. Jokic (drawn by P. Mills)
2:36.0,,,114-116,,Turnover by N. Jokic (turnover)
2:36.0,P. Mills misses free throw 1 of 2,,114-116,,
2:36.0,Offensive rebound by Team,,114-116,,
2:36.0,T. Parker enters the game for D. Murray,,114-116,,
2:36.0,P. Mills makes free throw 2 of 2,1,115-116,,
2:23.0,,,115-116,,M. Plumlee misses 2-pt shot from 2 ft (block by P. Gasol)
2:20.0,Defensive rebound by P. Gasol,,115-116,,
1:59.0,K. Anderson misses 3-pt shot from 24 ft,,115-116,,
1:57.0,,,115-116,,Defensive rebound by J. Murray
1:46.0,,,115-116,,Offensive charge foul by N. Jokic (drawn by T. Parker)
1:46.0,,,115-116,,Turnover by N. Jokic (offensive foul)
1:46.0,,,115-116,,T. Lyles enters the game for N. Jokic
1:28.0,L. Aldridge misses 2-pt shot from 2 ft,,115-116,,
1:25.0,,,115-116,,Defensive rebound by W. Chandler
1:12.0,,,115-118,2,G. Harris makes 2-pt shot from 15 ft
0:49.0,P. Mills misses 2-pt shot from 7 ft,,115-118,,
0:48.0,,,115-118,,Defensive rebound by W. Chandler
0:45.0,,,115-120,2,G. Harris makes 2-pt shot from 1 ft (assist by W. Chandler)
0:45.0,San Antonio full timeout,,115-120,,
0:33.0,L. Aldridge makes 2-pt shot from 19 ft (assist by P. Mills),2,117-120,,
0:10.0,,,117-122,2,M. Plumlee makes 2-pt shot from 2 ft (assist by J. Murray)
0:03.0,L. Aldridge misses 3-pt shot from 24 ft,,117-122,,
0:01.0,Offensive rebound by P. Gasol,,117-122,,
0:01.0,P. Gasol makes 2-pt shot from 2 ft,2,119-122,,
