time,Dallas,pts.away,score,pts.home,Portland
2:38.0,Jump ball: D. Lillard vs. W. Matthews (D. Smith gains possession),,,,Jump ball: D. Lillard vs. W. Matthews (D. Smith gains possession)
2:32.0,D. Smith makes 2-pt shot from 20 ft,2,102-110,,
2:13.0,,,102-110,,Offensive charge foul by E. Turner (drawn by Y. Ferrell)
2:13.0,,,102-110,,Turnover by E. Turner (offensive foul)
2:04.0,D. Smith misses 2-pt shot from 15 ft,,102-110,,
2:01.0,,,102-110,,Defensive rebound by D. Lillard
1:46.0,,,102-112,2,D. Lillard makes 2-pt shot from 1 ft
1:36.0,D. Smith makes 2-pt shot from 1 ft,2,104-112,,
1:36.0,,,104-113,1,D. Lillard makes technical free throw
1:18.0,,,104-113,,D. Lillard misses 3-pt shot from 26 ft
1:15.0,Defensive rebound by D. Smith,,104-113,,
1:06.0,W. Matthews makes 2-pt shot from 10 ft,2,106-113,,
0:47.0,,,106-113,,C. McCollum misses 2-pt shot from 2 ft (block by S. Mejri)
0:47.0,,,106-113,,Offensive rebound by Team
0:45.0,,,106-113,,E. Turner misses 2-pt shot from 1 ft
0:42.0,Defensive rebound by S. Mejri,,106-113,,
0:38.0,D. Smith makes 2-pt shot from 2 ft,2,108-113,,
0:17.0,,,108-115,2,E. Davis makes 2-pt shot at rim (assist by C. McCollum)
0:17.0,Dallas full timeout,,108-115,,
0:17.0,D. Powell enters the game for S. Mejri,,108-115,,
0:17.0,D. Nowitzki enters the game for Y. Ferrell,,108-115,,
0:13.0,D. Nowitzki misses 3-pt shot from 29 ft,,108-115,,
0:09.0,Offensive rebound by H. Barnes,,108-115,,
0:07.0,H. Barnes misses 2-pt shot from 2 ft (block by E. Davis),,108-115,,
0:06.0,,,108-115,,Defensive rebound by E. Davis
0:06.0,Personal take foul by D. Powell (drawn by E. Davis),,108-115,,
0:06.0,Y. Ferrell enters the game for D. Smith,,108-115,,
0:06.0,M. Kleber enters the game for D. Nowitzki,,108-115,,
0:03.0,Personal take foul by H. Barnes (drawn by C. McCollum),,108-115,,
0:03.0,,,108-116,1,C. McCollum makes free throw 1 of 2
0:03.0,,,108-117,1,C. McCollum makes free throw 2 of 2
0:03.0,Dallas full timeout,,108-117,,
0:03.0,D. Smith enters the game for D. Powell,,108-117,,
0:00.0,H. Barnes misses 2-pt shot from 19 ft,,108-117,,
0:00.0,Offensive rebound by Team,,108-117,,
