time,LA Clippers,pts.away,score,pts.home,Oklahoma City
6:01.0,,,97-106,2,S. Adams makes 2-pt shot from 4 ft (assist by R. Westbrook)
5:41.0,L. Williams makes 2-pt shot from 12 ft (assist by T. Harris),2,99-106,,
5:22.0,,,99-106,,S. Adams misses 2-pt shot from 8 ft
5:20.0,Defensive rebound by B. Marjanovic,,99-106,,
5:17.0,,,99-106,,Personal foul by S. Adams (drawn by L. Williams)
5:17.0,LA Clippers full timeout,,99-106,,
5:17.0,,,99-106,,P. George enters the game for A. Abrines
5:17.0,D. Jordan enters the game for B. Marjanovic,,99-106,,
5:17.0,L. Williams makes free throw 1 of 2,1,100-106,,
5:17.0,L. Williams makes free throw 2 of 2,1,101-106,,
5:05.0,,,101-106,,S. Adams misses 2-pt shot from 3 ft
5:04.0,,,101-106,,Offensive rebound by S. Adams
5:03.0,,,101-108,2,S. Adams makes 2-pt shot at rim
4:59.0,Turnover by D. Jordan (bad pass; steal by C. Brewer),,101-108,,
4:59.0,,,101-108,,Shooting foul by D. Jordan (drawn by C. Brewer)
4:59.0,,,101-108,,C. Brewer misses free throw 1 of 2
4:59.0,,,101-108,,Offensive rebound by Team
4:59.0,,,101-109,1,C. Brewer makes free throw 2 of 2
4:44.0,A. Rivers makes 3-pt shot from 24 ft,3,104-109,,
4:27.0,,,104-112,3,C. Anthony makes 3-pt shot from 22 ft (assist by R. Westbrook)
4:09.0,M. Teodosic makes 3-pt shot from 24 ft,3,107-112,,
3:47.0,,,107-112,,C. Anthony misses 3-pt shot from 25 ft
3:44.0,Defensive rebound by D. Jordan,,107-112,,
3:21.0,D. Jordan misses 2-pt shot from 1 ft (block by S. Adams),,107-112,,
3:18.0,,,107-112,,Defensive rebound by R. Westbrook
3:15.0,,,107-114,2,R. Westbrook makes 2-pt shot from 1 ft
3:01.0,L. Williams misses 2-pt shot from 1 ft,,107-114,,
3:00.0,,,107-114,,Defensive rebound by P. George
2:54.0,,,107-114,,P. George misses 2-pt shot from 1 ft
2:53.0,,,107-114,,Offensive rebound by S. Adams
2:41.0,,,107-116,2,R. Westbrook makes 2-pt shot from 22 ft
2:41.0,LA Clippers full timeout,,107-116,,
2:34.0,,,107-116,,Personal foul by P. George (drawn by M. Teodosic)
2:34.0,M. Teodosic makes free throw 1 of 2,1,108-116,,
2:34.0,M. Teodosic makes free throw 2 of 2,1,109-116,,
2:20.0,,,109-116,,Turnover by R. Westbrook (step out of bounds)
2:08.0,A. Rivers misses 3-pt shot from 24 ft,,109-116,,
2:02.0,,,109-116,,Defensive rebound by S. Adams
1:44.0,,,109-119,3,C. Brewer makes 3-pt shot from 23 ft (assist by P. George)
1:35.0,D. Jordan makes 2-pt shot at rim (assist by M. Teodosic),2,111-119,,
1:11.0,,,111-119,,P. George misses 3-pt shot from 26 ft
1:08.0,Defensive rebound by A. Rivers,,111-119,,
1:07.0,Jump ball: R. Westbrook vs. A. Rivers ( gains possession),,,,Jump ball: R. Westbrook vs. A. Rivers ( gains possession)
0:55.0,L. Williams makes 2-pt shot from 10 ft,2,113-119,,
0:33.0,,,113-119,,Turnover by R. Westbrook (lost ball; steal by A. Rivers)
0:26.0,Turnover by D. Jordan (bad pass; steal by C. Brewer),,113-119,,
0:24.0,Personal take foul by T. Harris (drawn by C. Brewer),,113-119,,
0:24.0,,,113-120,1,C. Brewer makes free throw 1 of 2
0:24.0,,,113-121,1,C. Brewer makes free throw 2 of 2
0:24.0,LA Clippers full timeout,,113-121,,
0:21.0,T. Harris misses 3-pt shot from 24 ft,,113-121,,
0:18.0,,,113-121,,Defensive rebound by P. George
