time,Oklahoma City,pts.away,score,pts.home,Portland
4:22.0,Shooting foul by P. Connaughton (drawn by R. Westbrook),,89-95,,
4:22.0,R. Westbrook makes free throw 1 of 1,1,90-95,,
4:10.0,,,90-95,,Turnover by P. Connaughton (bad pass)
3:58.0,R. Westbrook makes 2-pt shot from 21 ft,2,92-95,,
3:58.0,,,92-95,,Portland full timeout
3:58.0,,,92-95,,E. Turner enters the game for J. Nurkic
3:58.0,,,92-95,,E. Davis enters the game for P. Connaughton
3:46.0,,,92-97,2,C. McCollum makes 2-pt shot from 5 ft
3:32.0,J. Grant misses 3-pt shot from 23 ft,,92-97,,
3:29.0,Offensive rebound by S. Adams,,92-97,,
3:28.0,A. Abrines misses 3-pt shot from 24 ft,,92-97,,
3:27.0,,,92-97,,Defensive rebound by Team
3:27.0,Loose ball foul by S. Adams (drawn by E. Davis),,92-97,,
3:08.0,,,92-97,,E. Turner misses 2-pt shot from 8 ft
3:05.0,,,92-97,,Offensive rebound by E. Davis
2:52.0,,,92-99,2,C. McCollum makes 2-pt shot from 17 ft (assist by D. Lillard)
2:42.0,Shooting foul by Z. Collins (drawn by S. Adams),,92-99,,
2:42.0,S. Adams makes free throw 1 of 2,1,93-99,,
2:42.0,R. Felton enters the game for A. Abrines,,93-99,,
2:42.0,S. Adams misses free throw 2 of 2,,93-99,,
2:40.0,Offensive rebound by S. Adams,,93-99,,
2:37.0,Offensive foul by R. Westbrook (drawn by D. Lillard),,93-99,,
2:37.0,Turnover by R. Westbrook (offensive foul),,93-99,,
2:23.0,,,93-102,3,Z. Collins makes 3-pt shot from 24 ft (assist by E. Turner)
2:10.0,R. Westbrook makes 3-pt shot from 25 ft (assist by P. George),3,96-102,,
1:44.0,,,96-102,,C. McCollum misses 3-pt shot from 25 ft
1:42.0,Defensive rebound by R. Westbrook,,96-102,,
1:32.0,J. Grant makes 2-pt shot from 1 ft (assist by S. Adams),2,98-102,,
1:15.0,,,98-102,,Turnover by Z. Collins (bad pass; steal by R. Felton)
1:09.0,P. George misses 2-pt shot from 1 ft (block by Z. Collins),,98-102,,
1:09.0,Offensive rebound by Team,,98-102,,
1:01.0,Turnover by J. Grant (bad pass; steal by D. Lillard),,98-102,,
0:44.0,Personal foul by P. George (drawn by D. Lillard),,98-102,,
0:44.0,,,98-103,1,D. Lillard makes free throw 1 of 2
0:44.0,,,98-104,1,D. Lillard makes free throw 2 of 2
0:44.0,Oklahoma City full timeout,,98-104,,
0:43.0,P. George misses 3-pt shot from 25 ft,,98-104,,
0:39.0,,,98-104,,Defensive rebound by Z. Collins
0:39.0,,,98-104,,P. Connaughton enters the game for E. Davis
0:39.0,,,98-104,,S. Napier enters the game for Z. Collins
0:18.0,,,98-104,,S. Napier misses 3-pt shot from 24 ft
0:18.0,Defensive rebound by Team,,98-104,,
0:18.0,,,98-104,,E. Davis enters the game for P. Connaughton
0:18.0,,,98-104,,Z. Collins enters the game for S. Napier
0:18.0,Oklahoma City full timeout,,98-104,,
0:16.0,R. Westbrook misses 3-pt shot from 29 ft,,98-104,,
0:15.0,,,98-104,,Defensive rebound by Team
0:15.0,,,98-104,,P. Connaughton enters the game for E. Davis
0:15.0,,,98-104,,S. Napier enters the game for Z. Collins
0:09.0,Personal take foul by S. Adams (drawn by E. Turner),,98-104,,
0:09.0,,,98-105,1,E. Turner makes free throw 1 of 2
0:09.0,,,98-105,,E. Davis enters the game for P. Connaughton
0:09.0,,,98-105,,Z. Collins enters the game for S. Napier
0:09.0,,,98-106,1,E. Turner makes free throw 2 of 2
0:04.0,R. Westbrook makes 2-pt shot at rim,2,100-106,,
0:02.0,Personal take foul by J. Grant (drawn by C. McCollum),,100-106,,
0:02.0,,,100-107,1,C. McCollum makes free throw 1 of 2
0:02.0,,,100-108,1,C. McCollum makes free throw 2 of 2
0:00.0,P. George misses 3-pt shot from 39 ft,,100-108,,
0:00.0,Offensive rebound by Team,,100-108,,
