time,Chicago,pts.away,score,pts.home,New Orleans
4:24.0,,,108-93,,Shooting foul by B. Portis (drawn by D. Cousins)
4:24.0,,,108-94,1,D. Cousins makes free throw 1 of 2
4:24.0,J. Holiday enters the game for B. Portis,,108-94,,
4:24.0,L. Markkanen enters the game for N. Mirotic,,108-94,,
4:24.0,R. Lopez enters the game for D. Valentine,,108-94,,
4:24.0,,,108-95,1,D. Cousins makes free throw 2 of 2
4:11.0,Offensive foul by R. Lopez (drawn by J. Holiday),,108-95,,
4:11.0,Turnover by R. Lopez (offensive foul),,108-95,,
4:11.0,Z. LaVine enters the game for D. Nwaba,,108-95,,
4:02.0,,,108-98,3,D. Cousins makes 3-pt shot from 24 ft (assist by A. Davis)
4:01.0,Chicago full timeout,,108-98,,
3:39.0,Turnover by L. Markkanen (bad pass; steal by D. Cousins),,108-98,,
3:39.0,Personal foul by R. Lopez (drawn by D. Cousins),,108-98,,
3:39.0,,,108-99,1,D. Cousins makes free throw 1 of 2
3:39.0,,,108-100,1,D. Cousins makes free throw 2 of 2
3:22.0,R. Lopez makes 2-pt shot from 4 ft (assist by J. Grant),2,110-100,,
3:10.0,,,110-100,,J. Holiday misses 2-pt shot from 6 ft
3:10.0,,,110-100,,Offensive rebound by A. Davis
3:02.0,,,110-100,,A. Davis misses 2-pt shot at rim
3:02.0,Defensive rebound by J. Holiday,,110-100,,
2:57.0,Z. LaVine misses 2-pt shot from 1 ft,,110-100,,
2:57.0,Offensive rebound by R. Lopez,,110-100,,
2:52.0,Turnover by R. Lopez (lost ball; steal by D. Miller),,110-100,,
2:48.0,,,110-100,,Shooting foul by Z. LaVine (drawn by A. Davis)
2:48.0,,,110-100,,A. Davis misses free throw 1 of 2
2:48.0,,,110-100,,Offensive rebound by Team
2:48.0,,,110-101,1,A. Davis makes free throw 2 of 2
2:34.0,J. Holiday misses 3-pt shot from 25 ft,,110-101,,
2:34.0,,,110-101,,Defensive rebound by J. Holiday
2:21.0,,,110-103,2,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday)
2:01.0,Turnover by R. Lopez (lost ball; steal by D. Cousins),,110-103,,
2:01.0,,,110-103,,Shooting foul by R. Lopez (drawn by D. Cousins)
2:01.0,,,110-104,1,D. Cousins makes free throw 1 of 2
2:01.0,,,110-105,1,D. Cousins makes free throw 2 of 2
1:46.0,Z. LaVine misses 2-pt shot from 21 ft,,110-105,,
1:46.0,,,110-105,,Defensive rebound by D. Cousins
1:39.0,,,110-107,2,A. Davis makes 2-pt shot at rim (assist by D. Cousins)
1:28.0,Turnover by J. Grant (out of bounds lost ball),,110-107,,
1:18.0,,,110-107,,D. Cousins misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by J. Grant,,110-107,,
0:55.0,Z. LaVine misses 2-pt shot from 6 ft,,110-107,,
0:55.0,,,110-107,,Defensive rebound by D. Cousins
0:55.0,,,110-107,,New Orleans full timeout
0:51.0,,,110-107,,D. Miller misses 3-pt shot from 25 ft
0:47.0,,,110-107,,Offensive rebound by E. Moore
0:46.0,,,110-110,3,J. Holiday makes 3-pt shot from 25 ft (assist by E. Moore)
0:46.0,Chicago full timeout,,110-110,,
0:46.0,N. Mirotic enters the game for R. Lopez,,110-110,,
0:33.0,N. Mirotic misses 2-pt shot from 20 ft,,110-110,,
0:29.0,,,110-110,,Defensive rebound by D. Miller
0:22.0,,,110-112,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
0:22.0,Chicago full timeout,,110-112,,
0:22.0,,,110-112,,D. Cunningham enters the game for D. Cousins
0:15.0,L. Markkanen makes 2-pt shot at rim,2,112-112,,
0:15.0,,,112-112,,New Orleans full timeout
0:15.0,,,112-112,,D. Cousins enters the game for D. Cunningham
0:15.0,D. Nwaba enters the game for J. Grant,,112-112,,
0:03.0,,,112-112,,Shooting foul by D. Nwaba (drawn by A. Davis)
0:03.0,,,112-113,1,A. Davis makes free throw 1 of 2
0:03.0,,,112-113,,D. Cunningham enters the game for D. Cousins
0:03.0,J. Grant enters the game for D. Nwaba,,112-113,,
0:03.0,,,112-114,1,A. Davis makes free throw 2 of 2
0:00.0,Shooting foul by D. Miller (drawn by J. Holiday),,112-114,,
0:00.0,J. Holiday makes free throw 1 of 3,1,113-114,,
0:00.0,J. Holiday makes free throw 2 of 3,1,114-114,,
0:00.0,J. Holiday misses free throw 3 of 3,,114-114,,
0:00.0,,,114-114,,Defensive rebound by A. Davis
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Davis vs. L. Markkanen (D. Cousins gains possession),,,,Jump ball: A. Davis vs. L. Markkanen (D. Cousins gains possession)
4:46.0,,,114-114,,J. Holiday misses 2-pt shot at rim
4:44.0,Defensive rebound by L. Markkanen,,114-114,,
4:34.0,N. Mirotic makes 2-pt shot from 2 ft (assist by J. Holiday),2,116-114,,
4:34.0,Shooting foul by A. Davis (drawn by N. Mirotic),,116-114,,
4:34.0,N. Mirotic makes free throw 1 of 1,1,117-114,,
4:24.0,Personal block foul by N. Mirotic (drawn by D. Cousins),,117-114,,
4:12.0,,,117-116,2,D. Cousins makes 2-pt shot from 1 ft
3:59.0,N. Mirotic misses 3-pt shot from 24 ft,,117-116,,
3:56.0,,,117-116,,Defensive rebound by J. Holiday
3:50.0,,,117-116,,Turnover by J. Holiday (bad pass; steal by J. Grant)
3:36.0,L. Markkanen makes 2-pt shot at rim (assist by N. Mirotic),2,119-116,,
3:24.0,,,119-116,,J. Holiday misses 2-pt shot from 19 ft
3:20.0,Defensive rebound by N. Mirotic,,119-116,,
3:07.0,,,119-116,,Personal foul by E. Moore (drawn by J. Grant)
2:57.0,Turnover by J. Grant (bad pass; steal by J. Holiday),,119-116,,
2:56.0,Personal foul by D. Valentine (drawn by J. Holiday),,119-116,,
2:49.0,,,119-118,2,J. Holiday makes 2-pt shot at rim
2:35.0,N. Mirotic misses 3-pt shot from 26 ft,,119-118,,
2:33.0,,,119-118,,Defensive rebound by Team
2:14.0,,,119-120,2,J. Holiday makes 2-pt shot at rim
2:05.0,Shooting foul by A. Davis (drawn by J. Grant),,119-120,,
2:05.0,,,119-120,,D. Cunningham enters the game for A. Davis
2:05.0,J. Grant makes free throw 1 of 2,1,120-120,,
2:05.0,R. Lopez enters the game for N. Mirotic,,120-120,,
2:05.0,J. Grant makes free throw 2 of 2,1,121-120,,
1:48.0,,,121-120,,D. Cousins misses 2-pt shot from 2 ft
1:48.0,,,121-120,,Offensive rebound by D. Cousins
1:48.0,,,121-120,,Shooting foul by J. Grant (drawn by D. Cousins)
1:48.0,,,121-121,1,D. Cousins makes free throw 1 of 2
1:48.0,,,121-122,1,D. Cousins makes free throw 2 of 2
1:24.0,J. Holiday misses 3-pt shot from 27 ft,,121-122,,
1:20.0,,,121-122,,Defensive rebound by D. Cousins
1:04.0,,,121-122,,J. Holiday misses 2-pt shot from 3 ft (block by L. Markkanen)
1:01.0,Defensive rebound by L. Markkanen,,121-122,,
0:54.0,D. Valentine misses 3-pt shot from 26 ft,,121-122,,
0:51.0,,,121-122,,Defensive rebound by D. Miller
0:34.0,,,121-122,,J. Holiday misses 2-pt shot from 15 ft (block by J. Grant)
0:34.0,Defensive rebound by Team,,121-122,,
0:34.0,Chicago full timeout,,121-122,,
0:31.0,Shooting foul by J. Holiday (drawn by L. Markkanen),,121-122,,
0:31.0,L. Markkanen makes free throw 1 of 2,1,122-122,,
0:31.0,D. Nwaba enters the game for D. Valentine,,122-122,,
0:31.0,L. Markkanen misses free throw 2 of 2,,122-122,,
0:29.0,,,122-122,,Defensive rebound by D. Cousins
0:15.0,,,122-122,,D. Miller misses 3-pt shot from 25 ft
0:15.0,,,122-122,,Offensive rebound by D. Miller
0:10.0,,,122-122,,New Orleans full timeout
0:10.0,,,122-122,,I. Clark enters the game for D. Cunningham
0:10.0,N. Mirotic enters the game for J. Grant,,122-122,,
0:02.0,,,122-122,,I. Clark misses 3-pt shot from 27 ft
0:02.0,,,122-122,,Offensive rebound by J. Holiday
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: D. Cousins vs. R. Lopez (D. Cunningham gains possession),,,,Jump ball: D. Cousins vs. R. Lopez (D. Cunningham gains possession)
4:39.0,,,122-124,2,D. Cousins makes 2-pt shot from 7 ft
4:15.0,Turnover by D. Valentine (bad pass; steal by D. Cousins),,122-124,,
3:58.0,Personal foul by D. Valentine (drawn by E. Moore),,122-124,,
3:46.0,,,122-127,3,D. Cousins makes 3-pt shot from 25 ft (assist by E. Moore)
3:31.0,,,122-127,,Personal foul by D. Cunningham (drawn by L. Markkanen)
3:15.0,R. Lopez misses 2-pt shot from 3 ft,,122-127,,
3:08.0,Offensive rebound by R. Lopez,,122-127,,
3:08.0,R. Lopez makes 2-pt shot at rim,2,124-127,,
3:05.0,,,124-127,,D. Cousins misses 2-pt shot from 2 ft
3:01.0,Defensive rebound by L. Markkanen,,124-127,,
2:46.0,R. Lopez makes 2-pt shot from 2 ft (assist by D. Valentine),2,126-127,,
2:33.0,,,126-127,,New Orleans full timeout
2:20.0,,,126-127,,D. Cousins misses 2-pt shot from 1 ft
2:19.0,,,126-127,,Offensive rebound by Team
2:11.0,,,126-130,3,E. Moore makes 3-pt shot from 25 ft (assist by J. Holiday)
1:49.0,L. Markkanen misses 2-pt shot from 16 ft,,126-130,,
1:48.0,Offensive rebound by Team,,126-130,,
1:48.0,,,126-130,,Loose ball foul by D. Cousins (drawn by R. Lopez)
1:39.0,Turnover by J. Grant (lost ball; steal by E. Moore),,126-130,,
1:19.0,,,126-130,,J. Holiday misses 2-pt shot from 1 ft (block by L. Markkanen)
1:17.0,Defensive rebound by J. Grant,,126-130,,
1:12.0,Turnover by J. Grant (bad pass; steal by E. Moore),,126-130,,
0:51.0,,,126-130,,D. Cousins misses 2-pt shot from 14 ft
0:48.0,Defensive rebound by J. Grant,,126-130,,
0:32.0,Turnover by J. Holiday (bad pass),,126-130,,
0:32.0,D. Nwaba enters the game for R. Lopez,,126-130,,
0:31.0,,,126-130,,Turnover by E. Moore (bad pass; steal by L. Markkanen)
0:31.0,Shooting foul by E. Moore (drawn by L. Markkanen),,126-130,,
0:31.0,L. Markkanen makes free throw 1 of 2,1,127-130,,
0:31.0,L. Markkanen makes free throw 2 of 2,1,128-130,,
0:31.0,R. Lopez enters the game for J. Grant,,128-130,,
0:09.0,,,128-130,,D. Cousins misses 2-pt shot from 2 ft
0:09.0,,,128-130,,Offensive rebound by D. Cousins
0:09.0,Personal foul by L. Markkanen (drawn by J. Holiday),,128-130,,
0:09.0,J. Grant enters the game for R. Lopez,,128-130,,
0:09.0,,,128-130,,I. Clark enters the game for D. Cunningham
0:08.0,Personal foul by J. Grant (drawn by D. Cousins),,128-130,,
0:08.0,,,128-131,1,D. Cousins makes free throw 1 of 2
0:08.0,,,128-131,,D. Cunningham enters the game for I. Clark
0:08.0,R. Lopez enters the game for J. Grant,,128-131,,
0:08.0,N. Mirotic enters the game for D. Valentine,,128-131,,
0:08.0,,,128-132,1,D. Cousins makes free throw 2 of 2
0:08.0,Chicago full timeout,,128-132,,
0:08.0,J. Grant enters the game for D. Nwaba,,128-132,,
0:08.0,D. Valentine enters the game for R. Lopez,,128-132,,
0:05.0,L. Markkanen misses 3-pt shot from 22 ft,,128-132,,
0:02.0,,,128-132,,Defensive rebound by E. Moore
