time,Memphis,pts.away,score,pts.home,Denver
1:10.0,,,76-87,,Defensive rebound by N. Jokic
0:52.0,,,76-87,,N. Jokic misses 2-pt shot from 10 ft (block by J. Ennis)
0:52.0,Defensive rebound by Team,,76-87,,
0:44.0,M. Gasol makes 2-pt shot from 2 ft (assist by T. Evans),2,78-87,,
0:31.0,Personal take foul by D. Brooks (drawn by T. Lyles),,78-87,,
0:31.0,,,78-87,,T. Lyles misses free throw 1 of 2
0:31.0,,,78-87,,Offensive rebound by Team
0:31.0,,,78-87,,M. Beasley enters the game for N. Jokic
0:31.0,,,78-87,,T. Lyles misses free throw 2 of 2
0:30.0,Defensive rebound by J. Green,,78-87,,
0:30.0,Memphis full timeout,,78-87,,
0:27.0,T. Evans misses 3-pt shot from 22 ft,,78-87,,
0:24.0,Offensive rebound by Team,,78-87,,
0:21.0,J. Ennis misses 3-pt shot from 26 ft,,78-87,,
0:18.0,Offensive rebound by M. Gasol,,78-87,,
0:17.0,Turnover by M. Gasol (bad pass; steal by J. Murray),,78-87,,
