time,Phoenix,pts.away,score,pts.home,Denver
3:53.0,D. Booker misses 3-pt shot from 25 ft,,102-123,,
3:50.0,,,102-123,,Defensive rebound by W. Barton
3:47.0,,,102-123,,Turnover by N. Jokic (bad pass; steal by T. Warren)
3:39.0,M. Chriss makes 3-pt shot from 22 ft (assist by D. Bender),3,105-123,,
3:15.0,,,105-123,,W. Barton misses 2-pt shot from 9 ft
3:13.0,Defensive rebound by Team,,105-123,,
3:13.0,J. Jackson enters the game for D. Booker,,105-123,,
3:13.0,D. House enters the game for T. Warren,,105-123,,
3:00.0,J. Jackson makes 2-pt shot from 1 ft (assist by D. Bender),2,107-123,,
2:33.0,,,107-123,,G. Harris misses 3-pt shot from 25 ft
2:29.0,,,107-123,,Offensive rebound by T. Lyles
2:29.0,,,107-123,,T. Lyles misses 2-pt shot from 9 ft
2:26.0,Defensive rebound by D. House,,107-123,,
2:24.0,D. Bender misses 3-pt shot from 23 ft,,107-123,,
2:20.0,,,107-123,,Defensive rebound by T. Lyles
2:16.0,,,107-125,2,T. Lyles makes 2-pt shot from 5 ft
2:01.0,Turnover by T. Daniels (out of bounds lost ball),,107-125,,
2:01.0,,,107-125,,Denver full timeout
2:01.0,,,107-125,,E. Mudiay enters the game for W. Barton
2:01.0,,,107-125,,R. Jefferson enters the game for T. Lyles
2:01.0,,,107-125,,K. Faried enters the game for G. Harris
2:01.0,,,107-125,,T. Craig enters the game for N. Jokic
2:01.0,,,107-125,,M. Beasley enters the game for W. Chandler
1:49.0,,,107-127,2,M. Beasley makes 2-pt shot from 8 ft (assist by E. Mudiay)
1:37.0,D. House misses 2-pt shot from 2 ft,,107-127,,
1:34.0,,,107-127,,Defensive rebound by T. Craig
1:32.0,,,107-130,3,E. Mudiay makes 3-pt shot from 25 ft (assist by T. Craig)
1:15.0,J. Jackson makes 2-pt shot from 2 ft,2,109-130,,
1:03.0,,,109-130,,Turnover by R. Jefferson (bad pass; steal by D. House)
0:57.0,Turnover by J. Jackson (lost ball; steal by E. Mudiay),,109-130,,
0:50.0,,,109-130,,Shooting foul by T. Daniels (drawn by K. Faried)
0:50.0,,,109-131,1,K. Faried makes free throw 1 of 2
0:50.0,,,109-132,1,K. Faried makes free throw 2 of 2
0:43.0,,,109-132,,Shooting block foul by E. Mudiay (drawn by J. Jackson)
0:43.0,J. Jackson misses free throw 1 of 2,,109-132,,
0:43.0,Offensive rebound by Team,,109-132,,
0:43.0,J. Jackson makes free throw 2 of 2,1,110-132,,
0:35.0,,,110-132,,E. Mudiay misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by D. House,,110-132,,
0:27.0,,,110-132,,Personal block foul by K. Faried (drawn by D. House)
0:27.0,D. House misses free throw 1 of 2,,110-132,,
0:27.0,Offensive rebound by Team,,110-132,,
0:27.0,D. House makes free throw 2 of 2,1,111-132,,
0:04.0,,,111-134,2,E. Mudiay makes 2-pt shot from 13 ft
