time,Golden State,pts.away,score,pts.home,San Antonio
3:00.0,,,108-91,,D. Bertans misses 3-pt shot from 23 ft
2:58.0,Defensive rebound by O. Casspi,,108-91,,
2:49.0,N. Young misses 3-pt shot from 24 ft,,108-91,,
2:46.0,,,108-91,,Defensive rebound by D. Bertans
2:43.0,,,108-91,,D. Murray misses 2-pt shot at rim
2:43.0,,,108-91,,Offensive rebound by Team
2:39.0,,,108-91,,B. Paul misses 2-pt shot from 13 ft
2:39.0,Defensive rebound by J. Bell,,108-91,,
2:21.0,S. Livingston misses 2-pt shot from 15 ft,,108-91,,
2:21.0,,,108-91,,Defensive rebound by D. Bertans
2:06.0,,,108-91,,Shooting foul by J. Bell (drawn by D. White)
2:06.0,,,108-91,,D. White misses free throw 1 of 2
2:06.0,,,108-91,,Offensive rebound by Team
2:06.0,,,108-91,,D. White misses free throw 2 of 2
2:03.0,Defensive rebound by J. Bell,,108-91,,
1:48.0,N. Young misses 3-pt shot from 25 ft,,108-91,,
1:45.0,,,108-91,,Defensive rebound by D. White
1:36.0,,,108-91,,Turnover by D. Bertans (lost ball; steal by J. Bell)
1:33.0,Turnover by J. Bell (bad pass),,108-91,,
1:16.0,,,108-91,,Turnover by B. Paul (bad pass)
1:06.0,O. Casspi makes 2-pt shot from 1 ft (assist by N. Young),2,110-91,,
0:54.0,,,110-91,,B. Forbes misses 3-pt shot from 25 ft
0:51.0,Defensive rebound by O. Casspi,,110-91,,
0:34.0,P. McCaw makes 2-pt shot from 1 ft,2,112-91,,
0:19.0,Personal foul by J. Bell (drawn by B. Paul),,112-91,,
0:19.0,,,112-92,1,B. Paul makes free throw 1 of 2
0:19.0,,,112-92,,B. Paul misses free throw 2 of 2
0:17.0,Defensive rebound by J. Bell,,112-92,,
