time,Brooklyn,pts.away,score,pts.home,Detroit
2:39.0,,,99-104,2,R. Bullock makes 2-pt shot from 1 ft
2:34.0,Offensive foul by J. Harris (drawn by B. Griffin),,99-104,,
2:34.0,Turnover by J. Harris (offensive foul),,99-104,,
2:34.0,,,99-104,,A. Drummond enters the game for A. Tolliver
2:17.0,,,99-107,3,S. Johnson makes 3-pt shot from 26 ft (assist by B. Griffin)
2:08.0,J. Harris makes 2-pt shot at rim (assist by J. Allen),2,101-107,,
2:08.0,Shooting foul by S. Johnson (drawn by J. Harris),,101-107,,
2:08.0,J. Harris misses free throw 1 of 1,,101-107,,
2:04.0,Offensive rebound by J. Allen,,101-107,,
1:56.0,J. Allen makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,103-107,,
1:33.0,,,103-109,2,B. Griffin makes 2-pt shot from 6 ft (assist by I. Smith)
1:33.0,Brooklyn full timeout,,103-109,,
1:11.0,D. Carroll misses 3-pt shot from 24 ft,,103-109,,
1:06.0,,,103-109,,Defensive rebound by R. Bullock
0:56.0,,,103-111,2,I. Smith makes 2-pt shot from 7 ft (assist by B. Griffin)
0:48.0,A. Crabbe misses 3-pt shot from 25 ft,,103-111,,
0:43.0,,,103-111,,Defensive rebound by B. Griffin
0:38.0,Personal foul by A. Crabbe (drawn by B. Griffin),,103-111,,
0:35.0,Personal foul by J. Allen (drawn by A. Drummond),,103-111,,
0:35.0,,,103-112,1,A. Drummond makes free throw 1 of 2
0:35.0,,,103-112,,A. Drummond misses free throw 2 of 2
0:33.0,Defensive rebound by J. Allen,,103-112,,
0:31.0,S. Dinwiddie misses 3-pt shot from 25 ft,,103-112,,
0:30.0,,,103-112,,Defensive rebound by A. Drummond
0:30.0,Personal foul by J. Harris (drawn by A. Drummond),,103-112,,
0:30.0,,,103-112,,A. Drummond misses free throw 1 of 2
0:30.0,,,103-112,,Offensive rebound by Team
0:30.0,,,103-113,1,A. Drummond makes free throw 2 of 2
0:22.0,J. Allen misses 3-pt shot from 23 ft,,103-113,,
0:18.0,Offensive rebound by J. Harris,,103-113,,
0:18.0,A. Crabbe makes 3-pt shot from 26 ft (assist by J. Harris),3,106-113,,
0:16.0,Personal foul by D. Carroll (drawn by I. Smith),,106-113,,
0:16.0,,,106-114,1,I. Smith makes free throw 1 of 2
0:16.0,J. Webb enters the game for D. Carroll,,106-114,,
0:16.0,,,106-115,1,I. Smith makes free throw 2 of 2
0:11.0,J. Webb misses 3-pt shot from 26 ft,,106-115,,
0:08.0,,,106-115,,Defensive rebound by A. Drummond
